ARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,countries,products,elements,,,,2010A,2011A,2012A,2013A,2014A,2015A,2016A,2017A,2018A,2019A,2020A,2021A,2022A,2023A,2024A,2025A,2026A,2027A,2028A,2029A,2030A
MRT_MK_fo..pc,Mauritania,Milk,Per-capita food consumption [kg/p/year],MRT,MK,FO..PC,22.05753318,21.72991612,21.5018119,21.41092008,21.25092204,22.21926186,21.64453669,22.02030488,20.98631646,20.33475064,20.27292411,20.18637584,20.31481678,20.298637,20.26042655,20.24032285,20.22504692,20.22021527,20.21784065,20.22148067,20.24654761
MRT_OCG_fo..pc,Mauritania,Other Coarse Grains,Per-capita food consumption [kg/p/year],MRT,OCG,FO..PC,20.11342451,19.0173495,18.97878167,19.69384784,20.13579784,20.17632556,19.82350892,20.18338339,19.35285385,15.9433374,15.75575824,15.60529018,15.56397164,15.47519263,15.39893489,15.3298805,15.26553487,15.20814081,15.15309384,15.10393901,15.05677743
MRT_OOS_fo..pc,Mauritania,Other Oilseeds,Per-capita food consumption [kg/p/year],MRT,OOS,FO..PC,0.248230872,0.241011034,0.23392796,0.227055605,0.220476785,0.214234095,0.208322771,0.20270649,0.197353878,0.192227284,0.194398558,0.196488262,0.199031761,0.200921542,0.202589063,0.204243716,0.205882139,0.207504933,0.209113871,0.210712107,0.212301825
MRT_PK_fo..pc,Mauritania,Pork,Per-capita food consumption [kg/p/year],MRT,PK,FO..PC,0.006427407,0.000860754,1.87978E-05,0.006284575,0.001968543,1.72152E-05,0.009486126,0.001085928,0.000704835,0.000686526,0.000684266,0.000681093,0.000682379,0.000677204,0.000670241,0.000663685,0.000657544,0.000651813,0.00064648,0.000641534,0.000636966
MRT_PS_fo..pc,Mauritania,Pulses,Per-capita food consumption [kg/p/year],MRT,PS,FO..PC,13.69841014,12.23453778,13.30700247,13.60002257,13.60214793,13.61352017,13.6350212,13.66545047,13.70374245,13.74819801,13.77699526,13.86512793,14.01318345,14.16919864,14.31630445,14.47722377,14.65085432,14.83011514,15.01683669,15.2158084,15.42269144
MRT_PT_fo..pc,Mauritania,Poultry,Per-capita food consumption [kg/p/year],MRT,PT,FO..PC,2.928487094,3.852330044,3.889026232,4.974646401,4.310960929,0.836660653,5.740640848,5.7683118,6.372063331,6.554092239,6.450327823,6.485873484,6.575423118,6.666913673,6.749166662,6.833545064,6.920171738,7.00655752,7.099520691,7.201544702,7.303892669
MRT_RI_fo..pc,Mauritania,Rice,Per-capita food consumption [kg/p/year],MRT,RI,FO..PC,50.63078666,54.06845831,56.11271235,56.59368563,56.89046646,49.42019526,47.78017596,47.44598779,47.67329611,48.1211829,48.25302043,48.44637172,48.89680226,49.31632352,49.77125708,50.26746379,50.77848922,51.32082707,51.88469667,52.48515164,53.084146
MRT_RT_fo..pc,Mauritania,Roots tubers,Per-capita food consumption [kg/p/year],MRT,RT,FO..PC,1.748143755,1.779339271,2.225187506,1.652207904,1.65223974,1.653621115,1.656232824,1.659929039,1.664580328,1.669980302,1.594398274,1.599201796,1.617886953,1.632888695,1.648037976,1.664673951,1.68183095,1.700694825,1.719806466,1.742406721,1.766218341
MRT_SH_fo..pc,Mauritania,Sheep,Per-capita food consumption [kg/p/year],MRT,SH,FO..PC,10.92105021,10.89391391,11.27866952,11.30288378,10.37655781,11.63212232,11.7143893,11.04225505,10.30821594,10.04044298,9.985313306,9.91829254,9.931808023,9.857446564,9.758025358,9.665590215,9.575936086,9.494292311,9.418085401,9.346001448,9.279750462
MRT_SU_fo..pc,Mauritania,Sugar,Per-capita food consumption [kg/p/year],MRT,SU,FO..PC,40.44835205,40.61681481,39.68420755,38.77178535,37.64837963,37.06059438,36.96799166,37.10252717,35.02151938,34.32631704,35.21240292,36.14931903,37.35264526,38.17601701,38.90322396,39.68238074,40.54129279,41.39998029,42.24613313,43.13122598,44.040407
MRT_VL_fo..pc,Mauritania,Vegetable oils,Per-capita food consumption [kg/p/year],MRT,VL,FO..PC,21.32423355,31.07627954,31.95775049,24.49526008,27.82980467,31.415202,32.05312825,30.34492439,30.17736521,29.38531818,31.91930441,32.17219683,32.91738923,33.55899336,34.17230867,34.79282014,35.47442348,36.19303183,36.92529099,37.69815159,38.50159119
MRT_WT_fo..pc,Mauritania,Wheat,Per-capita food consumption [kg/p/year],MRT,WT,FO..PC,88.65388299,87.42029678,87.46190481,88.18677525,89.07655834,90.14090821,91.14121214,91.14326293,91.00524744,87.26818355,87.67363418,88.39213581,89.63618137,90.72743996,91.8877464,93.07774836,94.30876336,95.58765452,96.90214775,98.2702482,99.68333185
MUS_BT_fo..pc,Mauritius,Butter,Per-capita food consumption [kg/p/year],MUS,BT,FO..PC,0.786086064,0.75857921,1.036405046,0.896207223,0.999030404,0.963908185,1.003856999,1.065496463,1.230530327,1.187217981,1.18700582,1.183223723,1.179518418,1.177075427,1.174185482,1.172159786,1.17000907,1.168015828,1.166189199,1.164367076,1.162680824
MUS_BV_fo..pc,Mauritius,Beef and Veal,Per-capita food consumption [kg/p/year],MUS,BV,FO..PC,5.047415509,5.573598793,6.540081018,5.770459236,5.323973016,5.607976534,5.408626219,5.503668638,5.519133909,5.313174295,5.298839448,5.283902953,5.270294438,5.251575026,5.23621834,5.222519304,5.202931316,5.185313303,5.167905262,5.152152671,5.13754476
MUS_EG_fo..pc,Mauritius,Eggs,Per-capita food consumption [kg/p/year],MUS,EG,FO..PC,5.721360347,5.34108362,6.146817342,6.274054068,6.311336348,6.218690841,5.753390852,6.199114577,6.389793208,6.578299451,6.569820316,6.550514047,6.539002182,6.529750974,6.526891242,6.52281267,6.520416791,6.516702917,6.516781169,6.516477828,6.519132336
MUS_FH_fo..pc,Mauritius,Fish,Per-capita food consumption [kg/p/year],MUS,FH,FO..PC,21.58478782,21.92476678,23.31344829,23.75913088,23.44493619,22.89758632,20.93604067,21.41296465,22.69178755,23.93331223,24.55781665,24.37461176,24.37173035,24.44445849,24.58274665,24.70656592,24.76034699,24.97146236,25.12201552,25.17780245,25.41072172
MUS_MA_fo..pc,Mauritius,Maize,Per-capita food consumption [kg/p/year],MUS,MA,FO..PC,2.804588405,2.318102959,2.313760304,2.310223064,2.306678481,2.302581332,2.297699525,2.292240166,2.286498334,2.281007469,2.283714245,2.285819668,2.289207357,2.292736416,2.296633989,2.300606842,2.304392928,2.308402699,2.312653717,2.316969652,2.321611477
MUS_MK_fo..pc,Mauritius,Milk,Per-capita food consumption [kg/p/year],MUS,MK,FO..PC,11.9261516,12.29839949,14.03192925,11.49246752,13.43457272,12.08809148,14.20338015,13.26413467,13.90589941,13.69435083,13.81998195,13.85684634,13.9156777,13.97720048,14.04043918,14.11622271,14.19547401,14.28103915,14.36995854,14.46186999,14.55722306
MUS_OCG_fo..pc,Mauritius,Other Coarse Grains,Per-capita food consumption [kg/p/year],MUS,OCG,FO..PC,0.000432708,0.000431647,0.000430838,0.000430179,0.000429519,0.000428757,0.000427847,0.000426831,0.000425762,0.000424739,0.000424149,0.000423782,0.000423405,0.00042267,0.000422171,0.000421692,0.000421215,0.000420811,0.00042041,0.000420047,0.000419664
MUS_OOS_fo..pc,Mauritius,Other Oilseeds,Per-capita food consumption [kg/p/year],MUS,OOS,FO..PC,0.081418323,0.081218654,0.081066502,0.080942569,0.080818378,0.080674828,0.080503785,0.080312507,0.080111333,0.079918951,0.081201625,0.081717834,0.082661525,0.083504355,0.084322748,0.085195493,0.086086727,0.087014486,0.087942779,0.08889489,0.089866225
MUS_PK_fo..pc,Mauritius,Pork,Per-capita food consumption [kg/p/year],MUS,PK,FO..PC,2.20905409,2.500993289,3.154373357,3.077535772,2.860281317,2.419457184,2.420032217,2.553397459,2.601246656,2.594999946,2.656051688,2.690385216,2.718746967,2.745940439,2.771442399,2.798709231,2.826909547,2.856048676,2.883523467,2.915672706,2.946100829
MUS_PS_fo..pc,Mauritius,Pulses,Per-capita food consumption [kg/p/year],MUS,PS,FO..PC,10.32409058,9.493830635,10.15182279,10.06619953,10.37408689,10.68819128,11.00739979,11.33262056,11.66532644,12.00842718,12.07697212,12.12723746,12.15049579,12.189795,12.21205859,12.23824335,12.26492136,12.28777832,12.3109835,12.33130539,12.35200493
MUS_PT_fo..pc,Mauritius,Poultry,Per-capita food consumption [kg/p/year],MUS,PT,FO..PC,34.75798529,34.57706354,35.40843134,35.23241532,35.84124978,34.9558048,34.49306526,35.69089077,36.53461651,37.02240299,38.68652726,39.26776097,39.87232738,40.43656988,40.98464564,41.52615895,42.06483176,42.61470368,43.18227466,43.7527638,44.31881325
MUS_RI_fo..pc,Mauritius,Rice,Per-capita food consumption [kg/p/year],MUS,RI,FO..PC,49.37157363,48.25570949,47.82111709,46.49578837,45.98276058,46.24901344,45.66273727,45.08362149,45.27503235,45.40227384,45.92880071,46.26519116,46.64679957,46.99938167,47.34589714,47.72185714,48.11730885,48.54035818,48.9726546,49.43181655,49.88380238
MUS_RT_fo..pc,Mauritius,Roots tubers,Per-capita food consumption [kg/p/year],MUS,RT,FO..PC,4.437660168,4.537886378,5.0518017,4.222131806,4.342123387,4.464443179,4.588627245,4.715056352,4.844342973,4.977690911,5.03085062,5.028698889,5.059693306,5.068011556,5.092362044,5.107483363,5.128240729,5.146277243,5.166042558,5.184723204,5.204355023
MUS_SH_fo..pc,Mauritius,Sheep,Per-capita food consumption [kg/p/year],MUS,SH,FO..PC,3.863360594,3.7366221,3.570929997,3.743995295,3.615121965,4.231826891,3.844209767,4.428370872,4.199430146,4.047057839,4.044910901,4.024452353,4.019343178,4.011462583,4.00197738,3.99314644,3.983376702,3.976137188,3.969696842,3.962873479,3.957077943
MUS_SU_fo..pc,Mauritius,Sugar,Per-capita food consumption [kg/p/year],MUS,SU,FO..PC,28.84719503,22.38168374,29.52039008,23.89885928,20.68056569,24.61380045,27.73085633,27.66496752,27.59566954,28.31595479,28.72872765,29.24084488,29.78596631,30.28223385,30.78266252,31.31431849,31.8980415,32.47232625,33.02779382,33.60485267,34.19180106
MUS_VL_fo..pc,Mauritius,Vegetable oils,Per-capita food consumption [kg/p/year],MUS,VL,FO..PC,13.12742218,15.62144806,14.60412852,17.80411981,17.7244721,17.50900346,17.61165553,17.53790286,17.46882624,17.45418397,18.54782694,18.72882621,18.94921734,19.20919363,19.46500715,19.71732485,19.98967851,20.2734352,20.56585279,20.8675116,21.17978128
MUS_WT_fo..pc,Mauritius,Wheat,Per-capita food consumption [kg/p/year],MUS,WT,FO..PC,94.31430151,95.12215589,94.94395729,94.79880848,94.65335837,95.5174256,94.83952866,93.27046192,93.82527645,93.59996167,95.47602172,95.77734864,95.99079039,96.09675432,96.2089639,96.33377861,96.46595307,96.61518641,96.76549908,96.91322133,97.06674156
MWI_BT_fo..pc,Malawi,Butter,Per-capita food consumption [kg/p/year],MWI,BT,FO..PC,0.004747119,0.005101691,0.00310611,0.002051016,0.001991934,0.001934719,0.001879328,0.001825787,0.001774092,0.001724248,0.001707936,0.001686384,0.001657058,0.001639057,0.001619722,0.001601563,0.00158326,0.001565092,0.001547121,0.001529152,0.001511376
MWI_BV_fo..pc,Malawi,Beef and Veal,Per-capita food consumption [kg/p/year],MWI,BV,FO..PC,1.490357937,1.528947006,1.55591265,1.625436563,1.627580048,1.700567179,1.614502953,1.724917917,1.685721766,1.638360079,1.624244729,1.618587333,1.613103395,1.610054623,1.607227017,1.60589716,1.603099721,1.601013465,1.599130789,1.597915927,1.597284955
MWI_EG_fo..pc,Malawi,Eggs,Per-capita food consumption [kg/p/year],MWI,EG,FO..PC,1.089200028,1.092997807,1.080836658,1.131134871,1.150373891,1.047448831,1.029810947,1.02290436,1.029366604,1.033549403,1.024068732,1.017439204,1.013860371,1.010823372,1.0072961,1.003333691,0.999382971,0.995148814,0.991031988,0.986623358,0.98234345
MWI_FH_fo..pc,Malawi,Fish,Per-capita food consumption [kg/p/year],MWI,FH,FO..PC,6.935750709,5.635910278,8.159848419,7.236237872,7.427788208,8.681140681,9.274116828,11.62528357,12.31019176,12.08290209,11.86500731,11.73000014,11.64343381,11.56997405,11.46690369,11.3784587,11.28157945,11.2240138,11.14823663,11.04609589,10.99406786
MWI_MA_fo..pc,Malawi,Maize,Per-capita food consumption [kg/p/year],MWI,MA,FO..PC,146.1902256,143.8622301,144.4941278,145.46068,145.2399405,145.928661,144.7483269,144.5454858,144.9498227,144.9233435,145.1274655,145.2668973,145.5198029,145.7393173,145.924595,146.0966876,146.2345357,146.3638118,146.4844391,146.5852724,146.6833565
MWI_MK_fo..pc,Malawi,Milk,Per-capita food consumption [kg/p/year],MWI,MK,FO..PC,1.010628619,1.055817433,1.02949746,1.051738998,1.157833281,1.117371365,1.128375155,1.103501545,1.041968321,0.995734911,0.998542665,0.997347311,0.998705214,1.003373762,1.00657051,1.009988486,1.013239305,1.016661404,1.020156981,1.023670772,1.027286872
MWI_OCG_fo..pc,Malawi,Other Coarse Grains,Per-capita food consumption [kg/p/year],MWI,OCG,FO..PC,3.502803995,4.680262803,4.215013713,5.574201814,5.96932027,4.998368172,3.582295229,5.127850348,5.219920539,7.710804196,7.671225182,7.636018052,7.588304832,7.553013818,7.518240442,7.48255039,7.447689911,7.413671109,7.379359728,7.345020585,7.310176649
MWI_OOS_fo..pc,Malawi,Other Oilseeds,Per-capita food consumption [kg/p/year],MWI,OOS,FO..PC,4.544213882,4.411258432,7.336544887,5.535126235,6.47803905,6.546897039,6.235643015,6.057994378,3.615885419,3.514294256,3.501867245,3.481905154,3.467671211,3.452208336,3.435014412,3.417494118,3.399335647,3.380981472,3.361773784,3.342166807,3.32204306
MWI_PK_fo..pc,Malawi,Pork,Per-capita food consumption [kg/p/year],MWI,PK,FO..PC,1.681587704,2.265629965,3.3116103,4.306314122,4.816121667,5.798376938,7.210649467,8.059841353,7.724857666,7.386110058,7.52228663,7.613193369,7.696016062,7.770033632,7.828571074,7.888545081,7.946895233,8.003460762,8.050994905,8.107930745,8.154744232
MWI_PS_fo..pc,Malawi,Pulses,Per-capita food consumption [kg/p/year],MWI,PS,FO..PC,16.51186364,17.12429861,15.50222257,14.80990714,16.71812239,16.72506282,16.73360628,16.74458514,16.7585979,16.77638449,16.82091537,16.84011232,16.82259982,16.819243,16.77660054,16.73269164,16.68477548,16.62716032,16.56626421,16.49687821,16.42468651
MWI_PT_fo..pc,Malawi,Poultry,Per-capita food consumption [kg/p/year],MWI,PT,FO..PC,1.417311647,3.215557193,4.1586403,4.204613868,4.51717923,5.051666278,3.740022796,6.296340255,6.357100227,6.406701746,6.509409749,6.607604759,6.701828238,6.785896633,6.862229956,6.929889931,6.987808092,7.039035695,7.08469228,7.123911054,7.157769196
MWI_RI_fo..pc,Malawi,Rice,Per-capita food consumption [kg/p/year],MWI,RI,FO..PC,5.692903061,5.5203294,5.586525306,5.557627188,5.655686733,5.75790716,5.706391205,5.932348078,5.953635081,5.975634697,6.1516668,6.240308111,6.304661923,6.355261659,6.46323684,6.56802353,6.674025774,6.783679948,6.89503542,7.009040937,7.123483344
MWI_RT_fo..pc,Malawi,Roots tubers,Per-capita food consumption [kg/p/year],MWI,RT,FO..PC,44.57893962,47.89757416,48.53296966,48.68871737,48.70475687,48.7249764,48.74986576,48.78185043,48.82267375,48.87449091,48.56596385,48.56012109,48.85114456,48.8743066,48.98648424,49.10804517,49.2259699,49.40005557,49.58791522,49.81214768,50.09031559
MWI_SH_fo..pc,Malawi,Sheep,Per-capita food consumption [kg/p/year],MWI,SH,FO..PC,1.461044478,1.662172682,1.727786144,1.835707975,1.974756584,2.104860949,2.293929732,2.339010733,2.301102255,2.236450965,2.23480155,2.228099304,2.22642861,2.229357113,2.232019118,2.234737033,2.2364653,2.239756197,2.242407883,2.244728797,2.24721121
MWI_SU_fo..pc,Malawi,Sugar,Per-capita food consumption [kg/p/year],MWI,SU,FO..PC,13.91170406,13.75770188,10.62290297,9.591524557,9.022295504,8.47862875,8.291159735,8.269749541,8.348675321,8.215539088,8.333880006,8.48518121,8.643732845,8.791497843,8.935831037,9.088605427,9.257299958,9.421423602,9.577386874,9.737784575,9.898614722
MWI_VL_fo..pc,Malawi,Vegetable oils,Per-capita food consumption [kg/p/year],MWI,VL,FO..PC,2.608876594,2.725775918,3.712790741,2.985396355,3.778166051,3.554241409,3.421498354,3.409620791,2.864620669,2.773504172,3.09734403,3.112873288,3.129601828,3.150188111,3.165304033,3.176230602,3.18670138,3.195635253,3.202608915,3.207882839,3.21107125
MWI_WT_fo..pc,Malawi,Wheat,Per-capita food consumption [kg/p/year],MWI,WT,FO..PC,4.374008417,5.86461731,5.836753533,6.863907495,7.215488294,6.895453909,7.45098234,6.752459511,6.561011282,6.374645949,6.400727189,6.437678554,6.470842321,6.498431435,6.52887104,6.558683577,6.58758432,6.616262573,6.644253625,6.671248773,6.697761526
MYS_BT_fo..pc,Malaysia,Butter,Per-capita food consumption [kg/p/year],MYS,BT,FO..PC,0.245977835,0.34454184,0.387275412,0.3246403,0.413424399,0.440124079,0.378423685,0.369115314,0.377499141,0.425211268,0.432450157,0.438256948,0.443806895,0.449534494,0.455086158,0.46081556,0.466499227,0.47220291,0.477937545,0.483674189,0.489449106
MYS_BV_fo..pc,Malaysia,Beef and Veal,Per-capita food consumption [kg/p/year],MYS,BV,FO..PC,4.586780526,4.834757351,4.927543969,5.321623372,5.386764103,5.823438513,5.402503124,5.218546801,5.296959588,5.325308947,5.412388035,5.523504338,5.628426043,5.728042233,5.823083233,5.911171927,6.000050505,6.081613495,6.167263116,6.251833379,6.343777584
MYS_EG_fo..pc,Malaysia,Eggs,Per-capita food consumption [kg/p/year],MYS,EG,FO..PC,14.68868845,13.89951384,18.06088378,18.85398884,19.47682402,20.31687608,20.73830763,21.44471477,21.86409081,22.17687628,22.59014361,22.90826547,23.24735558,23.56839199,23.90264205,24.22079498,24.54537428,24.85624328,25.18527847,25.51660974,25.84892757
MYS_FH_fo..pc,Malaysia,Fish,Per-capita food consumption [kg/p/year],MYS,FH,FO..PC,61.16959332,56.28070836,60.60276801,59.91561023,56.92375835,57.17085374,57.31963255,56.83564749,55.88469031,55.24718285,55.97086466,55.22932649,55.36735003,55.33574813,55.24799014,55.12463586,54.79398951,54.7343219,54.62547262,54.4865345,54.2540646
MYS_MA_fo..pc,Malaysia,Maize,Per-capita food consumption [kg/p/year],MYS,MA,FO..PC,1.671866701,1.641340611,1.611219292,1.582133358,1.554848903,1.692534545,1.763540306,1.915016919,1.966141358,1.971994286,1.974849638,1.975460064,1.976750518,1.978085749,1.979554589,1.980851331,1.982155206,1.983418821,1.984757203,1.986050864,1.987440386
MYS_MK_fo..pc,Malaysia,Milk,Per-capita food consumption [kg/p/year],MYS,MK,FO..PC,3.633605922,3.937196873,3.962175416,3.259863929,4.250881476,4.485774431,3.944978744,4.063670267,4.796570371,4.74242441,4.765569246,4.834072093,4.903889805,4.970349094,5.042659791,5.114226485,5.188139296,5.260909836,5.337042628,5.41472413,5.494365004
MYS_OCG_fo..pc,Malaysia,Other Coarse Grains,Per-capita food consumption [kg/p/year],MYS,OCG,FO..PC,1.91908E-05,1.88405E-05,1.84948E-05,1.81609E-05,1.78642E-05,1.75763E-05,0.016046612,0.015824872,0.015618338,0.015420069,0.015579851,0.015727725,0.015882954,0.016036946,0.01619553,0.016355533,0.016517633,0.016681288,0.016846859,0.017014064,0.017182966
MYS_OOS_fo..pc,Malaysia,Other Oilseeds,Per-capita food consumption [kg/p/year],MYS,OOS,FO..PC,0.079680456,0.046935357,0.046074016,0.045242282,0.044462062,0.043745508,0.043094512,0.042499013,0.041944349,0.04141188,0.042788521,0.044210552,0.045674888,0.047178634,0.048715842,0.050281719,0.051875782,0.053499398,0.055151385,0.056830428,0.058535567
MYS_PK_fo..pc,Malaysia,Pork,Per-capita food consumption [kg/p/year],MYS,PK,FO..PC,7.009774251,6.345855839,6.172327429,6.06004204,6.064731156,6.311930022,5.633914883,5.521709591,5.569335705,5.45009921,5.398265033,5.37376093,5.329680139,5.287257246,5.251464229,5.217736189,5.185716027,5.156612299,5.127791175,5.103358323,5.079749219
MYS_PS_fo..pc,Malaysia,Pulses,Per-capita food consumption [kg/p/year],MYS,PS,FO..PC,3.038848947,3.213884606,3.028680895,3.069809991,3.171505589,3.214005156,3.261161425,3.31258017,3.367427343,3.42441939,3.458367213,3.492526442,3.525647094,3.560751863,3.595353319,3.630595478,3.666893642,3.703244699,3.740603785,3.778352304,3.816699971
MYS_PT_fo..pc,Malaysia,Poultry,Per-capita food consumption [kg/p/year],MYS,PT,FO..PC,41.00051396,41.67391401,42.84315745,44.60144689,47.35659215,48.33291808,51.3222454,49.62457992,49.90462805,49.85612287,50.4759975,50.86177562,51.25257161,51.63938935,52.04194744,52.45113857,52.90093924,53.35883075,53.84736621,54.36136563,54.90850977
MYS_RI_fo..pc,Malaysia,Rice,Per-capita food consumption [kg/p/year],MYS,RI,FO..PC,81.4486147,81.67096112,81.89421089,80.89209873,81.05682066,81.01303908,80.95719997,78.50558438,79.54400618,81.20044516,81.20249952,81.19727592,81.19414341,81.1940525,81.19183799,81.19272381,81.19145755,81.19001292,81.19054599,81.19126172,81.19262841
