ARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OUTPUT,0",countries,products,elements,,,,2010A,2011A,2012A,2013A,2014A,2015A,2016A,2017A,2018A,2019A,2020A,2021A,2022A,2023A,2024A,2025A,2026A,2027A,2028A,2029A,2030A
SYC_PS_fo..pc,Seychelles,Pulses,Per-capita food consumption [kg/p/year],SYC,PS,FO..PC,0.000984629,0.000980029,0.00097524,0.000970194,0.000965106,0.000960082,0.00095513,0.000949998,0.000945031,0.000940419,0.000945346,0.000949365,0.000951083,0.00095383,0.000955,0.000956422,0.000957872,0.000959006,0.000960119,0.000961051,0.000961715
SYC_PT_fo..pc,Seychelles,Poultry,Per-capita food consumption [kg/p/year],SYC,PT,FO..PC,41.51195285,41.12202469,44.98780772,48.63580046,29.69631399,40.37144642,44.61412894,48.07942012,7.446841975,36.4130308,38.02881157,38.61355805,39.19209716,39.70253398,40.16215372,40.61091547,41.05592966,41.51379073,41.97853001,42.46633933,42.88302102
SYC_RI_fo..pc,Seychelles,Rice,Per-capita food consumption [kg/p/year],SYC,RI,FO..PC,67.71073883,70.3802516,72.60442904,71.80617737,72.15240267,71.98907889,71.72072237,69.9409949,71.96933854,72.72575021,73.52568386,74.0645007,74.66234122,75.19885244,75.70483745,76.2542259,76.83299386,77.45325893,78.0840438,78.75619763,79.40361112
SYC_RT_fo..pc,Seychelles,Roots tubers,Per-capita food consumption [kg/p/year],SYC,RT,FO..PC,0.524478974,0.619215108,0.690794793,0.604753952,0.60978619,0.633814107,0.638663688,0.645998927,0.638547192,0.631403122,0.637714598,0.637472194,0.641252826,0.642047894,0.644694171,0.646151452,0.648304781,0.650090994,0.652062615,0.653868559,0.655731562
SYC_SH_fo..pc,Seychelles,Sheep,Per-capita food consumption [kg/p/year],SYC,SH,FO..PC,5.710847404,3.763312078,3.432843771,3.250148245,2.354858828,2.8898467,3.734558856,3.932993465,3.950228357,3.949760572,3.945563974,3.923299807,3.917314483,3.904946638,3.887938729,3.87164101,3.854146703,3.839391443,3.824374994,3.810734484,3.795036838
SYC_SU_fo..pc,Seychelles,Sugar,Per-capita food consumption [kg/p/year],SYC,SU,FO..PC,0.000984629,0.000980029,0.00097524,0.000970194,0.000965106,0.000960082,0.00095513,0.000949998,0.000945031,0.000940419,0.000952324,0.000969369,0.000987019,0.001002484,0.001017252,0.001032869,0.001050104,0.001066948,0.001083038,0.001099789,0.001116374
SYC_VL_fo..pc,Seychelles,Vegetable oils,Per-capita food consumption [kg/p/year],SYC,VL,FO..PC,29.37519081,29.23796514,29.09507692,28.9445297,28.79275252,28.64286417,28.49513277,28.3420342,28.19382856,28.05624942,29.71463639,29.99771822,30.33340657,30.71995085,31.07448521,31.4158119,31.78490461,32.1710516,32.56773378,32.97820467,33.39342666
SYC_WT_fo..pc,Seychelles,Wheat,Per-capita food consumption [kg/p/year],SYC,WT,FO..PC,21.88064139,25.04519033,21.67199351,21.55985569,21.44680171,21.33515467,21.22511427,21.11107603,21.00068239,20.89820408,21.30437015,21.37286516,21.41772587,21.43508265,21.44706882,21.46065769,21.47560792,21.49372444,21.51117485,21.52772279,21.54219522
SYR_BT_fo..pc,Syrian Arab Republic,Butter,Per-capita food consumption [kg/p/year],SYR,BT,FO..PC,1.202540541,1.21932561,1.047319571,1.059510879,1.037020613,1.027767643,1.037624764,1.03927805,1.032061177,1.017547545,1.018835703,0.999356679,0.977877046,0.956376518,0.937016214,0.920225576,0.905623829,0.892746004,0.881161619,0.870308907,0.859867487
SYR_BV_fo..pc,Syrian Arab Republic,Beef and Veal,Per-capita food consumption [kg/p/year],SYR,BV,FO..PC,2.581118441,3.2314621,2.809501962,2.681176382,2.558197686,2.514285262,2.835063232,2.862089771,2.859813947,2.826611523,2.819481047,2.791529014,2.770622441,2.749086446,2.732741221,2.720796746,2.712777471,2.706562795,2.700156771,2.694860743,2.692095538
SYR_EG_fo..pc,Syrian Arab Republic,Eggs,Per-capita food consumption [kg/p/year],SYR,EG,FO..PC,6.60363701,7.002032434,6.138229483,5.290653541,4.962979957,5.195915188,5.650631555,5.41500926,5.248382348,5.0318252,4.936869498,4.825329119,4.704642793,4.579826308,4.471093275,4.373203632,4.288221551,4.212002966,4.144070423,4.080567761,4.019031159
SYR_FH_fo..pc,Syrian Arab Republic,Fish,Per-capita food consumption [kg/p/year],SYR,FH,FO..PC,3.243318722,3.516564269,2.6487519,2.546049076,2.684828612,1.640131078,1.517000142,1.507316941,1.784571611,1.782746314,1.815196179,1.777343095,1.766248701,1.756825272,1.746621499,1.74326505,1.738226146,1.742397251,1.747195693,1.752196147,1.757399876
SYR_MA_fo..pc,Syrian Arab Republic,Maize,Per-capita food consumption [kg/p/year],SYR,MA,FO..PC,16.65173245,16.77531303,17.13947024,17.41620227,17.44510924,17.61410413,17.63385836,17.51517932,17.50125192,17.29806249,17.11072521,16.77553111,16.40522628,16.01891129,15.67149535,15.36860773,15.11418729,14.89810648,14.71163677,14.54198253,14.38136622
SYR_MK_fo..pc,Syrian Arab Republic,Milk,Per-capita food consumption [kg/p/year],SYR,MK,FO..PC,9.218913055,11.15835501,10.7966699,10.40260233,10.77999705,10.36553121,10.93569408,10.97348249,10.89653758,10.74300572,10.68242847,10.54412206,10.38851136,10.22468125,10.08891981,9.97669197,9.890027629,9.822025543,9.769373312,9.7248221,9.683692252
SYR_OCG_fo..pc,Syrian Arab Republic,Other Coarse Grains,Per-capita food consumption [kg/p/year],SYR,OCG,FO..PC,13.9113459,14.05293231,14.37268327,14.81135782,15.28401275,15.66589187,15.9247452,16.09208578,16.07928997,15.89260951,15.67182291,15.33209631,14.97103708,14.5967832,14.26064458,13.96363197,13.70792601,13.48505306,13.28710667,13.10403472,12.92866231
SYR_OOS_fo..pc,Syrian Arab Republic,Other Oilseeds,Per-capita food consumption [kg/p/year],SYR,OOS,FO..PC,0.680562205,0.685612987,0.700496221,0.722122391,0.744912622,0.763524656,0.776140657,0.78296267,0.782340088,0.773257124,0.765621294,0.751744758,0.736663927,0.720960298,0.705423965,0.691787611,0.680117042,0.670070457,0.661105203,0.652761566,0.644713523
SYR_PK_fo..pc,Syrian Arab Republic,Pork,Per-capita food consumption [kg/p/year],SYR,PK,FO..PC,0.00034255,7.67E-05,3.53E-06,3.63E-06,3.75E-06,3.84E-06,3.91E-06,3.94E-06,3.94E-06,3.89E-06,3.79E-06,3.69E-06,3.59E-06,3.48E-06,3.39E-06,3.30E-06,3.22E-06,3.15E-06,3.08E-06,3.02E-06,2.95E-06
SYR_PS_fo..pc,Syrian Arab Republic,Pulses,Per-capita food consumption [kg/p/year],SYR,PS,FO..PC,7.301791817,9.370047604,10.11531868,9.943757972,6.628402045,9.42432233,10.41152915,10.51588378,10.66505303,10.6992683,10.75080168,10.78142988,10.8023591,10.82310494,10.8511218,10.88871287,10.93754597,10.99319355,11.05558785,11.1209342,11.18808165
SYR_PT_fo..pc,Syrian Arab Republic,Poultry,Per-capita food consumption [kg/p/year],SYR,PT,FO..PC,8.719950885,8.158280471,6.591502362,6.177784404,6.012813612,5.956865836,6.419484057,6.954139223,6.81561098,6.556619766,6.523912321,6.460999926,6.401390579,6.342611388,6.295834032,6.262177836,6.24150808,6.230881669,6.228812545,6.231822964,6.237555463
SYR_RI_fo..pc,Syrian Arab Republic,Rice,Per-capita food consumption [kg/p/year],SYR,RI,FO..PC,12.4899602,13.24831784,12.81381564,11.26915116,11.31354911,11.21965057,12.15379777,10.95793406,10.96015902,11.09778822,11.10605887,11.10402232,11.11856322,11.13990822,11.16545975,11.19349584,11.22193801,11.25058557,11.27960515,11.30918709,11.33946871
SYR_RT_fo..pc,Syrian Arab Republic,Roots tubers,Per-capita food consumption [kg/p/year],SYR,RT,FO..PC,8.167246581,8.742113128,8.717766031,5.686167418,7.165555445,8.293297485,8.612382122,8.56194894,8.539028632,8.423995441,8.324899528,8.204981337,8.078687723,7.950518082,7.829655625,7.720207086,7.621776093,7.533218585,7.450550484,7.372248282,7.294731936
SYR_SH_fo..pc,Syrian Arab Republic,Sheep,Per-capita food consumption [kg/p/year],SYR,SH,FO..PC,7.120499649,8.047678435,8.198136714,8.07222802,8.205601353,8.280582504,8.458375871,8.215281395,8.026281958,7.933096872,7.875657191,7.702181928,7.554916618,7.404555325,7.269580254,7.155079843,7.060631757,6.984952874,6.921828602,6.865819323,6.814454787
SYR_SU_fo..pc,Syrian Arab Republic,Sugar,Per-capita food consumption [kg/p/year],SYR,SU,FO..PC,41.86721303,39.30216196,35.50318835,31.55109108,31.24497177,30.9581224,30.60152652,31.2536481,32.26793323,31.89330271,31.80121587,31.44964969,31.16225223,30.85873507,30.62830437,30.45634505,30.35109944,30.27648458,30.21956199,30.18036085,30.1450466
SYR_VL_fo..pc,Syrian Arab Republic,Vegetable oils,Per-capita food consumption [kg/p/year],SYR,VL,FO..PC,14.77719697,15.69112456,17.16408255,18.66338919,21.56741208,21.79308779,20.95785702,21.88207303,20.67182254,21.65555263,21.57699832,21.25918302,20.94977039,20.63555781,20.36283668,20.12907072,19.9491353,19.80767511,19.69419125,19.59524524,19.49957364
SYR_WT_fo..pc,Syrian Arab Republic,Wheat,Per-capita food consumption [kg/p/year],SYR,WT,FO..PC,185.5478759,185.4870326,184.6165794,184.2583719,184.866083,184.1474522,184.4772875,184.4567322,184.8569734,184.8730428,183.6345478,181.7463151,179.8527933,177.9159906,176.2042214,174.6445869,173.2666428,172.0230276,170.8830891,169.7947353,168.7383603
TCD_BT_fo..pc,Chad,Butter,Per-capita food consumption [kg/p/year],TCD,BT,FO..PC,0.042230291,0.042152713,0.040692209,0.039288576,0.040090089,0.038831034,0.037640435,0.036510081,0.035432391,0.034399149,0.03411117,0.03360087,0.032944931,0.032340958,0.031676872,0.031036183,0.030396158,0.02976252,0.029134247,0.028507264,0.027885438
TCD_BV_fo..pc,Chad,Beef and Veal,Per-capita food consumption [kg/p/year],TCD,BV,FO..PC,5.583593109,5.537214619,5.418510017,5.246593349,6.204670897,19.03270311,19.14301176,19.63402114,19.06473001,18.53534276,18.42670441,18.32009803,18.2161848,18.04047106,17.86167564,17.68993225,17.49798894,17.31285075,17.12618743,16.94964852,16.76826769
TCD_EG_fo..pc,Chad,Eggs,Per-capita food consumption [kg/p/year],TCD,EG,FO..PC,0.609226621,0.589812485,0.571028969,0.552933404,0.493231537,0.4028006,0.326413145,0.314597439,0.306450388,0.299703691,0.297385411,0.294848522,0.293124865,0.289993548,0.286382579,0.282662497,0.27892729,0.275107105,0.271285193,0.267428064,0.263426959
TCD_FH_fo..pc,Chad,Fish,Per-capita food consumption [kg/p/year],TCD,FH,FO..PC,7.722478098,7.79550172,7.972201946,9.243485458,8.991442395,7.195747736,7.655570057,7.238043464,7.040889835,6.838803704,6.774689797,6.720344083,6.682681651,6.615727021,6.521681309,6.436707449,6.346556104,6.276589498,6.192817318,6.093509068,6.023354033
TCD_MA_fo..pc,Chad,Maize,Per-capita food consumption [kg/p/year],TCD,MA,FO..PC,15.56295566,15.86829947,16.13520862,16.37023986,16.58137884,17.13133866,17.64395377,18.1208125,18.23725993,17.70544432,17.73619483,17.74102638,17.7585617,17.73804351,17.70595799,17.67066548,17.62964911,17.58563704,17.53815086,17.48614874,17.43021762
TCD_MK_fo..pc,Chad,Milk,Per-capita food consumption [kg/p/year],TCD,MK,FO..PC,2.076992553,1.950414899,1.873671607,1.814703171,2.529412977,3.985563103,3.88763439,4.430461626,4.427293845,4.247602742,4.263276367,4.248233199,4.244363795,4.231528117,4.207018068,4.182572946,4.156659094,4.130796647,4.10427661,4.077041096,4.048720949
TCD_OCG_fo..pc,Chad,Other Coarse Grains,Per-capita food consumption [kg/p/year],TCD,OCG,FO..PC,92.87301219,91.95478301,93.11198124,91.74950443,92.11879122,91.08163648,90.77989063,91.2752218,91.18631725,88.52723867,88.100567,87.63108138,87.01843413,86.38852718,85.72941725,85.0589999,84.3934362,83.72997869,83.05429134,82.37014474,81.66919831
TCD_OOS_fo..pc,Chad,Other Oilseeds,Per-capita food consumption [kg/p/year],TCD,OOS,FO..PC,16.88739448,16.3357122,15.80021587,15.34995514,14.85691544,15.98924942,15.18902248,14.7328917,14.29801179,13.88106835,13.82960466,13.74248741,13.67496028,13.57976339,13.47041364,13.3596209,13.24508505,13.12929761,13.00900791,12.88611284,12.76006639
TCD_PK_fo..pc,Chad,Pork,Per-capita food consumption [kg/p/year],TCD,PK,FO..PC,0.053570217,0.053382587,0.054151334,0.05317663,0.170323923,0.134937844,0.158477301,0.142979922,0.164812723,0.16000663,0.163499188,0.165048277,0.166512037,0.166872708,0.166652372,0.166435619,0.166137319,0.16576812,0.165131164,0.164707302,0.163955331
TCD_PS_fo..pc,Chad,Pulses,Per-capita food consumption [kg/p/year],TCD,PS,FO..PC,8.692205172,8.457152611,8.427222692,8.553183835,8.53986,8.532712329,8.531979127,8.536644194,8.545666647,8.557677298,8.58454931,8.588604174,8.573613258,8.550206478,8.503585772,8.455607599,8.405060416,8.34890777,8.290229956,8.226797776,8.160107079
TCD_PT_fo..pc,Chad,Poultry,Per-capita food consumption [kg/p/year],TCD,PT,FO..PC,0.476453578,0.464916762,0.451801583,0.439255413,0.439074912,0.415135164,0.406516695,0.41236929,0.383256017,0.372079912,0.379007412,0.384087802,0.388833037,0.390795514,0.391709274,0.392062535,0.391760305,0.391006615,0.389769823,0.388205229,0.385941637
TCD_RI_fo..pc,Chad,Rice,Per-capita food consumption [kg/p/year],TCD,RI,FO..PC,10.96153648,11.74250092,11.78456606,12.79673071,13.28783798,13.11957174,13.39038399,13.46081066,13.59701711,13.91521456,14.33039398,14.52607728,14.66488191,14.74406012,14.94873725,15.14324468,15.33760742,15.53712646,15.73691112,15.93914414,16.13731754
TCD_RT_fo..pc,Chad,Roots tubers,Per-capita food consumption [kg/p/year],TCD,RT,FO..PC,14.27266045,13.5172685,13.69879212,13.68878198,13.64659784,13.61458394,13.59308683,13.58045459,13.57500526,13.57454534,13.4919659,13.48032712,13.55013894,13.52058717,13.50984246,13.50044402,13.48883151,13.49103956,13.49574152,13.50968319,13.53740038
TCD_SH_fo..pc,Chad,Sheep,Per-capita food consumption [kg/p/year],TCD,SH,FO..PC,3.814278535,3.863320602,3.844634544,3.441679229,2.323847081,13.94062683,15.34201977,15.96298614,15.53423748,15.13815489,15.1550511,15.07350832,15.03387961,14.93920957,14.82426621,14.70742725,14.58307444,14.46125898,14.34432378,14.21735002,14.08498278
TCD_SU_fo..pc,Chad,Sugar,Per-capita food consumption [kg/p/year],TCD,SU,FO..PC,8.748904805,8.625844841,8.343083482,8.299330907,8.401231945,8.56566933,8.718188922,8.926178007,8.727831539,8.85272216,8.989423698,9.132512809,9.282785056,9.369888944,9.439493474,9.514080544,9.600882663,9.678579855,9.743191278,9.808267243,9.866581317
TCD_VL_fo..pc,Chad,Vegetable oils,Per-capita food consumption [kg/p/year],TCD,VL,FO..PC,4.996943626,4.824053154,4.639935574,4.503869394,4.367820004,4.618971349,4.401836676,4.270923034,4.143778101,4.02323863,4.4900675,4.500905701,4.514516202,4.509849908,4.491469043,4.465764142,4.438264037,4.408003706,4.374263303,4.337631455,4.296785433
TCD_WT_fo..pc,Chad,Wheat,Per-capita food consumption [kg/p/year],TCD,WT,FO..PC,6.561678604,6.510071578,6.454083448,6.319673993,6.26407645,6.281490842,6.227277801,6.308727313,6.122508692,5.943970593,5.97044933,6.000827579,6.027540595,6.038007866,6.047976428,6.056568651,6.063597631,6.069576216,6.07402437,6.076657962,6.077492772
TGO_BT_fo..pc,Togo,Butter,Per-capita food consumption [kg/p/year],TGO,BT,FO..PC,0.011926207,0.010995859,0.007483558,0.005994964,0.005963704,0.005932476,0.004864341,0.004744993,0.004630252,0.0045197,0.004487478,0.004435734,0.004357816,0.004303223,0.00424465,0.004188755,0.004132492,0.004076649,0.00402109,0.003965258,0.003909685
TGO_BV_fo..pc,Togo,Beef and Veal,Per-capita food consumption [kg/p/year],TGO,BV,FO..PC,1.007757685,1.002428071,1.1434537,1.131457981,1.241209774,1.348883296,1.167192143,1.045732259,1.047951167,1.022930297,1.018208839,1.015842229,1.012094759,1.008259606,1.005322331,1.002827625,0.99922872,0.996060339,0.992851329,0.990284831,0.987497552
TGO_EG_fo..pc,Togo,Eggs,Per-capita food consumption [kg/p/year],TGO,EG,FO..PC,0.953413136,0.928243453,0.87200193,0.836617804,0.83591324,0.85507976,0.900122272,0.942586378,0.946155504,0.950076527,0.943908572,0.939114402,0.935486424,0.930966186,0.925871688,0.920427079,0.914932078,0.909159218,0.903380467,0.897485597,0.8911055
TGO_FH_fo..pc,Togo,Fish,Per-capita food consumption [kg/p/year],TGO,FH,FO..PC,11.26806351,12.66965312,11.83386916,11.22666298,10.42245375,12.71530772,11.87003379,12.41397659,10.16168478,10.81929423,10.73129123,10.68226512,10.64358415,10.59925755,10.52243077,10.46013436,10.38934737,10.35175921,10.29165386,10.20564047,10.16856321
TGO_MA_fo..pc,Togo,Maize,Per-capita food consumption [kg/p/year],TGO,MA,FO..PC,55.98564955,56.92138573,57.5845237,58.22845574,58.79167174,59.32476212,59.81825224,60.17163653,65.33660984,63.58118718,63.71834001,63.81044411,63.91716831,63.97207067,64.01121669,64.04285673,64.05793664,64.0665514,64.06711706,64.05600725,64.03552888
TGO_MK_fo..pc,Togo,Milk,Per-capita food consumption [kg/p/year],TGO,MK,FO..PC,1.683170492,1.631773715,1.59800365,1.593815088,1.661188727,1.945237481,1.921687748,1.261779567,1.222540546,1.193351182,1.199255269,1.199183855,1.200481049,1.20392846,1.205414645,1.207042601,1.208370552,1.209845277,1.211264828,1.212616502,1.213793001
TGO_OCG_fo..pc,Togo,Other Coarse Grains,Per-capita food consumption [kg/p/year],TGO,OCG,FO..PC,34.0905584,34.66843624,35.14846636,35.75211138,36.35404049,36.34993611,36.92958946,32.30445756,32.64956741,31.72344184,31.58379302,31.45232653,31.25378218,31.09011593,30.92773414,30.76235941,30.59986612,30.43937997,30.27575879,30.1104402,29.94043205
TGO_OOS_fo..pc,Togo,Other Oilseeds,Per-capita food consumption [kg/p/year],TGO,OOS,FO..PC,2.271052233,2.544853088,2.477999383,2.413448376,2.35136143,2.29179538,2.234677383,2.179848598,2.127136763,2.076349269,2.069519303,2.058894471,2.050177794,2.04001147,2.028491996,2.016822321,2.004655466,1.992372088,1.979480701,1.966270849,1.952660942
TGO_PK_fo..pc,Togo,Pork,Per-capita food consumption [kg/p/year],TGO,PK,FO..PC,1.280157044,1.268759084,1.011388333,0.928134039,1.088738761,1.149929616,1.029136876,0.938431303,0.888607928,0.867391535,0.887435046,0.898961817,0.908743186,0.916097273,0.92135376,0.92678325,0.931913816,0.936806415,0.940338794,0.945244296,0.948429715
TGO_PS_fo..pc,Togo,Pulses,Per-capita food consumption [kg/p/year],TGO,PS,FO..PC,11.14909019,10.452171,13.74097941,14.66033775,14.71169039,14.76917548,14.8331186,14.90325699,14.97916131,15.06016459,15.11379445,15.13866654,15.12257116,15.11169935,15.06575008,15.01808717,14.96656466,14.90578714,14.84123245,14.76891286,14.69149727
TGO_PT_fo..pc,Togo,Poultry,Per-capita food consumption [kg/p/year],TGO,PT,FO..PC,5.390767024,5.619001972,5.99568603,5.816115438,5.842910004,6.647946326,6.590761885,6.460794818,6.533423214,6.38842514,6.515519703,6.625843134,6.721080163,6.79494945,6.858973914,6.91460903,6.960002006,6.998634815,7.029815164,7.056234036,7.071012889
TGO_RI_fo..pc,Togo,Rice,Per-capita food consumption [kg/p/year],TGO,RI,FO..PC,27.88970238,29.36540085,33.10212086,34.26777987,33.38785955,34.80880418,33.79581378,34.88210814,34.70186154,35.22923032,36.29556637,36.83433391,37.21172072,37.48808279,38.10066942,38.6926233,39.28966623,39.90574173,40.52866674,41.16443315,41.79660254
TGO_RT_fo..pc,Togo,Roots tubers,Per-capita food consumption [kg/p/year],TGO,RT,FO..PC,51.43940665,51.65776341,52.80165521,52.35591507,52.45719513,52.57986289,52.72497444,52.89149092,53.07778936,53.28141587,52.97950532,52.99588128,53.30674297,53.29775384,53.38455158,53.48038253,53.57131027,53.72139971,53.88610511,54.09280753,54.36033532
TGO_SH_fo..pc,Togo,Sheep,Per-capita food consumption [kg/p/year],TGO,SH,FO..PC,1.489169808,1.514399251,1.187932278,1.378059254,1.533840132,1.507239962,1.459736264,1.414572079,1.349055203,1.316845176,1.319966627,1.317434908,1.316591881,1.316038113,1.315142126,1.314174938,1.312629666,1.311413103,1.310750285,1.30928574,1.307436189
TGO_SU_fo..pc,Togo,Sugar,Per-capita food consumption [kg/p/year],TGO,SU,FO..PC,11.22567554,11.52819188,11.95426185,12.63676327,13.14167341,13.88739328,14.46156038,15.13267926,15.51761096,16.00219113,16.26965123,16.58616412,16.89270686,17.15205408,17.40159356,17.66542711,17.95746925,18.23836485,18.50043571,18.76933645,19.0314434
TGO_VL_fo..pc,Togo,Vegetable oils,Per-capita food consumption [kg/p/year],TGO,VL,FO..PC,18.86078436,24.21223257,18.24023415,19.76906659,19.47570324,18.34885354,16.57236989,16.29015336,15.0578673,14.70200762,16.42848419,16.52546978,16.60849954,16.68944958,16.73890222,16.76298406,16.78206258,16.7924647,16.79128298,16.78060096,16.75509624
TGO_WT_fo..pc,Togo,Wheat,Per-capita food consumption [kg/p/year],TGO,WT,FO..PC,8.919026109,9.43215122,8.747016259,8.519159582,8.023334025,8.763885314,9.202808038,8.977013123,8.759936197,8.672938116,8.715229174,8.76984599,8.814905777,8.848021301,8.884122436,8.91891916,8.952151932,8.984613592,9.015622172,9.044785686,9.072154445
THA_BT_fo..pc,Thailand,Butter,Per-capita food consumption [kg/p/year],THA,BT,FO..PC,0.134922798,0.175299522,0.16670603,0.168146244,0.194513704,0.173862759,0.176479517,0.157102988,0.170388256,0.191902144,0.195393965,0.195111328,0.195052252,0.195044143,0.194905648,0.194745932,0.194514367,0.194182033,0.193808804,0.193349587,0.192795175
THA_BV_fo..pc,Thailand,Beef and Veal,Per-capita food consumption [kg/p/year],THA,BV,FO..PC,1.975428675,1.77032378,1.612835885,1.550562832,1.473916336,1.283208239,1.307670676,1.389079534,1.306293099,1.229183735,1.232101522,1.234911865,1.241674466,1.247668264,1.250854226,1.251197085,1.251659005,1.249887951,1.249791513,1.249600341,1.248509899
THA_EG_fo..pc,Thailand,Eggs,Per-capita food consumption [kg/p/year],THA,EG,FO..PC,11.75104926,11.94922141,12.70181027,12.7556663,13.02374345,12.4251236,12.12024541,12.24879395,12.68514131,13.10417435,13.22780722,13.36445702,13.52688328,13.67414125,13.83520682,13.97611874,14.11863671,14.23946387,14.37785971,14.5168007,14.64604914
THA_FH_fo..pc,Thailand,Fish,Per-capita food consumption [kg/p/year],THA,FH,FO..PC,24.67952222,26.78428169,26.19895877,26.6065428,24.26910863,24.74078783,27.78722708,29.09400952,31.80778561,30.64296932,31.13193058,31.2347582,31.98220174,32.66878472,33.28894423,33.92494491,34.43585242,35.19013276,35.887612,36.5327738,37.21028683
THA_MA_fo..pc,Thailand,Maize,Per-capita food consumption [kg/p/year],THA,MA,FO..PC,1.264324584,1.258284929,1.252426814,1.246714103,1.241428335,1.237127738,1.233349229,1.23027029,1.227734045,1.225561341,1.218080926,1.209722027,1.201783125,1.193525445,1.185612203,1.177315522,1.168935239,1.160348508,1.151822351,1.143235706,1.134742902
THA_MK_fo..pc,Thailand,Milk,Per-capita food consumption [kg/p/year],THA,MK,FO..PC,2.590637652,2.751991034,2.891785387,2.898515458,3.045129864,3.262896968,3.016364153,2.149525785,2.257637743,2.351169201,2.361493353,2.37755229,2.395479385,2.412185125,2.429785727,2.446504439,2.463044435,2.478678953,2.495109232,2.511568185,2.527555824
THA_OCG_fo..pc,Thailand,Other Coarse Grains,Per-capita food consumption [kg/p/year],THA,OCG,FO..PC,1.461059896,1.467413726,1.474556737,1.460742136,1.435710118,1.430835312,1.422372331,1.418705151,1.418633216,1.412581449,1.427472005,1.441208301,1.455653704,1.46939927,1.484007955,1.498396393,1.512897787,1.527375766,1.542053288,1.556839289,1.57184968
THA_OOS_fo..pc,Thailand,Other Oilseeds,Per-capita food consumption [kg/p/year],THA,OOS,FO..PC,0.866553129,0.789454985,0.785802995,0.808651651,0.805416526,0.835217058,0.780674636,0.73328247,0.906578844,0.762760523,0.750029495,0.737324112,0.724646619,0.712021242,0.699471316,0.687013984,0.674661205,0.66241639,0.650276155,0.638232575,0.62627979
THA_PK_fo..pc,Thailand,Pork,Per-capita food consumption [kg/p/year],THA,PK,FO..PC,10.4709257,10.18327036,10.89140168,11.05004636,10.79792517,10.63832093,10.40853046,10.22761021,10.15327833,10.11627304,10.10631018,10.18568641,10.23568556,10.26329296,10.29889532,10.31008896,10.32100208,10.30938564,10.31154945,10.31909735,10.31401277
THA_PS_fo..pc,Thailand,Pulses,Per-capita food consumption [kg/p/year],THA,PS,FO..PC,2.920435811,2.599950462,2.411546884,3.350906044,3.437625279,3.528334242,3.623317415,3.722610876,3.826216598,3.934009749,3.945035984,3.965974005,3.982897755,4.002349892,4.019792886,4.036921195,4.054843185,4.071185847,4.088849764,4.106365348,4.123899723
THA_PT_fo..pc,Thailand,Poultry,Per-capita food consumption [kg/p/year],THA,PT,FO..PC,8.453950381,8.355283434,9.923895003,12.94018742,14.04935737,10.68251852,9.084334343,8.080137226,8.476406677,8.002626751,8.067344299,8.14246406,8.222922865,8.301868017,8.382900644,8.463706455,8.541624524,8.620743722,8.702897658,8.78601201,8.86600644
THA_RI_fo..pc,Thailand,Rice,Per-capita food consumption [kg/p/year],THA,RI,FO..PC,99.72708831,99.43589803,99.29252885,99.05635808,99.10420149,99.00018127,99.03116241,98.25292725,98.21527137,100.6435269,99.71146244,98.80758186,97.89785895,96.9134278,95.9157914,94.92190903,93.92426983,92.92601254,91.94727919,90.98388893,90.01343387
THA_RT_fo..pc,Thailand,Roots tubers,Per-capita food consumption [kg/p/year],THA,RT,FO..PC,5.250013122,5.304192019,5.675545724,5.191780037,5.077909353,5.179942797,5.103867213,5.222449944,5.322334068,5.354792878,5.327351644,5.308185038,5.289637377,5.272881625,5.254561915,5.235103869,5.214368922,5.193469164,5.171366842,5.149357102,5.125998895
THA_SH_fo..pc,Thailand,Sheep,Per-capita food consumption [kg/p/year],THA,SH,FO..PC,0.030692407,0.035890645,0.039558412,0.043584774,0.043463026,0.044254386,0.048421867,0.044128181,0.047885922,0.042658548,0.043806258,0.044685716,0.045833107,0.0468795,0.047918578,0.048875873,0.049838801,0.050710706,0.051634126,0.052569612,0.053493905
THA_SU_fo..pc,Thailand,Sugar,Per-capita food consumption [kg/p/year],THA,SU,FO..PC,36.94456459,40.45601473,40.88793428,40.5030234,40.8817883,42.66097248,42.15585027,41.42675204,41.62862094,41.91546903,42.06948806,42.30212058,42.53103842,42.72379288,42.90850761,43.10119739,43.32633558,43.54188432,43.74031878,43.94313893,44.13767502
THA_VL_fo..pc,Thailand,Vegetable oils,Per-capita food consumption [kg/p/year],THA,VL,FO..PC,7.771558022,8.087753565,7.143207444,8.104562203,9.790806669,9.761933396,11.1025533,12.43257668,14.01638255,14.16850411,14.53104094,14.91493029,15.31451669,15.72420359,16.13040397,16.53037016,16.93665513,17.34754428,17.76344939,18.18453023,18.60784642
THA_WT_fo..pc,Thailand,Wheat,Per-capita food consumption [kg/p/year],THA,WT,FO..PC,13.88071577,14.5296028,15.37499408,15.57726779,15.67865296,15.94963472,16.19577077,16.59458898,16.25632128,16.80111989,16.97296709,17.14099303,17.30687057,17.46752039,17.63315689,17.79349495,17.95389943,18.11176666,18.27097004,18.42977794,18.59060409
