ARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OUTPUT,0",countries,products,elements,,,,2010A,2011A,2012A,2013A,2014A,2015A,2016A,2017A,2018A,2019A,2020A,2021A,2022A,2023A,2024A,2025A,2026A,2027A,2028A,2029A,2030A
BDI_BT_fo..pc,Burundi,Butter,Per-capita food consumption [kg/p/year],BDI,BT,FO..PC,0.019162923,0.024879726,0.018240911,0.0223954,0.031541308,0.030590426,0.029646192,0.028718056,0.027816287,0.026952399,0.026332573,0.025606877,0.024749852,0.024044481,0.023333318,0.022652626,0.021984912,0.02133375,0.020697472,0.020072326,0.019460395
BDI_BV_fo..pc,Burundi,Beef and Veal,Per-capita food consumption [kg/p/year],BDI,BV,FO..PC,0.625749287,0.770243156,0.908601237,0.541541617,0.759458093,1.383971662,1.312784698,0.936447944,0.954660326,0.909591644,0.890923599,0.874439966,0.857111914,0.840052654,0.824048041,0.808672201,0.792666097,0.777252614,0.762026894,0.747478944,0.73292324
BDI_EG_fo..pc,Burundi,Eggs,Per-capita food consumption [kg/p/year],BDI,EG,FO..PC,0.290865798,0.286669736,0.282734121,0.278900859,0.271624245,0.237183652,0.193840487,0.219067222,0.212188345,0.20559843,0.200999194,0.196735631,0.192803375,0.188768199,0.184696553,0.18063271,0.17663429,0.172654251,0.168739811,0.164864485,0.160957929
BDI_FH_fo..pc,Burundi,Fish,Per-capita food consumption [kg/p/year],BDI,FH,FO..PC,2.098385931,1.498270024,2.021374302,2.121330941,2.429663602,2.706296751,2.871969582,2.44997336,2.314745957,2.366024214,2.309273724,2.261449641,2.216787619,2.171847953,2.121207293,2.07445167,2.026905381,1.98660049,1.942634431,1.894518867,1.856102223
BDI_MA_fo..pc,Burundi,Maize,Per-capita food consumption [kg/p/year],BDI,MA,FO..PC,23.31488985,23.33165453,23.20887677,23.30163296,24.93987428,25.37436619,25.8796054,26.59310397,27.63797767,27.5830163,27.49443182,27.38434213,27.28088964,27.15553234,27.02357614,26.88833273,26.74588605,26.60031159,26.45066475,26.29515607,26.13451441
BDI_MK_fo..pc,Burundi,Milk,Per-capita food consumption [kg/p/year],BDI,MK,FO..PC,0.867715115,0.966626409,0.781099321,0.822498496,1.010479279,0.965859944,1.032335565,0.895780707,0.861447339,0.825795699,0.816618405,0.803328986,0.791180534,0.780618338,0.768931396,0.757482759,0.74598387,0.73470045,0.723484303,0.712305405,0.701085561
BDI_OCG_fo..pc,Burundi,Other Coarse Grains,Per-capita food consumption [kg/p/year],BDI,OCG,FO..PC,3.011357561,3.024751077,2.814181998,2.941959805,2.735031768,2.861710823,2.780790016,2.556400348,2.357105817,2.246064371,2.224197542,2.202886371,2.177069827,2.15386773,2.130902688,2.107859187,2.085126204,2.062623464,2.039976767,2.017259495,1.994253087
BDI_OOS_fo..pc,Burundi,Other Oilseeds,Per-capita food consumption [kg/p/year],BDI,OOS,FO..PC,0.449327112,0.435585315,0.422676158,0.410327403,0.398231178,0.38622562,0.374304004,0.362585634,0.351200169,0.340292976,0.337356615,0.333798273,0.330576502,0.327144765,0.323518775,0.31988971,0.316201001,0.312510978,0.308739456,0.304928966,0.301064623
BDI_PK_fo..pc,Burundi,Pork,Per-capita food consumption [kg/p/year],BDI,PK,FO..PC,0.337176196,0.330756611,0.440099533,0.44649137,0.598071732,0.702560117,0.686499387,0.652636232,0.631857662,0.612234116,0.616370865,0.614252465,0.610884984,0.6058675,0.599481162,0.593234402,0.586817494,0.580267606,0.572891472,0.5663499,0.55876545
BDI_PS_fo..pc,Burundi,Pulses,Per-capita food consumption [kg/p/year],BDI,PS,FO..PC,23.05227796,22.37217617,21.04982889,22.62381794,23.34163979,23.90129501,30.36301234,30.15867154,30.08801625,30.02818267,29.97367648,29.85962681,29.66558021,29.48271165,29.23234833,28.97970806,28.72052527,28.4443818,28.16161678,27.86445955,27.55787342
BDI_PT_fo..pc,Burundi,Poultry,Per-capita food consumption [kg/p/year],BDI,PT,FO..PC,0.701670963,0.685784778,0.608967449,0.599050922,0.606866904,0.580718058,0.64754125,0.586676748,0.527011657,0.510644303,0.512480002,0.512706881,0.511657909,0.508914272,0.505394619,0.501231221,0.496316828,0.490923856,0.485013966,0.478780081,0.471767865
BDI_RI_fo..pc,Burundi,Rice,Per-capita food consumption [kg/p/year],BDI,RI,FO..PC,5.983964954,5.974672784,5.816307613,4.709523559,5.218812752,3.939360547,6.171444012,3.566460401,3.52043644,3.427705931,3.512538973,3.545280837,3.562115792,3.56901539,3.607502347,3.643414904,3.679168359,3.716019992,3.752761843,3.789878659,3.825794984
BDI_RT_fo..pc,Burundi,Roots tubers,Per-capita food consumption [kg/p/year],BDI,RT,FO..PC,48.37688679,43.99324944,56.12700043,88.62669798,82.73451082,87.36260644,80.02496124,75.24475573,75.06847344,74.9191909,74.09559559,73.71516831,73.74411169,73.32988729,73.04769823,72.77661988,72.49707945,72.29477234,72.10782592,71.97134341,71.90842219
BDI_SH_fo..pc,Burundi,Sheep,Per-capita food consumption [kg/p/year],BDI,SH,FO..PC,0.476848811,0.313584071,0.575457822,0.403867194,0.443640634,1.311799826,1.096681061,1.169625672,1.099278273,1.065138086,1.050599833,1.031581819,1.014234327,0.997409231,0.980597242,0.963984792,0.947192755,0.930865295,0.915117404,0.898967625,0.882701254
BDI_SU_fo..pc,Burundi,Sugar,Per-capita food consumption [kg/p/year],BDI,SU,FO..PC,3.421950565,3.317296852,3.326283772,3.541598215,3.740475673,3.921849489,4.37091294,4.510207518,4.457738333,4.664838334,4.667008229,4.680652699,4.689994414,4.684972012,4.676198585,4.670109792,4.670111295,4.665725309,4.655054372,4.644558953,4.630745536
BDI_VL_fo..pc,Burundi,Vegetable oils,Per-capita food consumption [kg/p/year],BDI,VL,FO..PC,0.664718282,0.644389165,0.625291824,0.607023522,0.589128805,0.571368217,0.553731809,0.536396075,0.51955283,0.503417125,0.553543831,0.5477829,0.54162372,0.535460051,0.528354116,0.520533253,0.512650792,0.504593799,0.496273265,0.487749989,0.478872958
BDI_WT_fo..pc,Burundi,Wheat,Per-capita food consumption [kg/p/year],BDI,WT,FO..PC,4.623511474,3.846626853,4.130600648,4.564807606,4.612714162,4.902311861,4.750992326,4.786342672,4.636047867,4.492066544,4.489788862,4.493340412,4.491852502,4.484157749,4.47783497,4.470665899,4.462500717,4.45370647,4.443896368,4.432829009,4.42049272
BEN_BT_fo..pc,Benin,Butter,Per-capita food consumption [kg/p/year],BEN,BT,FO..PC,0.049351802,0.046084889,9.25E-06,9.00E-06,8.75E-06,0.054557736,0.053070658,0.051629911,0.05136834,0.049993244,0.049793003,0.049370992,0.048660904,0.048211979,0.047725639,0.047273589,0.046821787,0.046379177,0.045944173,0.045510286,0.045083468
BEN_BV_fo..pc,Benin,Beef and Veal,Per-capita food consumption [kg/p/year],BEN,BV,FO..PC,2.691032024,2.730952478,2.836431877,2.716820696,2.77442396,2.757056726,2.684611882,2.642610318,2.617608723,2.547537066,2.543757157,2.545689291,2.544516464,2.543350558,2.545000912,2.548195279,2.549022692,2.551397849,2.554133614,2.559004184,2.563801082
BEN_EG_fo..pc,Benin,Eggs,Per-capita food consumption [kg/p/year],BEN,EG,FO..PC,0.749593001,0.789024037,0.841945045,0.908389297,0.963897987,1.021376611,1.036017613,1.017088363,1.021790877,1.029157499,1.025693256,1.023638045,1.022987586,1.021448672,1.019488195,1.017289566,1.0151879,1.012934279,1.010831743,1.008758347,1.006297069
BEN_FH_fo..pc,Benin,Fish,Per-capita food consumption [kg/p/year],BEN,FH,FO..PC,13.84664722,13.60300219,13.21132041,13.76940048,20.09964434,19.00943334,20.15397216,17.59776584,16.97121671,16.34673732,16.26478958,16.24052886,16.23415432,16.22060258,16.16055874,16.1250609,16.0788411,16.08660438,16.06209701,15.99958863,16.01642462
BEN_MA_fo..pc,Benin,Maize,Per-capita food consumption [kg/p/year],BEN,MA,FO..PC,76.48768408,76.19861598,76.77949463,76.27304955,77.02169621,77.54006339,75.88092336,75.48525596,76.29504486,74.14252228,74.38082292,74.56661204,74.77474222,74.92645993,75.06724143,75.20550559,75.33100372,75.45594965,75.57880202,75.69559519,75.80935991
BEN_MK_fo..pc,Benin,Milk,Per-capita food consumption [kg/p/year],BEN,MK,FO..PC,1.627633306,1.717488688,1.634053824,1.624109081,1.866892916,1.687475487,1.80396088,1.492868578,1.465146952,1.43033212,1.441931318,1.446302243,1.452558231,1.461600527,1.468632822,1.476125117,1.483553048,1.491476876,1.49965946,1.508094295,1.516655979
BEN_OCG_fo..pc,Benin,Other Coarse Grains,Per-capita food consumption [kg/p/year],BEN,OCG,FO..PC,14.86122666,14.5474214,13.99918059,14.14374038,14.17365152,13.47398967,13.41963511,13.38201383,12.71151107,13.13384111,13.0898161,13.04902773,12.98113641,12.92825416,12.87701532,12.82541171,12.77594605,12.72830807,12.68038947,12.63282798,12.58440326
BEN_OOS_fo..pc,Benin,Other Oilseeds,Per-capita food consumption [kg/p/year],BEN,OOS,FO..PC,2.264530271,2.201927546,2.244798076,2.015103043,1.959809915,2.033292104,2.008774989,1.954241335,1.901499235,1.850597356,1.846455356,1.838906024,1.833165721,1.826207908,1.818195077,1.810170082,1.801828099,1.793516578,1.784797292,1.775934272,1.76685729
BEN_PK_fo..pc,Benin,Pork,Per-capita food consumption [kg/p/year],BEN,PK,FO..PC,0.534043026,0.583206386,0.678701953,0.579741947,0.640360113,0.619140472,0.584825773,0.556063981,0.53046953,0.506575606,0.519912171,0.528293177,0.535771836,0.541913624,0.546970178,0.552254442,0.557492677,0.562726045,0.567281169,0.572808637,0.577441609
BEN_PS_fo..pc,Benin,Pulses,Per-capita food consumption [kg/p/year],BEN,PS,FO..PC,12.3095787,10.80067024,10.16665348,9.896994678,9.336664706,8.808878049,8.31171164,7.843485623,7.402847442,6.988537765,7.020821184,7.039764671,7.04013374,7.04329672,7.030771897,7.017968822,7.003914072,6.986102153,6.967109942,6.945078295,6.921269536
BEN_PT_fo..pc,Benin,Poultry,Per-capita food consumption [kg/p/year],BEN,PT,FO..PC,8.982723706,15.60549558,17.77621061,17.80550446,18.40558981,16.8386541,11.7990145,10.4963698,10.77476183,11.07269848,11.32851651,11.55594528,11.76002808,11.92903411,12.08445191,12.2281073,12.35672417,12.47645096,12.58602213,12.69021675,12.7765948
BEN_RI_fo..pc,Benin,Rice,Per-capita food consumption [kg/p/year],BEN,RI,FO..PC,29.02538195,29.78796166,31.59207938,34.22188725,36.38979133,38.73693775,42.57212287,47.30530171,48.72576119,49.73904066,51.2986138,52.11478984,52.70753149,53.16105143,54.09816159,55.01265947,55.941573,56.90534433,57.88721624,58.8963538,59.90986436
BEN_RT_fo..pc,Benin,Roots tubers,Per-capita food consumption [kg/p/year],BEN,RT,FO..PC,74.42017109,77.93282418,69.97859929,72.93153692,73.09434716,73.26641236,73.44572687,73.63365296,73.83404412,74.05156312,73.70962037,73.80988219,74.32574924,74.40009016,74.61561507,74.85023942,75.08493805,75.41004698,75.76373312,76.18509546,76.70147322
BEN_SH_fo..pc,Benin,Sheep,Per-capita food consumption [kg/p/year],BEN,SH,FO..PC,0.802042879,0.796708376,0.789533719,0.775184952,0.767125595,0.758314702,1.017852909,0.900588496,0.784446793,0.763981496,0.768201922,0.76909848,0.771096826,0.773349798,0.775584203,0.777916981,0.780053989,0.782538492,0.785512327,0.788168294,0.790755923
BEN_SU_fo..pc,Benin,Sugar,Per-capita food consumption [kg/p/year],BEN,SU,FO..PC,5.870038145,5.919165003,6.064243887,7.796535577,8.554725819,9.266305163,9.933502694,10.46915001,11.92790271,12.71014668,12.96324317,13.25628189,13.54503009,13.7989688,14.04973952,14.31618161,14.61001171,14.899616,15.17881916,15.468793,15.75856494
BEN_VL_fo..pc,Benin,Vegetable oils,Per-capita food consumption [kg/p/year],BEN,VL,FO..PC,29.18793442,13.22620485,9.522994352,9.413829103,11.0270691,9.96620701,12.26859032,12.10951174,11.78095421,11.52080007,12.91420887,13.03060181,13.13850695,13.24669072,13.33340626,13.4026068,13.47056018,13.53438443,13.59173187,13.64425747,13.68758258
BEN_WT_fo..pc,Benin,Wheat,Per-capita food consumption [kg/p/year],BEN,WT,FO..PC,7.054916215,5.496362923,5.344757324,5.19768642,5.055065256,4.916814985,4.782797593,4.652955559,4.527379131,4.406184181,4.43233945,4.464802846,4.492755125,4.514905252,4.539066918,4.562982913,4.586547847,4.610194217,4.633596378,4.65657605,4.679182022
BFA_BT_fo..pc,Burkina Faso,Butter,Per-capita food consumption [kg/p/year],BFA,BT,FO..PC,0.068374571,0.06989222,0.070544005,0.065836014,0.069544048,0.06763986,0.062210288,0.060281192,0.05832424,0.05668856,0.056318382,0.055692571,0.054738447,0.054074087,0.053359783,0.05267948,0.051995035,0.051316448,0.050642054,0.049964864,0.049291611
BFA_BV_fo..pc,Burkina Faso,Beef and Veal,Per-capita food consumption [kg/p/year],BFA,BV,FO..PC,5.543716638,5.482422876,5.427621948,5.36417078,3.968622371,3.674815595,4.130902546,3.832253059,3.724043234,3.619603909,3.605071907,3.598216062,3.586526093,3.574348432,3.565386945,3.558049945,3.546859776,3.537269649,3.527612842,3.520323444,3.512339224
BFA_EG_fo..pc,Burkina Faso,Eggs,Per-capita food consumption [kg/p/year],BFA,EG,FO..PC,2.679806763,2.664748931,2.616664558,2.572987395,2.250712329,2.262559946,2.214902358,1.989288755,1.982896216,1.976814584,1.965166443,1.956013361,1.949317804,1.940665858,1.930831988,1.920292914,1.90967871,1.898518385,1.887381657,1.876040758,1.863725259
BFA_FH_fo..pc,Burkina Faso,Fish,Per-capita food consumption [kg/p/year],BFA,FH,FO..PC,5.306114234,6.675346975,6.869112655,6.873423868,6.530293367,6.887448906,7.252361339,8.365775396,8.975538388,9.008087951,8.940210179,8.903135981,8.87481679,8.841351191,8.780840661,8.732562318,8.677328866,8.649985126,8.604002813,8.536530279,8.510179058
BFA_MA_fo..pc,Burkina Faso,Maize,Per-capita food consumption [kg/p/year],BFA,MA,FO..PC,41.01192623,41.03991591,41.62699749,42.17253537,42.6476174,43.03551556,42.93582448,40.37849959,40.65989343,40.64648471,40.74240616,40.80717796,40.88164731,40.9224209,40.95336753,40.97984993,40.99612568,41.00869864,41.01658862,41.01751112,41.01297602
BFA_MK_fo..pc,Burkina Faso,Milk,Per-capita food consumption [kg/p/year],BFA,MK,FO..PC,2.086962495,2.144919919,2.166010428,2.230194646,2.400679124,2.567213359,2.694767771,2.603464634,2.560417488,2.48822208,2.502041847,2.502952531,2.506767137,2.514959892,2.519089913,2.523563368,2.52746476,2.531734842,2.535955714,2.540105648,2.543963759
BFA_OCG_fo..pc,Burkina Faso,Other Coarse Grains,Per-capita food consumption [kg/p/year],BFA,OCG,FO..PC,131.7231472,131.7381469,131.9970825,132.1942209,131.770349,131.4772697,122.6339749,116.680071,140.9707652,120.0375465,119.5333131,119.0529117,118.3193821,117.7160558,117.1181197,116.5096133,115.9129204,115.3248487,114.7259976,114.1219006,113.50129
BFA_OOS_fo..pc,Burkina Faso,Other Oilseeds,Per-capita food consumption [kg/p/year],BFA,OOS,FO..PC,3.47793602,3.645836893,3.558459268,3.453930646,3.257595607,3.34875282,3.207476631,2.906001539,2.83237091,2.752938185,2.744437808,2.730741391,2.719594019,2.706482418,2.691587647,2.676510787,2.660794315,2.644945822,2.628314424,2.611286188,2.59375418
BFA_PK_fo..pc,Burkina Faso,Pork,Per-capita food consumption [kg/p/year],BFA,PK,FO..PC,2.002356033,1.978820382,1.926424619,1.911962178,1.867260535,1.824785371,1.739871587,1.701794849,1.653694722,1.607317505,1.645451676,1.667530203,1.686418953,1.700738708,1.71119397,1.722008995,1.73231294,1.742223487,1.749655454,1.759697409,1.766595284
BFA_PS_fo..pc,Burkina Faso,Pulses,Per-capita food consumption [kg/p/year],BFA,PS,FO..PC,14.56365541,13.99237278,14.52331491,14.83588793,14.766182,14.70007984,14.63779578,14.57935513,14.52462164,14.47336585,14.52784492,14.55384954,14.54058771,14.53214348,14.49004582,14.44640385,14.39917001,14.3431658,14.28366926,14.21685162,14.14528836
BFA_PT_fo..pc,Burkina Faso,Poultry,Per-capita food consumption [kg/p/year],BFA,PT,FO..PC,2.1633727,2.152189154,2.117533095,2.015741759,1.927484657,2.323271811,2.223690648,2.148646771,2.087916664,1.957349678,1.997495147,2.032177912,2.062298358,2.085788888,2.106299347,2.124285976,2.139183684,2.152065348,2.162719526,2.171975988,2.17771808
BFA_RI_fo..pc,Burkina Faso,Rice,Per-capita food consumption [kg/p/year],BFA,RI,FO..PC,26.54063096,30.19123177,32.41246594,32.21302255,32.65385905,33.87326866,34.53182598,35.16295208,35.25092771,35.86830836,36.96146524,37.51552221,37.90565402,38.19245017,38.82214467,39.43131163,40.04622567,40.68116755,41.32378117,41.98024414,42.63385908
BFA_RT_fo..pc,Burkina Faso,Roots tubers,Per-capita food consumption [kg/p/year],BFA,RT,FO..PC,2.936646161,3.531982217,3.065858146,3.756577161,3.756348118,3.756956414,3.758469182,3.760905935,3.764244559,3.768438136,3.747843035,3.749541694,3.772109427,3.771994843,3.778682566,3.786042167,3.793092318,3.804374256,3.816738654,3.832130028,3.851888298
BFA_SH_fo..pc,Burkina Faso,Sheep,Per-capita food consumption [kg/p/year],BFA,SH,FO..PC,2.981695199,2.980561202,2.979232039,2.978488026,2.754660785,2.56563233,1.992879754,1.9389495,1.884146351,1.831306209,1.836755138,1.834008675,1.833644902,1.833598429,1.833096267,1.832526128,1.831186466,1.83034637,1.830323678,1.829229189,1.827646384
BFA_SU_fo..pc,Burkina Faso,Sugar,Per-capita food consumption [kg/p/year],BFA,SU,FO..PC,5.318734182,5.347625406,5.250067093,5.154420989,5.117714088,5.19032392,5.309326285,5.314331559,5.265382788,5.31455248,5.406641223,5.514157584,5.618550702,5.707065992,5.792454094,5.882773574,5.982689752,6.079119195,6.169513086,6.262440319,6.35337359
BFA_VL_fo..pc,Burkina Faso,Vegetable oils,Per-capita food consumption [kg/p/year],BFA,VL,FO..PC,8.12097525,10.87934406,11.99633623,12.30184254,13.32351919,11.30733734,11.60674298,11.01845632,11.02311505,10.65550967,11.9139875,11.98939771,12.0549606,12.11850674,12.15936486,12.18202989,12.20132582,12.21460821,12.21977337,12.21834907,12.20646556
BFA_WT_fo..pc,Burkina Faso,Wheat,Per-capita food consumption [kg/p/year],BFA,WT,FO..PC,4.806085105,4.924789909,5.853523081,5.97444251,5.800075966,6.791594065,7.508138181,7.815193469,7.594302098,7.381322889,7.418816505,7.46638462,7.505888906,7.535128552,7.566964016,7.597758622,7.627301454,7.656277064,7.684111447,7.71047827,7.735427414
BGD_BT_fo..pc,Bangladesh,Butter,Per-capita food consumption [kg/p/year],BGD,BT,FO..PC,0.187559428,0.193220545,0.193986855,0.19517514,0.172271582,0.172206178,0.16106204,0.164242975,0.163193047,0.162509789,0.16464111,0.169837129,0.174959102,0.180118921,0.18514414,0.1903357,0.195590995,0.200917371,0.206343182,0.211850795,0.217485238
BGD_BV_fo..pc,Bangladesh,Beef and Veal,Per-capita food consumption [kg/p/year],BGD,BV,FO..PC,0.894031523,0.894980053,0.886494689,0.879384144,0.878374285,0.864230337,0.854271035,0.836698301,0.824475086,0.816146417,0.828505767,0.841735104,0.855345246,0.868277136,0.881174255,0.894483961,0.908200311,0.922386454,0.936834313,0.9518486,0.96742762
BGD_EG_fo..pc,Bangladesh,Eggs,Per-capita food consumption [kg/p/year],BGD,EG,FO..PC,1.434408856,1.507355617,1.791476377,1.860004148,2.239259953,2.17805023,2.15808736,2.73496407,2.843147254,2.87249199,2.964369937,3.046808161,3.136470961,3.225896979,3.321403089,3.416580987,3.513833487,3.612410194,3.716087791,3.8210744,3.927082064
BGD_FH_fo..pc,Bangladesh,Fish,Per-capita food consumption [kg/p/year],BGD,FH,FO..PC,19.38939026,19.65552143,20.59753441,21.42367849,22.21675215,23.12366917,23.8194868,25.12625781,25.66532872,25.97840028,26.17917937,26.58633002,27.04104278,27.50372618,28.02501034,28.57209936,29.14128656,29.8265734,30.34371991,31.00743761,31.68686626
BGD_MA_fo..pc,Bangladesh,Maize,Per-capita food consumption [kg/p/year],BGD,MA,FO..PC,2.743302289,2.652731478,2.926383112,3.41793214,3.720077499,3.722051396,3.860048903,4.070875191,3.305921111,3.272525411,3.288007677,3.302681908,3.321911646,3.342049961,3.364925813,3.389474346,3.415624221,3.444122363,3.474859526,3.507767699,3.543395382
BGD_MK_fo..pc,Bangladesh,Milk,Per-capita food consumption [kg/p/year],BGD,MK,FO..PC,1.404824127,1.460595831,1.470541144,1.441959094,1.519016691,1.55243601,1.466271616,1.553780542,1.586472605,1.589858839,1.638759995,1.676182569,1.715301112,1.754855505,1.796151941,1.839398223,1.884516108,1.930490089,1.977792562,2.026114901,2.073886091
BGD_OCG_fo..pc,Bangladesh,Other Coarse Grains,Per-capita food consumption [kg/p/year],BGD,OCG,FO..PC,0.084583275,0.068846324,0.05563112,0.111557564,0.105111135,0.09867979,0.031483405,0.026642841,0.038350308,0.029752909,0.029835739,0.029973562,0.030154726,0.030271009,0.030443102,0.030591498,0.030735354,0.030877789,0.031007649,0.031122969,0.031224965
BGD_OOS_fo..pc,Bangladesh,Other Oilseeds,Per-capita food consumption [kg/p/year],BGD,OOS,FO..PC,0.265791894,0.205442175,0.277023169,0.246364666,0.248611587,0.246400624,0.231602566,0.240116961,0.232255985,0.229909785,0.233542831,0.236255953,0.239533566,0.24292498,0.246149039,0.249468992,0.252856395,0.256355453,0.259905806,0.26353546,0.267254558
BGD_PK_fo..pc,Bangladesh,Pork,Per-capita food consumption [kg/p/year],BGD,PK,FO..PC,0.0007887,0.000639327,0.000780853,0.000370626,4.52E-07,0.000560791,0.000554766,0.000548978,0.000543373,0.000537884,0.000554049,0.000565395,0.000576578,0.000588456,0.000600066,0.000612177,0.000623916,0.000635953,0.000648262,0.000661103,0.000673534
BGD_PS_fo..pc,Bangladesh,Pulses,Per-capita food consumption [kg/p/year],BGD,PS,FO..PC,6.368153789,3.850358002,4.435042042,6.528276535,6.646762648,6.769906397,6.898089045,7.030896804,7.167893939,7.308349981,7.439657921,7.552316125,7.649491056,7.76165175,7.864761421,7.974102453,8.087620571,8.202067345,8.319948881,8.439343504,8.562568762
BGD_PT_fo..pc,Bangladesh,Poultry,Per-capita food consumption [kg/p/year],BGD,PT,FO..PC,1.202647198,1.232039063,1.256550509,1.255003315,1.293884985,1.316164564,1.34199511,1.362906059,1.359135697,1.356116085,1.385633393,1.413094147,1.440455093,1.466950337,1.493649106,1.520599856,1.547018062,1.574796861,1.603000015,1.63152407,1.660618054
BGD_RI_fo..pc,Bangladesh,Rice,Per-capita food consumption [kg/p/year],BGD,RI,FO..PC,175.1858444,177.4782822,177.9335604,178.7206748,179.7409538,180.5697579,180.7343062,180.8009133,180.2846613,181.7330793,182.6719251,182.7243472,182.3343243,181.4525993,181.7215218,181.8914379,182.0941972,182.3872646,182.6716114,183.0165714,183.2744967
BGD_RT_fo..pc,Bangladesh,Roots tubers,Per-capita food consumption [kg/p/year],BGD,RT,FO..PC,9.293363634,9.615648885,9.309352672,9.653217497,9.830649912,10.01504247,10.20696351,10.40580512,10.61092636,10.82124924,10.68108477,10.90106667,11.13697136,11.36823811,11.61098803,11.85260979,12.09645985,12.34251483,12.58668259,12.83100125,13.0700664
BGD_SH_fo..pc,Bangladesh,Sheep,Per-capita food consumption [kg/p/year],BGD,SH,FO..PC,1.155224639,1.187954759,1.181384375,1.192768631,1.203831507,1.187770113,1.18107367,1.245671412,1.24581894,1.243944029,1.245536174,1.257847961,1.269698515,1.283431447,1.296478528,1.310208021,1.32414934,1.338330196,1.353389512,1.368558578,1.383609455
BGD_SU_fo..pc,Bangladesh,Sugar,Per-capita food consumption [kg/p/year],BGD,SU,FO..PC,9.937619788,10.53849488,11.17339624,11.61379031,12.03222368,12.46891374,12.94863313,13.26290955,13.73459953,14.22061042,14.8482454,15.52438356,16.24385657,16.96087678,17.70671639,18.50031762,19.35903815,20.2472694,21.15741883,22.11860374,23.12278533
BGD_VL_fo..pc,Bangladesh,Vegetable oils,Per-capita food consumption [kg/p/year],BGD,VL,FO..PC,5.450930096,6.75610146,7.053768599,6.787872201,8.158567342,8.407365172,9.430578494,10.12181694,10.23333092,10.36942571,10.83153272,11.08121037,11.34588485,11.62768287,11.8953064,12.15616982,12.42484946,12.69953685,12.97763787,13.26047011,13.54477929
BGD_WT_fo..pc,Bangladesh,Wheat,Per-capita food consumption [kg/p/year],BGD,WT,FO..PC,22.62707954,21.61031426,22.43448438,23.32912195,25.16855131,27.5060515,29.20613909,31.95486724,32.45212378,32.78475457,32.99551602,33.24190415,33.48089237,33.70893573,33.96246169,34.2350822,34.5287277,34.84693799,35.18814264,35.55208398,35.94267204
BHR_BT_fo..pc,Bahrain,Butter,Per-capita food consumption [kg/p/year],BHR,BT,FO..PC,3.604752004,3.640861073,4.830731948,2.664566414,5.934613863,5.57930693,4.128627312,2.793812639,3.419287678,3.434283992,3.446314121,3.410661755,3.383118919,3.364410515,3.351755649,3.340255247,3.328375833,3.316942213,3.306235528,3.296615345,3.288510911
BHR_BV_fo..pc,Bahrain,Beef and Veal,Per-capita food consumption [kg/p/year],BHR,BV,FO..PC,7.069601271,6.95416982,7.739092538,7.426728163,8.279126806,7.872770922,8.487402442,8.549133673,8.866408228,8.380874019,8.378409364,8.369547351,8.420774781,8.495915149,8.587474182,8.676072003,8.758714722,8.83425214,8.900386955,8.967530607,9.044819819
BHR_EG_fo..pc,Bahrain,Eggs,Per-capita food consumption [kg/p/year],BHR,EG,FO..PC,1.904321258,1.872532244,1.865111688,1.847445384,1.822250461,1.7683356,1.694428223,1.617898909,1.541072574,1.474361013,1.449770134,1.429689969,1.413046534,1.398704211,1.38846767,1.378103556,1.368228182,1.358612032,1.349901689,1.341875547,1.334399682
BHR_FH_fo..pc,Bahrain,Fish,Per-capita food consumption [kg/p/year],BHR,FH,FO..PC,11.96489861,10.42290928,12.55837022,11.87592436,16.3492693,15.61432343,16.23445338,18.55828875,14.03479167,16.74691428,17.08984124,16.88313755,17.00781891,17.20174094,17.38952828,17.61215643,17.78093328,18.01859497,18.24666598,18.47316562,18.70691211
BHR_MA_fo..pc,Bahrain,Maize,Per-capita food consumption [kg/p/year],BHR,MA,FO..PC,0.805891349,0.782307923,0.769102364,0.760218663,0.748280653,0.728940022,0.701670175,0.66997905,0.638164927,0.610539376,0.604374996,0.594282133,0.583770412,0.573141947,0.56376543,0.555502262,0.5485095,0.542575635,0.537494819,0.532936739,0.528705747
BHR_MK_fo..pc,Bahrain,Milk,Per-capita food consumption [kg/p/year],BHR,MK,FO..PC,4.942745205,4.896876002,5.194093714,8.983819098,8.540471307,8.949896436,9.045202165,5.808557569,5.071153074,5.675709327,5.656314398,5.633021392,5.625992838,5.630444722,5.649145464,5.668716826,5.689772048,5.712469488,5.737963287,5.766195414,5.797244028
BHR_OCG_fo..pc,Bahrain,Other Coarse Grains,Per-capita food consumption [kg/p/year],BHR,OCG,FO..PC,0.000435181,0.000422446,0.000415315,0.000410518,0.000404072,0.000393628,0.000378902,0.000361789,0.000344609,0.000329691,0.000325352,0.000319238,0.000313118,0.00030696,0.000301525,0.000296651,0.000292393,0.000288654,0.000285325,0.000282262,0.00027936
BHR_OOS_fo..pc,Bahrain,Other Oilseeds,Per-capita food consumption [kg/p/year],BHR,OOS,FO..PC,0.000217591,0.000211223,0.000207658,0.000205259,0.000202036,0.000196814,0.000189451,0.000180894,0.000172305,0.000164846,0.000163339,0.000160851,0.000158331,0.000155804,0.000153276,0.000151029,0.00014908,0.000147396,0.000145889,0.000144492,0.000143159
