"iso3","country","nutrient","sev_high","sev_base"
"AFG","Afghanistan","Calcium",97.3603737289113,97.3603737289113
"AFG","Afghanistan","Iron",49.1341931276126,49.1341931276126
"AFG","Afghanistan","Omega-3 fatty acids",97.2809346921209,97.2809346921209
"AFG","Afghanistan","Vitamin A, RAE",85.9662293638005,85.9662293638005
"AFG","Afghanistan","Vitamin B-12",55.2675247003062,55.2675247003062
"AFG","Afghanistan","Zinc",90.04118946502,90.04118946502
"AGO","Angola","Calcium",97.8985667133237,97.8985667133237
"AGO","Angola","Iron",21.7400002511564,21.7400002511564
"AGO","Angola","Omega-3 fatty acids",73.4999098485904,73.4999098485904
"AGO","Angola","Vitamin A, RAE",29.0628412581607,29.0628412581607
"AGO","Angola","Vitamin B-12",34.7997464660938,34.7997464660938
"AGO","Angola","Zinc",22.5921633592521,22.5921633592521
"ALB","Albania","Calcium",0.749675389085679,0.749675389085679
"ALB","Albania","Iron",0.519846279216494,0.519846279216494
"ALB","Albania","Omega-3 fatty acids",89.9484673588343,89.9484673588343
"ALB","Albania","Vitamin A, RAE",0.153766564769376,0.153766564769376
"ALB","Albania","Vitamin B-12",1.61958049738853e-10,1.61958049738853e-10
"ALB","Albania","Zinc",0.00963211597348622,0.00963211597348622
"ARE","United Arab Emirates","Calcium",70.6416315041948,70.6416315041948
"ARE","United Arab Emirates","Iron",0.230483937162453,0.230483937162453
"ARE","United Arab Emirates","Omega-3 fatty acids",41.8721885695936,41.8721885695936
"ARE","United Arab Emirates","Vitamin A, RAE",6.12769731956916,6.12769731956916
"ARE","United Arab Emirates","Vitamin B-12",1.02263444416427,1.02263444416427
"ARE","United Arab Emirates","Zinc",0.00355772033367984,0.00355772033367984
"ARG","Argentina","Calcium",95.0400660071652,95.0400660071652
"ARG","Argentina","Iron",3.02092311860439,3.02092311860439
"ARG","Argentina","Omega-3 fatty acids",89.2274919740412,89.2274919740412
"ARG","Argentina","Vitamin A, RAE",2.73764247545739e-16,2.73764247545739e-16
"ARG","Argentina","Vitamin B-12",0,0
"ARG","Argentina","Zinc",1.4017750585444e-05,1.4017750585444e-05
"ARM","Armenia","Calcium",47.1418576698676,47.1418576698676
"ARM","Armenia","Iron",1.33198689730784,1.33198689730784
"ARM","Armenia","Omega-3 fatty acids",80.0103796271287,80.0103796271287
"ARM","Armenia","Vitamin A, RAE",0.0143927435199068,0.0143927435199068
"ARM","Armenia","Vitamin B-12",6.53277774540498e-18,6.53277774540498e-18
"ARM","Armenia","Zinc",0.196713548097615,0.196713548097615
"ATG","Antigua & Barbuda","Calcium",78.9899001298574,78.9899001298574
"ATG","Antigua & Barbuda","Iron",10.3609418813338,10.3609418813338
"ATG","Antigua & Barbuda","Omega-3 fatty acids",28.5692626692469,28.5692626692469
"ATG","Antigua & Barbuda","Vitamin A, RAE",0.583566018573797,0.583566018573797
"ATG","Antigua & Barbuda","Vitamin B-12",7.88441119597719e-06,7.88441119597719e-06
"ATG","Antigua & Barbuda","Zinc",18.5125459608423,18.5125459608423
"AUS","Australia","Calcium",55.9587854146662,55.9587854146662
"AUS","Australia","Iron",1.19837349439038,1.19837349439038
"AUS","Australia","Omega-3 fatty acids",45.9424470810527,45.9424470810527
"AUS","Australia","Vitamin A, RAE",1.35100304554712e-11,1.35100304554712e-11
"AUS","Australia","Vitamin B-12",0,0
"AUS","Australia","Zinc",0.000832479907947337,0.000832479907947337
"AUT","Austria","Calcium",62.6547022934165,62.6547022934165
"AUT","Austria","Iron",3.46372080322222,3.46372080322222
"AUT","Austria","Omega-3 fatty acids",77.0138727458614,77.0138727458614
"AUT","Austria","Vitamin A, RAE",35.2175187389551,35.2175187389551
"AUT","Austria","Vitamin B-12",6.10105942343685,6.10105942343685
"AUT","Austria","Zinc",0.0475282852596651,0.0475282852596651
"AZE","Azerbaijan","Calcium",80.9491805280593,80.9491805280593
"AZE","Azerbaijan","Iron",0.346010581842516,0.346010581842516
"AZE","Azerbaijan","Omega-3 fatty acids",89.9484673588343,89.9484673588343
"AZE","Azerbaijan","Vitamin A, RAE",16.0306248687685,16.0306248687685
"AZE","Azerbaijan","Vitamin B-12",0.307072735430979,0.307072735430979
"AZE","Azerbaijan","Zinc",6.476927410155,6.476927410155
"BDI","Burundi","Calcium",99.258666045646,99.258666045646
"BDI","Burundi","Iron",99.1816425904703,99.1816425904703
"BDI","Burundi","Omega-3 fatty acids",89.429543107941,89.429543107941
"BDI","Burundi","Vitamin A, RAE",90.7749190610632,90.7749190610632
"BDI","Burundi","Vitamin B-12",89.9088748113749,89.9088748113749
"BDI","Burundi","Zinc",99.4567231565492,99.4567231565492
"BEL","Belgium","Calcium",62.7721197643076,62.7721197643076
"BEL","Belgium","Iron",3.51933420609437,3.51933420609437
"BEL","Belgium","Omega-3 fatty acids",77.0138727458614,77.0138727458614
"BEL","Belgium","Vitamin A, RAE",35.8083063752476,35.8083063752476
"BEL","Belgium","Vitamin B-12",6.10105942343685,6.10105942343685
"BEL","Belgium","Zinc",0.0514130346646656,0.0514130346646656
"BEN","Benin","Calcium",99.5712564923025,99.5712564923025
"BEN","Benin","Iron",71.120880133409,71.120880133409
"BEN","Benin","Omega-3 fatty acids",49.3324304610131,49.3324304610131
"BEN","Benin","Vitamin A, RAE",24.9802768877872,24.9802768877872
"BEN","Benin","Vitamin B-12",55.5159204808334,55.5159204808334
"BEN","Benin","Zinc",74.1229165204211,74.1229165204211
"BFA","Burkina Faso","Calcium",99.7473431157491,99.7473431157491
"BFA","Burkina Faso","Iron",18.6657932980406,18.6657932980406
"BFA","Burkina Faso","Omega-3 fatty acids",78.0823318646616,78.0823318646616
"BFA","Burkina Faso","Vitamin A, RAE",85.123633189717,85.123633189717
"BFA","Burkina Faso","Vitamin B-12",49.7010618484294,49.7010618484294
"BFA","Burkina Faso","Zinc",31.3214477143481,31.3214477143481
"BGD","Bangladesh","Calcium",97.9267355163049,97.9267355163049
"BGD","Bangladesh","Iron",48.5130214370726,48.5130214370726
"BGD","Bangladesh","Omega-3 fatty acids",13.0660363015838,13.0660363015838
"BGD","Bangladesh","Vitamin A, RAE",84.7731398156616,84.7731398156616
"BGD","Bangladesh","Vitamin B-12",60.9480395379353,60.9480395379353
"BGD","Bangladesh","Zinc",20.3295442358618,20.3295442358618
"BGR","Bulgaria","Calcium",62.8123108195501,62.8123108195501
"BGR","Bulgaria","Iron",3.85696704283638,3.85696704283638
"BGR","Bulgaria","Omega-3 fatty acids",77.0138727458614,77.0138727458614
"BGR","Bulgaria","Vitamin A, RAE",35.8652045690509,35.8652045690509
"BGR","Bulgaria","Vitamin B-12",6.10105942343685,6.10105942343685
"BGR","Bulgaria","Zinc",0.0437108309297659,0.0437108309297659
"BHR","Bahrain","Calcium",97.0996031188629,97.0996031188629
"BHR","Bahrain","Iron",96.2196236875094,96.2196236875094
"BHR","Bahrain","Omega-3 fatty acids",94.5804715408895,94.5804715408895
"BHR","Bahrain","Vitamin A, RAE",92.7757787984383,92.7757787984383
"BHR","Bahrain","Vitamin B-12",84.2858185065084,84.2858185065084
"BHR","Bahrain","Zinc",95.0916188584872,95.0916188584872
"BHS","Bahamas","Calcium",88.2828409789529,88.2828409789529
"BHS","Bahamas","Iron",21.4730628664145,21.4730628664145
"BHS","Bahamas","Omega-3 fatty acids",80.8681690426391,80.8681690426391
"BHS","Bahamas","Vitamin A, RAE",30.057363072546,30.057363072546
"BHS","Bahamas","Vitamin B-12",2.07396613428,2.07396613428
"BHS","Bahamas","Zinc",13.2654437891809,13.2654437891809
"BIH","Bosnia & Herzegovina","Calcium",52.2568629083819,52.2568629083819
"BIH","Bosnia & Herzegovina","Iron",0.897493128146052,0.897493128146052
"BIH","Bosnia & Herzegovina","Omega-3 fatty acids",87.842754457564,87.842754457564
"BIH","Bosnia & Herzegovina","Vitamin A, RAE",0.31217198051957,0.31217198051957
"BIH","Bosnia & Herzegovina","Vitamin B-12",0.394432227239644,0.394432227239644
"BIH","Bosnia & Herzegovina","Zinc",0.013429349034419,0.013429349034419
"BLR","Belarus","Calcium",69.2388941686403,69.2388941686403
"BLR","Belarus","Iron",3.19867313336307,3.19867313336307
"BLR","Belarus","Omega-3 fatty acids",61.1418609356326,61.1418609356326
"BLR","Belarus","Vitamin A, RAE",0.00145034969127347,0.00145034969127347
"BLR","Belarus","Vitamin B-12",8.29264952362177e-20,8.29264952362177e-20
"BLR","Belarus","Zinc",0.00796399249144229,0.00796399249144229
"BLZ","Belize","Calcium",87.5723413177007,87.5723413177007
"BLZ","Belize","Iron",10.8760230361641,10.8760230361641
"BLZ","Belize","Omega-3 fatty acids",89.1084857055124,89.1084857055124
"BLZ","Belize","Vitamin A, RAE",64.9249513816146,64.9249513816146
"BLZ","Belize","Vitamin B-12",36.9318983515296,36.9318983515296
"BLZ","Belize","Zinc",24.3192925733374,24.3192925733374
"BOL","Bolivia","Calcium",99.7070567561575,99.7070567561575
"BOL","Bolivia","Iron",10.2370230854465,10.2370230854465
"BOL","Bolivia","Omega-3 fatty acids",89.2274919740412,89.2274919740412
"BOL","Bolivia","Vitamin A, RAE",81.4338312359044,81.4338312359044
"BOL","Bolivia","Vitamin B-12",17.0980713223801,17.0980713223801
"BOL","Bolivia","Zinc",1.36708688784012,1.36708688784012
"BRA","Brazil","Calcium",89.1920120282237,89.1920120282237
"BRA","Brazil","Iron",9.85893008876779,9.85893008876779
"BRA","Brazil","Omega-3 fatty acids",77.7594196474071,77.7594196474071
"BRA","Brazil","Vitamin A, RAE",8.56706368069199,8.56706368069199
"BRA","Brazil","Vitamin B-12",1.70209308621448e-16,1.70209308621448e-16
"BRA","Brazil","Zinc",6.19613644267716e-05,6.19613644267716e-05
"BRB","Barbados","Calcium",82.1240843177537,82.1240843177537
"BRB","Barbados","Iron",3.78425408470341,3.78425408470341
"BRB","Barbados","Omega-3 fatty acids",43.4233071413127,43.4233071413127
"BRB","Barbados","Vitamin A, RAE",15.3866544194302,15.3866544194302
"BRB","Barbados","Vitamin B-12",0.274857791583129,0.274857791583129
"BRB","Barbados","Zinc",8.95147995070803,8.95147995070803
"BRN","Brunei","Calcium",91.1666980004362,91.1666980004362
"BRN","Brunei","Iron",0.0276198420163008,0.0276198420163008
"BRN","Brunei","Omega-3 fatty acids",77.2943096267181,77.2943096267181
"BRN","Brunei","Vitamin A, RAE",8.78270639105353,8.78270639105353
"BRN","Brunei","Vitamin B-12",1.84950374471611,1.84950374471611
"BRN","Brunei","Zinc",1.10283390656928,1.10283390656928
"BTN","Bhutan","Calcium",99.3506482820774,99.3506482820774
"BTN","Bhutan","Iron",85.9647051260815,85.9647051260815
"BTN","Bhutan","Omega-3 fatty acids",97.2787344535472,97.2787344535472
"BTN","Bhutan","Vitamin A, RAE",92.6360567278274,92.6360567278274
"BTN","Bhutan","Vitamin B-12",87.8200643843469,87.8200643843469
"BTN","Bhutan","Zinc",89.405322070195,89.405322070195
"BWA","Botswana","Calcium",92.1551586178261,92.1551586178261
"BWA","Botswana","Iron",4.74736778602028,4.74736778602028
"BWA","Botswana","Omega-3 fatty acids",87.7953981536108,87.7953981536108
"BWA","Botswana","Vitamin A, RAE",35.0635640853943,35.0635640853943
"BWA","Botswana","Vitamin B-12",0.0162333373399939,0.0162333373399939
"BWA","Botswana","Zinc",4.56098708769048,4.56098708769048
"CAF","Central African Republic","Calcium",97.7980873234097,97.7980873234097
"CAF","Central African Republic","Iron",92.3160347310571,92.3160347310571
"CAF","Central African Republic","Omega-3 fatty acids",75.667477083407,75.667477083407
"CAF","Central African Republic","Vitamin A, RAE",54.000201110634,54.000201110634
"CAF","Central African Republic","Vitamin B-12",0.0262867657315706,0.0262867657315706
"CAF","Central African Republic","Zinc",89.0832074728374,89.0832074728374
"CAN","Canada","Calcium",73.5265550902836,73.5265550902836
"CAN","Canada","Iron",0.407185973932598,0.407185973932598
"CAN","Canada","Omega-3 fatty acids",51.8245086421176,51.8245086421176
"CAN","Canada","Vitamin A, RAE",10.2776498118806,10.2776498118806
"CAN","Canada","Vitamin B-12",13.8341299124577,13.8341299124577
