"country","iso3","sex_id","age_id","cause","DALY2030","DALY2030_all","deltaDALY2030_all_hr","DALY2030_all_hr"
"Afghanistan","AFG",2,16,429,4781.49295093445,10.7946425162178,0.00723458869413757,10.801877104912
"Afghanistan","AFG",2,16,441,2442.48119379741,27.7286631134874,0.000607359309600149,27.729270472797
"Afghanistan","AFG",2,16,493,28093.3753513385,58.765696735826,0.00147413334553344,58.7671708691715
"Afghanistan","AFG",2,16,495,9042.3812377939,88.2696449048095,0.00427845649447959,88.2739233613039
"Afghanistan","AFG",2,16,496,3033.69799771919,13.1238747242811,0.000621309508832325,13.1244960337899
"Afghanistan","AFG",2,16,497,133.587584406212,0.577904169691425,2.73590965600138e-05,0.577931528787985
"Afghanistan","AFG",2,16,976,20991.9619856889,138.699672380216,0.00475805440410857,138.70443043462
"Afghanistan","AFG",2,17,429,2550.84504991259,6.0984998033311,0,6.0984998033311
"Afghanistan","AFG",2,17,441,1601.54607083776,17.6517417065589,0.00010114165699175,17.6518428482158
"Afghanistan","AFG",2,17,493,13114.3783002401,24.566479454725,0.000148502077273468,24.5666279568023
"Afghanistan","AFG",2,17,495,7823.35011500451,62.4054432862716,0.00148590362738861,62.406929189899
"Afghanistan","AFG",2,17,496,0,0,0,0
"Afghanistan","AFG",2,17,497,0,0,0,0
"Afghanistan","AFG",2,17,976,17199.7668466203,119.351551015059,0.00225073596204804,119.353801751021
"Afghanistan","AFG",2,18,429,2479.91331805095,5.61221758442076,4.80590132610673e-05,5.61226564343402
"Afghanistan","AFG",2,18,441,1819.75713644081,18.9111724241738,0.000317821540445527,18.9114902457143
"Afghanistan","AFG",2,18,493,30579.4299626427,30.1411616187932,0.0267368309023703,30.1678984496955
"Afghanistan","AFG",2,18,495,13342.8220059438,84.6302000628173,0.00222877833736965,84.6324288411546
"Afghanistan","AFG",2,18,496,2900.34216885319,12.5685173683125,0.000378780747716079,12.5688961490602
"Afghanistan","AFG",2,18,497,71.4857378591439,0.309780600205715,9.33594026529246e-06,0.30978993614598
"Afghanistan","AFG",2,18,976,20791.0123469987,137.279729230412,0.00391697553252627,137.283646205944
"Afghanistan","AFG",2,19,429,1898.61102597475,4.58543369362989,4.19358166327807e-05,4.58547562944652
"Afghanistan","AFG",2,19,441,1600.88291730322,15.8777876945298,0.000265551213944769,15.8780532457438
"Afghanistan","AFG",2,19,493,36752.1645891448,38.7096793275318,0.000492452395689715,38.7101717799275
"Afghanistan","AFG",2,19,495,16478.1731466936,76.4168167293763,0.00191807926793727,76.4187348086442
"Afghanistan","AFG",2,19,496,3650.40430594566,15.5913858386159,0.000427386701650488,15.5918132253175
"Afghanistan","AFG",2,19,497,194.596672841924,0.831149526162788,2.27832380162952e-05,0.831172309400805
"Afghanistan","AFG",2,19,976,17738.4331320394,125.035243479909,0.00374285914795688,125.038986339057
"Afghanistan","AFG",2,20,429,1517.77708196156,3.81669399700778,2.98808189328048e-05,3.81672387782671
"Afghanistan","AFG",2,20,441,1169.03226536439,11.08869196881,0.000167423533979365,11.088859392344
"Afghanistan","AFG",2,20,493,34507.3250803774,34.9099589986884,0.000379826823691614,34.9103388255121
"Afghanistan","AFG",2,20,495,17296.8008411966,80.190718149657,0.00111479684983043,80.1918329465069
"Afghanistan","AFG",2,20,496,3703.30259187803,16.3179345571913,0,16.3179345571913
"Afghanistan","AFG",2,20,497,449.98138321266,1.98276175955012,0,1.98276175955012
"Afghanistan","AFG",2,20,976,12563.436300612,92.0383357433706,0.00237059644318238,92.0407063398138
"Afghanistan","AFG",2,30,429,768.505493357967,2.08645500203117,3.58512745033984e-05,2.08649085330568
"Afghanistan","AFG",2,30,441,653.90355617421,5.9953875625852,0.000141673977974244,5.99552923656318
"Afghanistan","AFG",2,30,493,24117.8546003287,25.1918494139625,0.000502146399160407,25.1923515603617
"Afghanistan","AFG",2,30,495,12871.2591788977,63.2101143958454,0.00143499972580234,63.2115493955712
"Afghanistan","AFG",2,30,496,2320.66212020427,11.6406426701844,0.000323073580456631,11.6409657437649
"Afghanistan","AFG",2,30,497,376.001316602832,1.88605524776144,5.23454451010696e-05,1.88610759320654
"Afghanistan","AFG",2,30,976,6519.07741538615,51.3519879323574,0.00171410508763744,51.353702037445
"Afghanistan","AFG",2,31,429,272.722338666752,0.826669547412732,2.53399262761604e-05,0.826694887339008
"Afghanistan","AFG",2,31,441,234.568730241651,2.11486120712027,7.63974152897871e-05,2.11493760453556
"Afghanistan","AFG",2,31,493,11057.25251564,12.5516300655676,0.000414672605332445,12.5520447381729
"Afghanistan","AFG",2,31,495,5532.89977437128,29.7518664571564,0.00104830731970729,29.7529147644761
"Afghanistan","AFG",2,31,496,1000.50074748783,5.93053415447645,0.000234092676655608,5.93076824715311
"Afghanistan","AFG",2,31,497,135.356047894217,0.802331899368588,3.16700008797018e-05,0.802363569369468
"Afghanistan","AFG",2,31,976,2308.5341529242,20.2682521819075,0.000898103641902784,20.2691502855494
"Afghanistan","AFG",2,32,429,63.9358753190884,0.19017095434001,3.03924763069146e-06,0.190173993587641
"Afghanistan","AFG",2,32,441,48.9657675004125,0.413722248804663,8.98783805189516e-06,0.413731236642715
"Afghanistan","AFG",2,32,493,3082.86028965337,3.32540568494255,0.00421737930837001,3.32962306425092
"Afghanistan","AFG",2,32,495,1458.98752532477,7.61667199351569,0.000160014854652744,7.61683200837034
"Afghanistan","AFG",2,32,496,249.313094695605,1.4637139154536,3.75713971122415e-05,1.46375148685071
"Afghanistan","AFG",2,32,497,32.9638845032455,0.19353053442185,4.96764598965661e-06,0.193535502067839
"Afghanistan","AFG",2,32,976,567.558845306807,4.84966068724249,0.000149145689890217,4.84980983293238
"Albania","ALB",1,5,429,0,0,0,0
"Albania","ALB",1,5,441,0,0,0,0
"Albania","ALB",1,5,493,0,0,0,0
"Albania","ALB",1,5,495,16.866193853382,0,0,0
"Albania","ALB",1,5,496,0,0,0,0
"Albania","ALB",1,5,497,0,0,0,0
"Albania","ALB",1,5,976,0,0,0,0
"Albania","ALB",1,6,429,0,0,0,0
"Albania","ALB",1,6,441,0,0,0,0
"Albania","ALB",1,6,493,0,0,0,0
"Albania","ALB",1,6,495,0,0,0,0
"Albania","ALB",1,6,496,0,0,0,0
"Albania","ALB",1,6,497,0,0,0,0
"Albania","ALB",1,6,976,0,0,0,0
"Albania","ALB",1,7,429,0,0,0,0
"Albania","ALB",1,7,441,0,0,0,0
"Albania","ALB",1,7,493,0,0,0,0
"Albania","ALB",1,7,495,0,0,0,0
"Albania","ALB",1,7,496,0,0,0,0
"Albania","ALB",1,7,497,0,0,0,0
"Albania","ALB",1,7,976,0,0,0,0
"Albania","ALB",1,8,429,0.737498784122667,0,0,0
"Albania","ALB",1,8,441,18.8149712420519,0,0,0
"Albania","ALB",1,8,493,0,0,0,0
"Albania","ALB",1,8,495,14.6504859681338,0,0,0
"Albania","ALB",1,8,496,0,0,0,0
"Albania","ALB",1,8,497,9.35743007871652,0,0,0
"Albania","ALB",1,8,976,0,0,0,0
"Albania","ALB",1,9,429,1.67648711269649,0,0,0
"Albania","ALB",1,9,441,96.4207664929496,0,0,0
"Albania","ALB",1,9,493,757.014681912158,0,0,0
"Albania","ALB",1,9,495,102.397027722265,0,0,0
"Albania","ALB",1,9,496,421.430076053568,0,0,0
"Albania","ALB",1,9,497,82.5976977341647,0,0,0
"Albania","ALB",1,9,976,18.9596611471014,0,0,0
"Albania","ALB",1,10,429,1.28669155404256,0.0628635896168293,0,0.0628635896168293
"Albania","ALB",1,10,441,178.406630173642,15.6995303490886,0,15.6995303490886
"Albania","ALB",1,10,493,1324.17353356388,49.6772527284078,0,49.6772527284078
"Albania","ALB",1,10,495,130.62222448114,43.6212247191473,0,43.6212247191473
"Albania","ALB",1,10,496,545.571304279766,133.328852695824,0,133.328852695824
"Albania","ALB",1,10,497,125.225608131603,30.6031247049638,0,30.6031247049638
"Albania","ALB",1,10,976,89.7576950672698,11.3767415806996,0,11.3767415806996
"Albania","ALB",1,11,429,2.20681028425329,0.10675047464614,0,0.10675047464614
"Albania","ALB",1,11,441,176.361420685745,15.3072035350304,0,15.3072035350304
"Albania","ALB",1,11,493,1100.9928484328,39.9372321044837,0,39.9372321044837
"Albania","ALB",1,11,495,98.0535000568158,32.4922014992572,0,32.4922014992572
"Albania","ALB",1,11,496,257.319035646229,62.4144898748392,0,62.4144898748392
"Albania","ALB",1,11,497,86.7126446117835,21.0327442956201,0,21.0327442956201
"Albania","ALB",1,11,976,145.701169003121,18.2941638670928,0,18.2941638670928
"Albania","ALB",1,12,429,0.0409797658942539,0.00196023556698924,0,0.00196023556698924
"Albania","ALB",1,12,441,108.627392904134,9.28166620170058,0,9.28166620170058
"Albania","ALB",1,12,493,397.278774395256,13.9050396017478,0,13.9050396017478
"Albania","ALB",1,12,495,35.0526482133902,11.5139381609517,0,11.5139381609517
"Albania","ALB",1,12,496,16.0489499078579,3.85999630900981,0,3.85999630900981
"Albania","ALB",1,12,497,34.6386170478845,8.33107055113768,0,8.33107055113768
"Albania","ALB",1,12,976,120.121856644951,14.9227446723026,0,14.9227446723026
"Albania","ALB",1,13,429,0,0,0,0
"Albania","ALB",1,13,441,66.1494854564735,5.53335249333475,0,5.53335249333475
"Albania","ALB",1,13,493,0,0,0,0
"Albania","ALB",1,13,495,0,0,0,0
"Albania","ALB",1,13,496,0,0,0,0
"Albania","ALB",1,13,497,0,0,0,0
"Albania","ALB",1,13,976,116.283445748669,14.23437824394,0,14.23437824394
"Albania","ALB",1,14,429,6.75985793715816,0.313912139947008,0,0.313912139947008
"Albania","ALB",1,14,441,159.543795106078,13.077224974017,0,13.077224974017
"Albania","ALB",1,14,493,87.2075336331914,1.6232924175103,0,1.6232924175103
"Albania","ALB",1,14,495,55.966161869525,12.893126811252,0,12.893126811252
"Albania","ALB",1,14,496,0,0,0,0
"Albania","ALB",1,14,497,37.1799130621229,6.95327582917981,0,6.95327582917981
"Albania","ALB",1,14,976,327.27219014389,39.5270996568365,0,39.5270996568365
"Albania","ALB",1,15,429,21.4419588460437,0.982112613607073,0,0.982112613607073
"Albania","ALB",1,15,441,466.91614938138,37.567114930224,0,37.567114930224
"Albania","ALB",1,15,493,2648.6843240975,42.1672951986294,0,42.1672951986294
"Albania","ALB",1,15,495,382.839320324271,74.6729731343645,0,74.6729731343645
