"iso3","country","nutrient","sev_high","sev_base"
"AFG","Afghanistan","Calcium",97.068015186357,97.073416361039
"AFG","Afghanistan","Iron",49.8796823197042,49.9633117182568
"AFG","Afghanistan","Omega-3 fatty acids",73.7166414998744,73.7004360362169
"AFG","Afghanistan","Vitamin A, RAE",85.4366150771068,85.4502294135452
"AFG","Afghanistan","Zinc",90.0852884629569,90.1028646402344
"AGO","Angola","Calcium",97.9974246676405,98.0032207341168
"AGO","Angola","Iron",24.7192823234771,24.9032806267927
"AGO","Angola","Omega-3 fatty acids",2.33656615454292,2.58864543493286
"AGO","Angola","Vitamin A, RAE",30.7313253455957,30.8519848356691
"AGO","Angola","Zinc",26.7906160429804,27.0799855088012
"ALB","Albania","Calcium",0.187646171895804,0.182748638501516
"ALB","Albania","Iron",0.420031624276523,0.419874789081194
"ALB","Albania","Omega-3 fatty acids",46.1617548764699,47.1051468340422
"ALB","Albania","Vitamin A, RAE",0.000557666465251915,0.000522033290731275
"ALB","Albania","Zinc",0.17092870646759,0.167726916124597
"ARE","United Arab Emirates","Calcium",68.767859945069,68.8193655266249
"ARE","United Arab Emirates","Iron",0.0821988686311375,0.0831343769102747
"ARE","United Arab Emirates","Omega-3 fatty acids",0,0
"ARE","United Arab Emirates","Vitamin A, RAE",2.04144450717229,2.0340546971245
"ARE","United Arab Emirates","Zinc",0.00637635984018501,0.00646985396183655
"ARG","Argentina","Calcium",82.025074099925,82.0315151410311
"ARG","Argentina","Iron",4.37577887007321,4.37556239295429
"ARG","Argentina","Omega-3 fatty acids",0.964311016792433,0.964824906585077
"ARG","Argentina","Vitamin A, RAE",2.83648651168621e-06,2.7292339815193e-06
"ARG","Argentina","Zinc",0.460564810241152,0.457510721163112
"ARM","Armenia","Calcium",9.98317773803748,9.64267519309346
"ARM","Armenia","Iron",0.356413193086206,0.34755034092314
"ARM","Armenia","Omega-3 fatty acids",0.175292730250101,0.193202763967516
"ARM","Armenia","Vitamin A, RAE",2.36127572576502e-15,1.18818844559083e-15
"ARM","Armenia","Zinc",0.0704474001870426,0.0632511429883012
"ATG","Antigua & Barbuda","Calcium",79.4968680379722,79.6561277667749
"ATG","Antigua & Barbuda","Iron",9.73761504768516,9.92491799488829
"ATG","Antigua & Barbuda","Omega-3 fatty acids",0,0
"ATG","Antigua & Barbuda","Vitamin A, RAE",0.441393928551032,0.451474039747309
"ATG","Antigua & Barbuda","Zinc",16.3395237744726,16.7947726580657
"AUS","Australia","Calcium",63.9436288387583,63.9702791143697
"AUS","Australia","Iron",1.35021447916925,1.34829915034556
"AUS","Australia","Omega-3 fatty acids",0,0
"AUS","Australia","Vitamin A, RAE",3.58644355701098e-11,2.88717690978939e-11
"AUS","Australia","Zinc",0.00930371258177552,0.00908222306429114
"AUT","Austria","Calcium",56.2578164996594,56.2907352594518
"AUT","Austria","Iron",2.77835300444161,2.78514015622123
"AUT","Austria","Omega-3 fatty acids",3.17332509726684,3.24013855612646
"AUT","Austria","Vitamin A, RAE",29.4353390289397,29.4417032183263
"AUT","Austria","Zinc",0.62896082490869,0.635756061557675
"AZE","Azerbaijan","Calcium",75.3246037539335,75.0372112268886
"AZE","Azerbaijan","Iron",0.164762383597636,0.160304599528035
"AZE","Azerbaijan","Omega-3 fatty acids",37.2155819711401,37.467495642682
"AZE","Azerbaijan","Vitamin A, RAE",6.97617570352446,6.74388630841543
"AZE","Azerbaijan","Zinc",7.17229618666909,6.94966062878967
"BDI","Burundi","Calcium",99.258666072474,99.258666072474
"BDI","Burundi","Iron",99.1816448166992,99.1816448166992
"BDI","Burundi","Omega-3 fatty acids",89.4302301901002,89.4302301901002
"BDI","Burundi","Vitamin A, RAE",90.7749192638737,90.7749192638737
"BDI","Burundi","Zinc",99.4567255048556,99.4567255048556
"BEL","Belgium","Calcium",56.4690812334814,56.5017127812036
"BEL","Belgium","Iron",2.83385338680482,2.84071364293875
"BEL","Belgium","Omega-3 fatty acids",3.17332509726684,3.24013855612646
"BEL","Belgium","Vitamin A, RAE",30.018036813611,30.0244137089972
"BEL","Belgium","Zinc",0.614519149002808,0.621164153261199
"BEN","Benin","Calcium",99.5101695376857,99.5170805379643
"BEN","Benin","Iron",66.5285212536984,66.7122450063683
"BEN","Benin","Omega-3 fatty acids",4.6710416456319,5.54649503911419
"BEN","Benin","Vitamin A, RAE",15.9282522569243,16.1261179538
"BEN","Benin","Zinc",68.3671075363913,68.5625564749081
"BFA","Burkina Faso","Calcium",99.764958042712,99.7661865923407
"BFA","Burkina Faso","Iron",17.7709774272176,17.8035445226202
"BFA","Burkina Faso","Omega-3 fatty acids",77.874700064406,78.27695300136
"BFA","Burkina Faso","Vitamin A, RAE",84.5666689824673,84.5914067970725
"BFA","Burkina Faso","Zinc",28.0075385053935,28.1666095872144
"BGD","Bangladesh","Calcium",97.2050770250527,97.2357055527351
"BGD","Bangladesh","Iron",40.321796215815,40.530813828439
"BGD","Bangladesh","Omega-3 fatty acids",1.06525873267872,1.07830645653904
"BGD","Bangladesh","Vitamin A, RAE",80.7242097490817,80.856218317736
"BGD","Bangladesh","Zinc",14.3854835225558,14.6062251482174
"BGR","Bulgaria","Calcium",56.193876437315,56.2280030251099
"BGR","Bulgaria","Iron",3.0841623874655,3.09182668785856
"BGR","Bulgaria","Omega-3 fatty acids",3.17332509726684,3.24013855612646
"BGR","Bulgaria","Vitamin A, RAE",30.0672013369642,30.0735887174921
"BGR","Bulgaria","Zinc",0.527871339635604,0.534025695171685
"BHS","Bahamas","Calcium",88.3433432598743,88.3676158943355
