,countries,products,elements,country_codes,,product_codes,,ele_codes,,_2010,_2011,_2012,_2013,_2014,_2015,_2016,_2017,_2018,_2019,_2020,_2021,_2022,_2023,_2024,_2025,_2026,_2027,_2028,_2029,_2030
COM_OCG_FO..PC,Comoros,Other Coarse Grains,Per-capita food consumption [kg/p/d],45,COM,3,OCG,211,FO..PC,0.000619081,0.000617153,0.000618868,0.000621064,0.000632778,0.000628196,0.000618382,0.000622654,0.000657843,0.000625979,0.000628931,0.000631972,0.000634996,0.000637912,0.000641027,0.000644151,0.000647427,0.000650845,0.000654296,0.000657778,0.000661238
COM_OOS_FO..PC,Comoros,Other Oilseeds,Per-capita food consumption [kg/p/d],45,COM,10,OOS,211,FO..PC,0.498786138,0.487175457,0.517709722,0.480877173,0.483776771,0.499907495,0.484180016,0.477537302,0.45122667,0.443132408,0.444893965,0.445528723,0.446957821,0.448147667,0.449078576,0.449997319,0.450857595,0.451709278,0.452457774,0.453149342,0.453762178
COM_PK_FO..PC,Comoros,Ovine,Per-capita food consumption [kg/p/d],45,COM,16,PK,211,FO..PC,0.009373327,0.010266907,0.011146732,0.011373569,0.012213498,0.011343292,0.011396756,0.011746769,0.011540438,0.011275408,0.011537251,0.011725755,0.011893664,0.012072682,0.012252371,0.012440658,0.012633129,0.012829652,0.013018559,0.013229385,0.013430588
COM_PS_FO..PC,Comoros,Pork,Per-capita food consumption [kg/p/d],45,COM,6,PS,211,FO..PC,13.86318051,14.28735842,14.58008172,14.86914408,16.034109,16.03265825,16.18422497,16.15531458,16.15769869,16.16859724,16.34726858,16.49746558,16.62092308,16.75107086,16.85348543,16.95803946,17.06193201,17.15900154,17.25557679,17.34569525,17.4350777
COM_PT_FO..PC,Comoros,Poultry,Per-capita food consumption [kg/p/d],45,COM,17,PT,211,FO..PC,12.34804744,15.0550865,15.79261981,15.46222473,16.57865739,15.29922412,14.78520046,15.81245365,16.10259836,15.9454709,16.2760167,16.59184658,16.88988779,17.17316519,17.44972844,17.70958377,17.94991213,18.17812883,18.39669782,18.60255528,18.79811986
COM_RI_FO..PC,Comoros,Pulses,Per-capita food consumption [kg/p/d],45,COM,4,RI,211,FO..PC,62.41975393,65.05840248,66.79462278,69.07074688,70.02120785,71.1740242,73.5094719,74.59300183,75.73851624,77.15224912,79.93150451,81.57363271,82.90451841,84.07379486,86.01174497,87.93750895,89.90996473,91.96167139,94.06640836,96.23534361,98.43809372
COM_RT_FO..PC,Comoros,Rice and products,Per-capita food consumption [kg/p/d],45,COM,5,RT,211,FO..PC,22.30731985,22.0496869,28.32566681,28.77798489,29.87942732,29.76475239,29.20184462,28.23412784,28.01611966,27.82647658,27.94771871,28.12618328,28.47753612,28.67699221,28.94572761,29.22551781,29.50875425,29.83120712,30.16778851,30.53196698,30.93508244
COM_SB_FO..PC,Comoros,Roots and Tubers,Per-capita food consumption [kg/p/d],45,COM,9,SB,211,FO..PC,0.000130493,0.000127376,0.000124332,0.000121376,0.000118517,0.000115767,0.000113122,0.000110577,0.000108128,0.000105769,0.000103496,0.000101305,9.91948E-05,9.71595E-05,9.51972E-05,9.33038E-05,9.14764E-05,8.97119E-05,8.80074E-05,8.63588E-05,8.47637E-05
COM_SH_FO..PC,Comoros,Soybeans,Per-capita food consumption [kg/p/d],45,COM,15,SH,211,FO..PC,0.423747022,0.434589377,0.438000257,0.418691609,0.39862678,0.503222176,0.508870497,0.526365961,0.519087027,0.509739879,0.513524168,0.515440658,0.518812715,0.522017303,0.525148036,0.528371757,0.531439935,0.534951021,0.538372715,0.541757094,0.545214475
COM_SU_FO..PC,Comoros,Sugar,Per-capita food consumption [kg/p/d],45,COM,7,SU,211,FO..PC,9.052832887,9.259927144,10.0360908,9.964362713,11.10003704,10.68042115,11.13158082,11.62541957,11.76065215,12.01109234,12.26633966,12.55597394,12.8631146,13.14930223,13.44082062,13.75003233,14.088751,14.42601069,14.75611224,15.09798587,15.44546962
COM_VL_FO..PC,Comoros,Vegetable Oils,Per-capita food consumption [kg/p/d],45,COM,12,VL,211,FO..PC,0.000382845,0.000406925,0.000414359,0.000411865,0.000445467,0.000431646,0.000434844,0.000430317,0.000428853,0.000426718,0.00043638,0.000441301,0.000446554,0.000452217,0.000457166,0.000461637,0.00046617,0.000470599,0.000474851,0.000478944,0.00048281
COM_WT_FO..PC,Comoros,Wheat and products,Per-capita food consumption [kg/p/d],45,COM,2,WT,211,FO..PC,11.54611252,11.79292522,12.02503392,12.61202144,12.67631043,12.84930945,13.20009213,13.3716255,13.086969,13.05570289,13.19535746,13.35518418,13.51128684,13.66190372,13.82221589,13.98514461,14.15013517,14.31856337,14.48942928,14.66179243,14.83679059
CPV_BT_FO..PC,Cape Verde,Bovine,Per-capita food consumption [kg/p/d],35,CPV,19,BT,211,FO..PC,0.223802784,0.228221337,0.237172623,0.253105753,0.221471913,0.217476901,0.24293192,0.232054371,0.235932271,0.238214046,0.239957725,0.240792109,0.241530301,0.242517464,0.243362116,0.244363591,0.245321404,0.246296679,0.247294907,0.248281885,0.249285315
CPV_BV_FO..PC,Cape Verde,Butter,Per-capita food consumption [kg/p/d],35,CPV,14,BV,211,FO..PC,3.888442417,4.050306056,3.813780822,3.82867798,3.453635954,3.616769351,3.861813755,4.130254089,4.073932567,4.062701803,4.085285734,4.104186874,4.122162811,4.13608536,4.152409624,4.169588489,4.181651667,4.194906687,4.208002278,4.222126688,4.236878107
CPV_CN_FO..PC,Cape Verde,Coconuts,Per-capita food consumption [kg/p/d],35,CPV,11,CN,211,FO..PC,1.990509241,1.9682444,1.945604767,1.922684924,1.899562488,1.876478812,1.853362007,1.830201247,1.8072234,1.784602099,1.762586561,1.741213799,1.72043896,1.70025811,1.6806271,1.66153252,1.642977664,1.624998959,1.60760851,1.590816607,1.574624556
CPV_EG_FO..PC,Cape Verde,Eggs,Per-capita food consumption [kg/p/d],35,CPV,20,EG,211,FO..PC,4.784394832,4.538305564,4.766294901,4.844907033,4.595651869,4.816674339,4.844821425,4.754724258,4.810530102,4.855565765,4.892055084,4.913692862,4.93957238,4.966748082,4.998651424,5.029470738,5.061516277,5.092522018,5.126561407,5.160403571,5.196709687
CPV_FH_FO..PC,Cape Verde,Fish,Per-capita food consumption [kg/p/d],35,CPV,21,FH,211,FO..PC,10.80998273,12.45009162,11.68764065,12.33465996,12.48460083,13.50478159,14.0048498,14.10021098,14.66163046,15.01082213,15.50368561,15.486774,15.5815615,15.73426552,15.93442182,16.12552223,16.27106181,16.52075193,16.73181541,16.88059682,17.14936868
CPV_HFCS_FO..PC,Cape Verde,HFCS,Per-capita food consumption [kg/p/d],35,CPV,8,HFCS,211,FO..PC,0.054460492,0.053851324,0.053231902,0.052604813,0.051972182,0.05134061,0.050708133,0.050074453,0.049445777,0.048826856,0.048224509,0.047639749,0.047071348,0.046519198,0.045982092,0.045459663,0.044952,0.044460102,0.043984297,0.04352487,0.043081854
CPV_MA_FO..PC,Cape Verde,Maize and products,Per-capita food consumption [kg/p/d],35,CPV,1,MA,211,FO..PC,44.07737995,44.38293714,45.79560277,45.70231308,46.31040339,45.71592296,48.5718265,47.79610994,49.94102153,50.79310661,51.36201402,51.89435694,52.44973047,53.00654415,53.57194064,54.13959541,54.70397715,55.27569122,55.85613779,56.44170653,57.039092
CPV_MK_FO..PC,Cape Verde,Milk and Dairy,Per-capita food consumption [kg/p/d],35,CPV,18,MK,211,FO..PC,9.357796293,9.373227258,9.378923857,9.207687801,8.515988146,8.441690337,9.321399256,8.610052765,8.807763613,8.815678039,8.974927119,9.071609759,9.178134288,9.286558258,9.396226174,9.514395757,9.635228704,9.76079581,9.889256486,10.02039607,10.15454397
CPV_OCG_FO..PC,Cape Verde,Other Coarse Grains,Per-capita food consumption [kg/p/d],35,CPV,3,OCG,211,FO..PC,0.000956939,0.000995697,0.000979669,0.001017969,0.001012507,0.000999829,0.000934915,0.000965015,0.001001238,0.0009399,0.000948272,0.000956683,0.000965113,0.000972836,0.000981138,0.00098946,0.000997771,0.001006257,0.001014774,0.001023425,0.001032074
CPV_OOS_FO..PC,Cape Verde,Other Oilseeds,Per-capita food consumption [kg/p/d],35,CPV,10,OOS,211,FO..PC,0.015294524,0.016232082,0.017453753,0.017123875,0.016961024,0.017126606,0.016827192,0.016644582,0.016435612,0.016229885,0.016649986,0.016906095,0.017247813,0.017579228,0.017914077,0.018263714,0.018620859,0.018989905,0.019363458,0.019746945,0.020139586
CPV_PK_FO..PC,Cape Verde,Ovine,Per-capita food consumption [kg/p/d],35,CPV,16,PK,211,FO..PC,7.035305739,7.002773097,7.12712303,7.856708187,7.838859801,8.866960047,8.18219982,8.070398481,7.731284675,7.628808802,7.841947402,7.968069437,8.070857845,8.177679854,8.282513755,8.39213925,8.504200203,8.618800309,8.728153696,8.851428623,8.969225644
CPV_PS_FO..PC,Cape Verde,Pork,Per-capita food consumption [kg/p/d],35,CPV,6,PS,211,FO..PC,9.798725586,11.66805207,11.46551459,11.08318181,11.24984112,11.41895751,11.58999268,11.76276378,11.93864437,12.11880735,12.31508718,12.48999812,12.63837686,12.80554357,12.95620884,13.11152151,13.26803418,13.4213152,13.57604952,13.72878997,13.88318064
CPV_PT_FO..PC,Cape Verde,Poultry,Per-capita food consumption [kg/p/d],35,CPV,17,PT,211,FO..PC,22.82795875,23.64017462,25.10634075,24.94029152,24.05010869,24.15130736,23.75999749,24.93194032,26.03787873,25.09663592,26.3148268,26.7591294,27.20111752,27.64223947,28.08322541,28.51767686,28.9484377,29.38534273,29.83313135,30.28149166,30.72512062
CPV_RI_FO..PC,Cape Verde,Pulses,Per-capita food consumption [kg/p/d],35,CPV,4,RI,211,FO..PC,40.60532751,43.76206556,46.21755027,47.60570295,48.92937374,51.63863288,54.39331158,56.54614652,58.52581744,60.77379224,62.14060505,63.23700798,64.40317475,65.54667144,66.6978472,67.90465405,69.15479007,70.46265295,71.80404853,73.20683002,74.62222929
CPV_RT_FO..PC,Cape Verde,Rice and products,Per-capita food consumption [kg/p/d],35,CPV,5,RT,211,FO..PC,11.92016204,12.01799396,12.54932911,12.70157707,12.82374819,12.94884216,13.07301333,13.19108936,13.3155747,13.44282778,13.73163639,13.85382873,14.06795426,14.2230316,14.42547561,14.60288454,14.79758177,14.98605166,15.18145377,15.37583672,15.57536431
CPV_SB_FO..PC,Cape Verde,Roots and Tubers,Per-capita food consumption [kg/p/d],35,CPV,9,SB,211,FO..PC,0.000179146,0.000177142,0.000175104,0.000173042,0.000170961,0.000168883,0.000166803,0.000164718,0.00016265,0.000160614,0.000158633,0.000156709,0.00015484,0.000153023,0.000151256,0.000149538,0.000147868,0.00014625,0.000144685,0.000143173,0.000141716
CPV_SH_FO..PC,Cape Verde,Soybeans,Per-capita food consumption [kg/p/d],35,CPV,15,SH,211,FO..PC,1.718511895,1.796367334,1.709875532,1.783591257,1.751787776,1.74751403,1.671016104,1.705813509,1.695494279,1.653483345,1.664527377,1.665967755,1.673513328,1.680108728,1.685875901,1.691715513,1.696980979,1.703168712,1.709575174,1.715697943,1.722148756
CPV_SU_FO..PC,Cape Verde,Sugar,Per-capita food consumption [kg/p/d],35,CPV,7,SU,211,FO..PC,24.16323455,24.55142383,25.83655429,24.99607026,26.3890757,28.47019795,30.33238142,31.01493085,31.85507191,32.81819384,33.54935763,34.35603824,35.19628036,35.98885163,36.79255153,37.63724064,38.54917005,39.45486847,40.34313,41.26321586,42.20101368
CPV_VL_FO..PC,Cape Verde,Vegetable Oils,Per-capita food consumption [kg/p/d],35,CPV,12,VL,211,FO..PC,3.179399153,3.722341775,4.201669807,3.709098276,4.293537493,4.144386124,4.147200328,4.421826741,4.583251478,4.614548797,4.671816852,4.750731314,4.838006165,4.937955298,5.039069831,5.139969984,5.246877759,5.357669443,5.471746083,5.589322178,5.710816221
CPV_WT_FO..PC,Cape Verde,Wheat and products,Per-capita food consumption [kg/p/d],35,CPV,2,WT,211,FO..PC,42.0712477,42.93776601,43.74580099,44.93263259,46.55834421,50.30646484,50.64825195,49.81677975,51.68844956,51.57129208,53.1177827,53.78028322,54.38878893,54.94390576,55.50660493,56.0780102,56.65585678,57.24710904,57.84331246,58.44281782,59.05092853
CRI_BT_FO..PC,Costa Rica,Bovine,Per-capita food consumption [kg/p/d],48,CRI,19,BT,211,FO..PC,1.334945286,1.381278231,1.349353089,1.350392233,1.341157027,1.360388027,1.508202334,1.556167514,1.586211694,1.526656902,1.546893275,1.562283137,1.577434671,1.594090729,1.610326404,1.627545674,1.644687926,1.662100826,1.679765369,1.697473548,1.715381765
CRI_BV_FO..PC,Costa Rica,Butter,Per-capita food consumption [kg/p/d],48,CRI,14,BV,211,FO..PC,11.18514371,11.54540559,12.099174,12.39071063,11.52170009,10.56412939,10.52038658,10.39431888,10.02089038,9.861173789,9.818196288,9.806853956,9.800352382,9.790262489,9.786871399,9.787220162,9.781275879,9.779487634,9.780137434,9.783908201,9.791020932
CRI_CN_FO..PC,Costa Rica,Coconuts,Per-capita food consumption [kg/p/d],48,CRI,11,CN,211,FO..PC,0.220008459,0.2173689,0.214863294,0.212476588,0.210191108,0.207993089,0.205876797,0.203841639,0.201889719,0.200024651,0.19824831,0.196558536,0.194950163,0.193419414,0.191961644,0.190572859,0.189250166,0.187992321,0.186797622,0.185664372,0.184591113
CRI_EG_FO..PC,Costa Rica,Eggs,Per-capita food consumption [kg/p/d],48,CRI,20,EG,211,FO..PC,11.36629974,11.70271737,11.69307356,12.03587382,11.97616125,11.95973029,11.65367625,11.33030273,11.47656055,11.56444605,11.66991364,11.79753262,11.94076119,12.08526081,12.23816088,12.3912356,12.55412536,12.71463533,12.88641203,13.06285098,13.24450712
CRI_FH_FO..PC,Costa Rica,Fish,Per-capita food consumption [kg/p/d],48,CRI,21,FH,211,FO..PC,14.64415276,14.66999798,15.85868658,14.89942773,15.62764031,14.53642909,14.96960428,15.20536433,15.80565836,16.9352834,16.53681964,16.48069957,16.65875632,16.75771167,16.83022924,16.92235072,16.92603557,17.18221049,17.39505079,17.61022576,17.78080029
CRI_HFCS_FO..PC,Costa Rica,HFCS,Per-capita food consumption [kg/p/d],48,CRI,8,HFCS,211,FO..PC,0.166404484,0.164408041,0.162512914,0.160707717,0.158979082,0.1573166,0.155715933,0.15417663,0.152700286,0.151289633,0.149946088,0.14866802,0.147451518,0.146293729,0.145191137,0.144140723,0.143140297,0.14218892,0.141285304,0.140428164,0.1396164
CRI_MA_FO..PC,Costa Rica,Maize and products,Per-capita food consumption [kg/p/d],48,CRI,1,MA,211,FO..PC,9.132635191,9.13355594,9.442530404,9.615539765,9.65970058,9.587168173,9.706287968,9.938014497,9.922730413,9.771532925,9.790854528,9.81987441,9.856838703,9.896723942,9.940738237,9.987386397,10.03661895,10.08913897,10.14534306,10.20441509,10.26733579
CRI_MK_FO..PC,Costa Rica,Milk and Dairy,Per-capita food consumption [kg/p/d],48,CRI,18,MK,211,FO..PC,23.57885538,25.22140257,24.46759959,24.11380682,23.49831226,23.6315576,20.0023633,20.78210615,20.82417923,18.74384999,18.82585177,18.86365566,18.92277009,18.9922872,19.06519561,19.14477509,19.23480462,19.32797856,19.43074434,19.53799429,19.65028224
CRI_OCG_FO..PC,Costa Rica,Other Coarse Grains,Per-capita food consumption [kg/p/d],48,CRI,3,OCG,211,FO..PC,0.000175399,0.00017299,0.000160501,0.000161721,0.000135403,0.00013088,0.000111499,0.000112746,0.000108765,0.000108268,0.000107409,0.00010662,0.000105905,0.00010515,0.000104443,0.000103752,0.000103078,0.000102415,0.000101759,0.000101104,0.00010045
CRI_OOS_FO..PC,Costa Rica,Other Oilseeds,Per-capita food consumption [kg/p/d],48,CRI,10,OOS,211,FO..PC,0.009573192,0.010319204,0.010889318,0.010086951,0.009530505,0.009742248,0.010016947,0.010527128,0.01116909,0.011266973,0.011361752,0.011416661,0.011496484,0.011583166,0.0116636,0.01174788,0.011834236,0.01192377,0.012013692,0.012104561,0.012196275
CRI_PK_FO..PC,Costa Rica,Ovine,Per-capita food consumption [kg/p/d],48,CRI,16,PK,211,FO..PC,10.53710162,11.19722618,10.81022341,11.37764516,12.4837604,12.32758035,11.62780552,11.63674644,12.00357061,12.06061537,12.10377763,12.22474927,12.30252141,12.37946934,12.47377128,12.57200857,12.67377407,12.78199465,12.88934067,13.00726979,13.12627929
CRI_PS_FO..PC,Costa Rica,Pork,Per-capita food consumption [kg/p/d],48,CRI,6,PS,211,FO..PC,9.094141755,9.4419246,9.638411632,9.819997175,10.01106361,10.09994133,10.19403343,10.31262163,10.44654729,10.60338392,10.70652474,10.84363309,10.97416732,11.11788962,11.25921657,11.4059196,11.55894391,11.71279178,11.87160876,12.03235414,12.1962645
CRI_PT_FO..PC,Costa Rica,Poultry,Per-capita food consumption [kg/p/d],48,CRI,17,PT,211,FO..PC,28.62022576,28.72599206,27.16716668,27.78803968,27.70086423,27.66196475,26.58556046,26.51542005,26.58286935,26.55503763,26.59383884,26.62338553,26.66643339,26.72014186,26.78360192,26.85082713,26.9228706,27.00217836,27.09257116,27.18809075,27.29232791
CRI_RI_FO..PC,Costa Rica,Pulses,Per-capita food consumption [kg/p/d],48,CRI,4,RI,211,FO..PC,44.01778469,44.14999527,44.40398067,44.48367769,44.70195119,44.6487075,43.47457703,42.59203731,42.5932218,43.04221418,43.40125386,43.79807628,44.21780194,44.61998969,45.02546282,45.44564433,45.873225,46.30938373,46.75553519,47.21021638,47.66163418
CRI_RT_FO..PC,Costa Rica,Rice and products,Per-capita food consumption [kg/p/d],48,CRI,5,RT,211,FO..PC,5.556120017,5.529360373,5.489818017,5.87366658,5.949962408,6.068967483,6.18457763,6.313423266,6.405923718,6.504798338,6.570615617,6.654780627,6.742380834,6.834126197,6.927546697,7.023585842,7.120155171,7.219727266,7.319314306,7.421323384,7.522658089
CRI_SB_FO..PC,Costa Rica,Roots and Tubers,Per-capita food consumption [kg/p/d],48,CRI,9,SB,211,FO..PC,1.98008E-05,1.95632E-05,1.93377E-05,1.91229E-05,1.89172E-05,1.87194E-05,1.85289E-05,1.83457E-05,1.81701E-05,1.80022E-05,1.78423E-05,1.76903E-05,1.75455E-05,1.74077E-05,1.72765E-05,1.71516E-05,1.70325E-05,1.69193E-05,1.68118E-05,1.67098E-05,1.66132E-05
CRI_SH_FO..PC,Costa Rica,Soybeans,Per-capita food consumption [kg/p/d],48,CRI,15,SH,211,FO..PC,0.014294296,0.014768291,0.013929283,0.012320363,0.011908692,0.011500269,0.011426521,0.011540562,0.011264426,0.011162387,0.011107881,0.010995115,0.010922379,0.010850296,0.01077691,0.010707359,0.010638387,0.010577731,0.010522458,0.010467964,0.010417974
CRI_SU_FO..PC,Costa Rica,Sugar,Per-capita food consumption [kg/p/d],48,CRI,7,SU,211,FO..PC,51.45076633,51.98505115,52.67716229,53.30280578,51.59876289,49.42185536,47.57337424,47.34080681,46.15231152,46.28886572,46.12633957,46.01369292,45.91902883,45.78367228,45.64913201,45.53493172,45.45675672,45.3629585,45.24835086,45.14152022,45.03281386
CRI_VL_FO..PC,Costa Rica,Vegetable Oils,Per-capita food consumption [kg/p/d],48,CRI,12,VL,211,FO..PC,19.04307317,18.60297768,19.71402996,19.49483208,20.51527856,17.87039043,18.11480804,17.76840771,17.17906619,17.7346927,18.51770431,18.55478701,18.60973982,18.67585616,18.73958841,18.7981483,18.86608672,18.93929536,19.01770362,19.10083554,19.18747453
CRI_WT_FO..PC,Costa Rica,Wheat and products,Per-capita food consumption [kg/p/d],48,CRI,2,WT,211,FO..PC,46.98534225,47.32285003,47.84777182,47.2565641,47.45415963,45.32561942,44.93391223,45.8915582,48.32924982,48.12968598,48.14025896,48.15915817,48.18190238,48.19941037,48.23165539,48.26243203,48.29954349,48.33696189,48.37707779,48.4154769,48.4552513
CUB_BT_FO..PC,Cuba,Bovine,Per-capita food consumption [kg/p/d],49,CUB,19,BT,211,FO..PC,0.154675792,0.161679535,0.159398527,0.160888805,0.161136239,0.164861833,0.184419749,0.192039831,0.197563499,0.191869378,0.196095842,0.199675708,0.203199399,0.206897283,0.210533896,0.214302799,0.218066571,0.221868806,0.225716651,0.229594407,0.233533046
CUB_BV_FO..PC,Cuba,Butter,Per-capita food consumption [kg/p/d],49,CUB,14,BV,211,FO..PC,6.485789942,6.763095282,7.152812579,7.387960031,6.927756071,6.406981388,6.437866172,6.419385148,6.246177198,6.202335611,6.228768221,6.272744866,6.317935029,6.359141886,6.403455899,6.449357371,6.490281364,6.533071473,6.576916977,6.622669525,6.670800617
CUB_CN_FO..PC,Cuba,Coconuts,Per-capita food consumption [kg/p/d],49,CUB,11,CN,211,FO..PC,0.088237494,0.088069635,0.087856891,0.087625777,0.087414371,0.087249135,0.087138509,0.087072853,0.087039156,0.087016708,0.086990621,0.086958552,0.086925969,0.086895387,0.086871531,0.086858157,0.086855387,0.086862814,0.086884283,0.086924412,0.086986778
CUB_EG_FO..PC,Cuba,Eggs,Per-capita food consumption [kg/p/d],49,CUB,20,EG,211,FO..PC,8.406970268,8.744241125,8.817569706,9.153876414,9.185287463,9.252098175,9.096457423,8.925612063,9.124705117,9.277919082,9.44359163,9.625386984,9.818939248,10.01288672,10.21376345,10.4152763,10.62560271,10.83438621,11.05372133,11.27866724,11.51025324
CUB_FH_FO..PC,Cuba,Fish,Per-capita food consumption [kg/p/d],49,CUB,21,FH,211,FO..PC,5.046559557,5.107121708,5.571834155,5.279681841,5.58443538,5.239469618,5.444154073,5.580897799,5.855047487,6.330368043,6.23494019,6.264889284,6.382427369,6.468874637,6.544408718,6.62716248,6.674720849,6.821661801,6.952050929,7.084276124,7.199645734
CUB_HFCS_FO..PC,Cuba,HFCS,Per-capita food consumption [kg/p/d],49,CUB,8,HFCS,211,FO..PC,5.28648E-05,5.27642E-05,5.26367E-05,5.24983E-05,5.23716E-05,5.22726E-05,5.22063E-05,5.2167E-05,5.21468E-05,5.21334E-05,5.21177E-05,5.20985E-05,5.2079E-05,5.20607E-05,5.20464E-05,5.20384E-05,5.20367E-05,5.20412E-05,5.2054E-05,5.20781E-05,5.21154E-05
CUB_MA_FO..PC,Cuba,Maize and products,Per-capita food consumption [kg/p/d],49,CUB,1,MA,211,FO..PC,32.14269387,32.47439407,33.88241573,34.79900627,35.25368646,35.29189249,36.05190926,37.25305337,37.54084409,37.3038968,37.7012639,38.12402107,38.56878568,39.01759416,39.47789892,39.94604518,40.42223328,40.90913184,41.41035855,41.92505904,42.45927738
CUB_MK_FO..PC,Cuba,Milk and Dairy,Per-capita food consumption [kg/p/d],49,CUB,18,MK,211,FO..PC,8.564321272,9.254532122,9.060692868,9.006229737,8.850373786,8.977615875,7.667265072,8.039626574,8.130641334,7.384725739,7.481247392,7.557927077,7.641297314,7.72734619,7.813771876,7.902350252,7.994746853,8.087916594,8.184944912,8.284181671,8.386247877
CUB_OCG_FO..PC,Cuba,Other Coarse Grains,Per-capita food consumption [kg/p/d],49,CUB,3,OCG,211,FO..PC,7.03463E-05,7.00889E-05,6.56282E-05,6.66939E-05,5.63114E-05,5.49018E-05,4.71926E-05,4.81605E-05,4.6891E-05,4.70997E-05,4.71305E-05,4.71692E-05,4.72217E-05,4.72394E-05,4.72652E-05,4.72875E-05,4.73071E-05,4.73214E-05,4.73307E-05,4.7335E-05,4.73363E-05
CUB_OOS_FO..PC,Cuba,Other Oilseeds,Per-capita food consumption [kg/p/d],49,CUB,10,OOS,211,FO..PC,0.462214738,0.503324674,0.536028026,0.500787993,0.477152984,0.491976802,0.510400779,0.541343585,0.579684219,0.590064639,0.600179895,0.608040768,0.6171123,0.626465479,0.635431639,0.644588114,0.653843698,0.663255085,0.672697156,0.682237272,0.6918993
CUB_PK_FO..PC,Cuba,Ovine,Per-capita food consumption [kg/p/d],49,CUB,16,PK,211,FO..PC,15.55652962,16.70002049,16.27144169,17.27233087,19.11136413,19.03565537,18.11666471,18.29781405,19.04972376,19.31373901,19.55066967,19.90848066,20.19286003,20.47276254,20.77966583,21.0926912,21.41135827,21.74053266,22.06878104,22.41698001,22.76993879
CUB_PS_FO..PC,Cuba,Pork,Per-capita food consumption [kg/p/d],49,CUB,6,PS,211,FO..PC,16.04064723,16.8242494,17.33266931,17.81059971,18.31028482,18.63277155,18.97558427,19.37337739,19.80704197,20.286634,20.66130949,21.09801457,21.52008088,21.96672915,22.40874692,22.86263319,23.33055287,23.80129507,24.28431376,24.77480121,25.27642643
CUB_PT_FO..PC,Cuba,Poultry,Per-capita food consumption [kg/p/d],49,CUB,17,PT,211,FO..PC,25.34068139,25.69421008,24.52389192,25.29939615,25.43274651,25.6169073,24.84162427,25.00459538,25.30077177,25.50336542,25.76175321,26.00250089,26.24957764,26.50128066,26.75860357,27.01709663,27.27804886,27.54381115,27.81964268,28.10110182,28.39320934
CUB_RI_FO..PC,Cuba,Pulses,Per-capita food consumption [kg/p/d],49,CUB,4,RI,211,FO..PC,63.79063894,64.63599415,65.60704664,66.28823683,67.17535358,67.67622125,66.48950059,65.7405406,66.35229381,67.65948904,68.81453767,70.01489007,71.2423233,72.43377247,73.6268443,74.84396896,76.07373674,77.31749394,78.58106207,79.86641044,81.15707198
CUB_RT_FO..PC,Cuba,Rice and products,Per-capita food consumption [kg/p/d],49,CUB,5,RT,211,FO..PC,23.15124157,23.27515411,23.32171207,25.16627687,25.70819591,26.44940573,27.1957881,28.01842129,28.69267967,29.39962863,29.95421064,30.58743202,31.23403561,31.89837292,32.57102012,33.25809253,33.94992604,34.65799679,35.36951924,36.09802397,36.83007999
CUB_SB_FO..PC,Cuba,Roots and Tubers,Per-capita food consumption [kg/p/d],49,CUB,9,SB,211,FO..PC,7.94137E-06,7.92627E-06,7.90712E-06,7.88632E-06,7.86729E-06,7.85242E-06,7.84247E-06,7.83656E-06,7.83352E-06,7.8315E-06,7.82916E-06,7.82627E-06,7.82334E-06,7.82058E-06,7.81844E-06,7.81723E-06,7.81698E-06,7.81765E-06,7.81959E-06,7.8232E-06,7.82881E-06
CUB_SH_FO..PC,Cuba,Soybeans,Per-capita food consumption [kg/p/d],49,CUB,15,SH,211,FO..PC,1.111540942,1.160133447,1.10431069,0.985129258,0.960243666,0.935339195,0.937703768,0.955797166,0.941582619,0.941510356,0.945024514,0.943124645,0.944261121,0.945120467,0.945597236,0.946195392,0.946640705,0.947622142,0.948933994,0.950220373,0.951863429
CUB_SU_FO..PC,Cuba,Sugar,Per-capita food consumption [kg/p/d],49,CUB,7,SU,211,FO..PC,47.10174374,48.07713887,49.16627681,50.17671435,48.9822959,47.32194895,45.96190581,46.15905182,45.41771427,45.96497365,46.20013866,46.46637924,46.73583273,46.95032797,47.15490696,47.37242332,47.6200985,47.84389244,48.04010902,48.24149104,48.43986149
CUB_VL_FO..PC,Cuba,Vegetable Oils,Per-capita food consumption [kg/p/d],49,CUB,12,VL,211,FO..PC,22.73409073,22.43561707,23.99472505,23.93134256,25.39643059,22.31377418,22.82250044,22.5925447,22.04584678,22.96516444,24.18671279,24.43448171,24.6997756,24.97491057,25.24351523,25.50300749,25.77324397,26.0485988,26.33023402,26.61903593,26.91454484
CUB_WT_FO..PC,Cuba,Wheat and products,Per-capita food consumption [kg/p/d],49,CUB,2,WT,211,FO..PC,54.96104762,55.92145994,57.06293935,56.84100676,57.56010865,55.4542448,55.46969468,57.1743845,60.77001455,61.06761723,61.60985396,62.14098021,62.65975672,63.156376,63.66108059,64.15604522,64.65205583,65.14063007,65.62787318,66.1113805,66.59814435
DJI_BT_FO..PC,Djibouti,Bovine,Per-capita food consumption [kg/p/d],72,DJI,19,BT,211,FO..PC,0.108055631,0.105951641,0.106422206,0.105261345,0.116943197,0.12116355,0.105925167,0.104908883,0.102117619,0.100237309,0.101092228,0.101567564,0.102012824,0.102566646,0.103055836,0.103627805,0.10419777,0.104781619,0.105383521,0.105988097,0.106607381
