"","iso3","country","nutrient","units","scenario","year","intake_orig","intake","intake_diff","intake_diff_cap"
"558","CRI","Costa Rica","Vitamin B12","ug/p/d","High",2030,13.766548811,13.766548811,0,0
"559","CRI","Costa Rica","Zinc","mg/p/d","Base",2030,20.190650778,20.190650778,0,0
"560","CRI","Costa Rica","Zinc","mg/p/d","High",2030,20.202907381,20.202907381,0,0
"561","CIV","Côte d’Ivoire","Calcium","mg/p/d","Base",2030,631.851977201,795.59691629345,163.74493909245,163.74493909245
"562","CIV","Côte d’Ivoire","Calcium","mg/p/d","High",2030,634.089995171,810.416713099846,176.326717928846,176.326717928846
"563","CIV","Côte d’Ivoire","Iron","mg/p/d","Base",2030,35.273887737,39.1280810774222,3.8541933404222,3.8541933404222
"564","CIV","Côte d’Ivoire","Iron","mg/p/d","High",2030,35.348108083,39.498123520867,4.150015437867,3.96167470982138
"565","CIV","Côte d’Ivoire","Omega-3 fatty acids","g/p/d","Base",2030,0.37177462,2.63722493300703,2.26545031300703,2.26545031300703
"566","CIV","Côte d’Ivoire","Omega-3 fatty acids","g/p/d","High",2030,0.394794066,2.83448269292969,2.43968862692969,2.43968862692969
"567","CIV","Côte d’Ivoire","Protein","g/p/d","Base",2030,122.246478087,123.833627844511,1.587149757511,1.587149757511
"568","CIV","Côte d’Ivoire","Protein","g/p/d","High",2030,123.582176583,125.267371092763,1.68519450976299,1.68029227215039
"569","CIV","Côte d’Ivoire","Vitamin A","mg/p/d retinol","Base",2030,1176.370424285,1240.99168613381,64.62126184881,64.62126184881
"570","CIV","Côte d’Ivoire","Vitamin A","mg/p/d retinol","High",2030,1177.870664254,1247.44367668776,69.5730124337599,69.5730124337599
"571","CIV","Côte d’Ivoire","Vitamin B12","ug/p/d","Base",2030,11.482540167,17.2886224069241,5.8060822399241,5.8060822399241
"572","CIV","Côte d’Ivoire","Vitamin B12","ug/p/d","High",2030,11.58199449,17.8338719756963,6.2518774856963,6.2518774856963
"573","CIV","Côte d’Ivoire","Zinc","mg/p/d","Base",2030,19.327078181,21.6765215272616,2.3494433462616,2.3494433462616
"574","CIV","Côte d’Ivoire","Zinc","mg/p/d","High",2030,19.373470775,21.9032061619961,2.5297353869961,2.5297353869961
"575","HRV","Croatia","Calcium","mg/p/d","Base",2030,0,0,0,0
"576","HRV","Croatia","Calcium","mg/p/d","High",2030,0,0,0,0
"577","HRV","Croatia","Iron","mg/p/d","Base",2030,0,0,0,0
"578","HRV","Croatia","Iron","mg/p/d","High",2030,0,0,0,0
"579","HRV","Croatia","Omega-3 fatty acids","g/p/d","Base",2030,0,0,0,0
"580","HRV","Croatia","Omega-3 fatty acids","g/p/d","High",2030,0,0,0,0
"581","HRV","Croatia","Protein","g/p/d","Base",2030,0,0,0,0
"582","HRV","Croatia","Protein","g/p/d","High",2030,0,0,0,0
"583","HRV","Croatia","Vitamin A","mg/p/d retinol","Base",2030,0,0,0,0
"584","HRV","Croatia","Vitamin A","mg/p/d retinol","High",2030,0,0,0,0
"585","HRV","Croatia","Vitamin B12","ug/p/d","Base",2030,0,0,0,0
"586","HRV","Croatia","Vitamin B12","ug/p/d","High",2030,0,0,0,0
"587","HRV","Croatia","Zinc","mg/p/d","Base",2030,0,0,0,0
"588","HRV","Croatia","Zinc","mg/p/d","High",2030,0,0,0,0
"589","CUB","Cuba","Calcium","mg/p/d","Base",2030,1409.945316946,1409.945316946,0,0
"590","CUB","Cuba","Calcium","mg/p/d","High",2030,1408.848676991,1408.848676991,0,0
"591","CUB","Cuba","Iron","mg/p/d","Base",2030,81.999702206,81.999702206,0,0
"592","CUB","Cuba","Iron","mg/p/d","High",2030,81.964516503,81.964516503,0,0
"593","CUB","Cuba","Omega-3 fatty acids","g/p/d","Base",2030,3.46621271,3.46621271,0,0
"594","CUB","Cuba","Omega-3 fatty acids","g/p/d","High",2030,3.469198762,3.469198762,0,0
"595","CUB","Cuba","Protein","g/p/d","Base",2030,221.825781983,221.825781983,0,0
"596","CUB","Cuba","Protein","g/p/d","High",2030,221.894069025,221.894069025,0,0
"597","CUB","Cuba","Vitamin A","mg/p/d retinol","Base",2030,2642.496146453,2642.496146453,0,0
"598","CUB","Cuba","Vitamin A","mg/p/d retinol","High",2030,2639.191143521,2639.191143521,0,0
"599","CUB","Cuba","Vitamin B12","ug/p/d","Base",2030,11.539836845,11.539836845,0,0
"600","CUB","Cuba","Vitamin B12","ug/p/d","High",2030,11.558549945,11.558549945,0,0
"601","CUB","Cuba","Zinc","mg/p/d","Base",2030,37.66713928,37.66713928,0,0
"602","CUB","Cuba","Zinc","mg/p/d","High",2030,37.633319497,37.633319497,0,0
"603","CYP","Cyprus","Calcium","mg/p/d","Base",2030,0,0,0,0
"604","CYP","Cyprus","Calcium","mg/p/d","High",2030,0,0,0,0
"605","CYP","Cyprus","Iron","mg/p/d","Base",2030,0,0,0,0
"606","CYP","Cyprus","Iron","mg/p/d","High",2030,0,0,0,0
"607","CYP","Cyprus","Omega-3 fatty acids","g/p/d","Base",2030,0,0,0,0
"608","CYP","Cyprus","Omega-3 fatty acids","g/p/d","High",2030,0,0,0,0
"609","CYP","Cyprus","Protein","g/p/d","Base",2030,0,0,0,0
"610","CYP","Cyprus","Protein","g/p/d","High",2030,0,0,0,0
"611","CYP","Cyprus","Vitamin A","mg/p/d retinol","Base",2030,0,0,0,0
"612","CYP","Cyprus","Vitamin A","mg/p/d retinol","High",2030,0,0,0,0
"613","CYP","Cyprus","Vitamin B12","ug/p/d","Base",2030,0,0,0,0
"614","CYP","Cyprus","Vitamin B12","ug/p/d","High",2030,0,0,0,0
"615","CYP","Cyprus","Zinc","mg/p/d","Base",2030,0,0,0,0
"616","CYP","Cyprus","Zinc","mg/p/d","High",2030,0,0,0,0
"617","CZE","Czechia","Calcium","mg/p/d","Base",2030,0,0,0,0
"618","CZE","Czechia","Calcium","mg/p/d","High",2030,0,0,0,0
"619","CZE","Czechia","Iron","mg/p/d","Base",2030,0,0,0,0
"620","CZE","Czechia","Iron","mg/p/d","High",2030,0,0,0,0
"621","CZE","Czechia","Omega-3 fatty acids","g/p/d","Base",2030,0,0,0,0
"622","CZE","Czechia","Omega-3 fatty acids","g/p/d","High",2030,0,0,0,0
"623","CZE","Czechia","Protein","g/p/d","Base",2030,0,0,0,0
"624","CZE","Czechia","Protein","g/p/d","High",2030,0,0,0,0
"625","CZE","Czechia","Vitamin A","mg/p/d retinol","Base",2030,0,0,0,0
"626","CZE","Czechia","Vitamin A","mg/p/d retinol","High",2030,0,0,0,0
"627","CZE","Czechia","Vitamin B12","ug/p/d","Base",2030,0,0,0,0
"628","CZE","Czechia","Vitamin B12","ug/p/d","High",2030,0,0,0,0
"629","CZE","Czechia","Zinc","mg/p/d","Base",2030,0,0,0,0
"630","CZE","Czechia","Zinc","mg/p/d","High",2030,0,0,0,0
"631","CZ2","Czechoslovakia","Calcium","mg/p/d","Base",2030,0,0,0,0
"632","CZ2","Czechoslovakia","Calcium","mg/p/d","High",2030,0,0,0,0
"633","CZ2","Czechoslovakia","Iron","mg/p/d","Base",2030,0,0,0,0
"634","CZ2","Czechoslovakia","Iron","mg/p/d","High",2030,0,0,0,0
"635","CZ2","Czechoslovakia","Omega-3 fatty acids","g/p/d","Base",2030,0,0,0,0
"636","CZ2","Czechoslovakia","Omega-3 fatty acids","g/p/d","High",2030,0,0,0,0
"637","CZ2","Czechoslovakia","Protein","g/p/d","Base",2030,0,0,0,0
"638","CZ2","Czechoslovakia","Protein","g/p/d","High",2030,0,0,0,0
"639","CZ2","Czechoslovakia","Vitamin A","mg/p/d retinol","Base",2030,0,0,0,0
"640","CZ2","Czechoslovakia","Vitamin A","mg/p/d retinol","High",2030,0,0,0,0
"641","CZ2","Czechoslovakia","Vitamin B12","ug/p/d","Base",2030,0,0,0,0
"642","CZ2","Czechoslovakia","Vitamin B12","ug/p/d","High",2030,0,0,0,0
"643","CZ2","Czechoslovakia","Zinc","mg/p/d","Base",2030,0,0,0,0
"644","CZ2","Czechoslovakia","Zinc","mg/p/d","High",2030,0,0,0,0
"645","DNK","Denmark","Calcium","mg/p/d","Base",2030,0,0,0,0
"646","DNK","Denmark","Calcium","mg/p/d","High",2030,0,0,0,0
"647","DNK","Denmark","Iron","mg/p/d","Base",2030,0,0,0,0
"648","DNK","Denmark","Iron","mg/p/d","High",2030,0,0,0,0
"649","DNK","Denmark","Omega-3 fatty acids","g/p/d","Base",2030,0,0,0,0
"650","DNK","Denmark","Omega-3 fatty acids","g/p/d","High",2030,0,0,0,0
"651","DNK","Denmark","Protein","g/p/d","Base",2030,0,0,0,0
"652","DNK","Denmark","Protein","g/p/d","High",2030,0,0,0,0
"653","DNK","Denmark","Vitamin A","mg/p/d retinol","Base",2030,0,0,0,0
"654","DNK","Denmark","Vitamin A","mg/p/d retinol","High",2030,0,0,0,0
"655","DNK","Denmark","Vitamin B12","ug/p/d","Base",2030,0,0,0,0
"656","DNK","Denmark","Vitamin B12","ug/p/d","High",2030,0,0,0,0
"657","DNK","Denmark","Zinc","mg/p/d","Base",2030,0,0,0,0
"658","DNK","Denmark","Zinc","mg/p/d","High",2030,0,0,0,0
"659","DJI","Djibouti","Calcium","mg/p/d","Base",2030,822.447109399,880.926911170098,58.479801771098,58.479801771098
"660","DJI","Djibouti","Calcium","mg/p/d","High",2030,823.055363232,883.428686253577,60.373323021577,60.373323021577
"661","DJI","Djibouti","Iron","mg/p/d","Base",2030,44.413419794,45.4665782388405,1.0531584448405,1.0531584448405
"662","DJI","Djibouti","Iron","mg/p/d","High",2030,44.45959296,45.5462781991032,1.0866852391032,1.0866852391032
"663","DJI","Djibouti","Omega-3 fatty acids","g/p/d","Base",2030,0.73242255,1.78353881102218,1.05111626102218,1.05111626102218
"664","DJI","Djibouti","Omega-3 fatty acids","g/p/d","High",2030,0.733322301,1.81864691044066,1.08532460944066,1.08532460944066
"665","DJI","Djibouti","Protein","g/p/d","Base",2030,148.150481576,150.065388110856,1.91490653485599,1.68029227215039
"666","DJI","Djibouti","Protein","g/p/d","High",2030,148.438155038,150.393918507926,1.95576346992601,1.68029227215039
"667","DJI","Djibouti","Vitamin A","mg/p/d retinol","Base",2030,910.458206248,939.72433564588,29.26612939788,29.26612939788
"668","DJI","Djibouti","Vitamin A","mg/p/d retinol","High",2030,911.444783132,941.655988993333,30.211205861333,30.211205861333
"669","DJI","Djibouti","Vitamin B12","ug/p/d","Base",2030,8.547954484,12.6530776384903,4.1051231544903,4.1051231544903
"670","DJI","Djibouti","Vitamin B12","ug/p/d","High",2030,8.569368788,12.8076148158104,4.2382460278104,4.2382460278104
"671","DJI","Djibouti","Zinc","mg/p/d","Base",2030,18.596595431,20.1807883830966,1.5841929520966,1.5841929520966
"672","DJI","Djibouti","Zinc","mg/p/d","High",2030,18.621762289,20.2572151561383,1.6354528671383,1.6354528671383
"673","DMA","Dominica","Calcium","mg/p/d","Base",2030,1692.418442552,1844.00615017786,151.58770762586,151.58770762586
"674","DMA","Dominica","Calcium","mg/p/d","High",2030,1690.612439563,1844.67886114846,154.06642158546,154.06642158546
"675","DMA","Dominica","Iron","mg/p/d","Base",2030,38.843107757,42.2165911164255,3.3734833594255,3.3734833594255
"676","DMA","Dominica","Iron","mg/p/d","High",2030,38.862558783,42.2779461725424,3.4153873895424,3.4153873895424
"677","DMA","Dominica","Omega-3 fatty acids","g/p/d","Base",2030,2.710954864,4.8708165915146,2.1598617275146,2.1598617275146
"678","DMA","Dominica","Omega-3 fatty acids","g/p/d","High",2030,2.719944562,4.91850848516279,2.19856392316279,2.19856392316279
"679","DMA","Dominica","Protein","g/p/d","Base",2030,166.315491541,166.955332424998,0.639840883998005,0.639840883998005
"680","DMA","Dominica","Protein","g/p/d","High",2030,167.217260319,167.392344291856,0.175083972856015,0.175083972856015
"681","DMA","Dominica","Vitamin A","mg/p/d retinol","Base",2030,2445.389653708,2508.86698100138,63.4773272933799,63.4773272933799
"682","DMA","Dominica","Vitamin A","mg/p/d retinol","High",2030,2439.293243693,2503.72477606732,64.4315323743199,64.4315323743199
"683","DMA","Dominica","Vitamin B12","ug/p/d","Base",2030,11.055179517,16.6737223606822,5.6185428436822,5.6185428436822
"684","DMA","Dominica","Vitamin B12","ug/p/d","High",2030,11.133150207,16.8256505760044,5.6925003690044,5.6925003690044
"685","DMA","Dominica","Zinc","mg/p/d","Base",2030,20.917132478,23.1887626888157,2.2716302108157,2.2716302108157
"686","DMA","Dominica","Zinc","mg/p/d","High",2030,20.916355919,23.2170862098968,2.3007302908968,2.3007302908968
"687","DOM","Dominican Republic","Calcium","mg/p/d","Base",2030,1162.191623026,1162.191623026,0,0
"688","DOM","Dominican Republic","Calcium","mg/p/d","High",2030,1160.909907608,1160.909907608,0,0
"689","DOM","Dominican Republic","Iron","mg/p/d","Base",2030,34.147784462,34.147784462,0,0
"690","DOM","Dominican Republic","Iron","mg/p/d","High",2030,34.122765157,34.122765157,0,0
"691","DOM","Dominican Republic","Omega-3 fatty acids","g/p/d","Base",2030,4.367403528,4.367403528,0,0
"692","DOM","Dominican Republic","Omega-3 fatty acids","g/p/d","High",2030,4.369126529,4.369126529,0,0
"693","DOM","Dominican Republic","Protein","g/p/d","Base",2030,148.973916205,148.973916205,0,0
"694","DOM","Dominican Republic","Protein","g/p/d","High",2030,149.295472462,149.295472462,0,0
"695","DOM","Dominican Republic","Vitamin A","mg/p/d retinol","Base",2030,2365.533492007,2365.533492007,0,0
"696","DOM","Dominican Republic","Vitamin A","mg/p/d retinol","High",2030,2359.896606423,2359.896606423,0,0
"697","DOM","Dominican Republic","Vitamin B12","ug/p/d","Base",2030,11.804008604,11.804008604,0,0
"698","DOM","Dominican Republic","Vitamin B12","ug/p/d","High",2030,11.835855046,11.835855046,0,0
"699","DOM","Dominican Republic","Zinc","mg/p/d","Base",2030,19.056262202,19.056262202,0,0
"700","DOM","Dominican Republic","Zinc","mg/p/d","High",2030,19.035597289,19.035597289,0,0
"701","ECU","Ecuador","Calcium","mg/p/d","Base",2030,823.884576193,823.884576193,0,0
"702","ECU","Ecuador","Calcium","mg/p/d","High",2030,823.229118967,823.229118967,0,0
"703","ECU","Ecuador","Iron","mg/p/d","Base",2030,28.304112141,28.304112141,0,0
"704","ECU","Ecuador","Iron","mg/p/d","High",2030,28.300355735,28.300355735,0,0
"705","ECU","Ecuador","Omega-3 fatty acids","g/p/d","Base",2030,1.977298494,1.977298494,0,0
"706","ECU","Ecuador","Omega-3 fatty acids","g/p/d","High",2030,1.983552814,1.983552814,0,0
"707","ECU","Ecuador","Protein","g/p/d","Base",2030,133.155140274,133.155140274,0,0
"708","ECU","Ecuador","Protein","g/p/d","High",2030,133.475201238,133.475201238,0,0
"709","ECU","Ecuador","Vitamin A","mg/p/d retinol","Base",2030,1224.323006279,1224.323006279,0,0
"710","ECU","Ecuador","Vitamin A","mg/p/d retinol","High",2030,1222.080304837,1222.080304837,0,0
"711","ECU","Ecuador","Vitamin B12","ug/p/d","Base",2030,11.992658831,11.992658831,0,0
"712","ECU","Ecuador","Vitamin B12","ug/p/d","High",2030,12.007099449,12.007099449,0,0
"713","ECU","Ecuador","Zinc","mg/p/d","Base",2030,16.990162883,16.990162883,0,0
"714","ECU","Ecuador","Zinc","mg/p/d","High",2030,16.975943547,16.975943547,0,0
"715","EGY","Egypt","Calcium","mg/p/d","Base",2030,1022.555397532,1022.555397532,0,0
"716","EGY","Egypt","Calcium","mg/p/d","High",2030,1025.862756165,1025.862756165,0,0
"717","EGY","Egypt","Iron","mg/p/d","Base",2030,55.143649041,55.143649041,0,0
"718","EGY","Egypt","Iron","mg/p/d","High",2030,55.184459002,55.184459002,0,0
"719","EGY","Egypt","Omega-3 fatty acids","g/p/d","Base",2030,1.935628822,1.935628822,0,0
"720","EGY","Egypt","Omega-3 fatty acids","g/p/d","High",2030,1.991770458,1.991770458,0,0
"721","EGY","Egypt","Protein","g/p/d","Base",2030,198.386442202,198.386442202,0,0
"722","EGY","Egypt","Protein","g/p/d","High",2030,200.21059641,200.21059641,0,0
"723","EGY","Egypt","Vitamin A","mg/p/d retinol","Base",2030,2285.237400376,2285.237400376,0,0
"724","EGY","Egypt","Vitamin A","mg/p/d retinol","High",2030,2284.968054161,2284.968054161,0,0
"725","EGY","Egypt","Vitamin B12","ug/p/d","Base",2030,20.990678097,20.990678097,0,0
"726","EGY","Egypt","Vitamin B12","ug/p/d","High",2030,21.16118166,21.16118166,0,0
"727","EGY","Egypt","Zinc","mg/p/d","Base",2030,24.771035979,24.771035979,0,0
"728","EGY","Egypt","Zinc","mg/p/d","High",2030,24.791724674,24.791724674,0,0
"729","SLV","El Salvador","Calcium","mg/p/d","Base",2030,1158.647502727,1158.647502727,0,0
"730","SLV","El Salvador","Calcium","mg/p/d","High",2030,1157.665238839,1157.665238839,0,0
"731","SLV","El Salvador","Iron","mg/p/d","Base",2030,42.667600277,42.667600277,0,0
"732","SLV","El Salvador","Iron","mg/p/d","High",2030,42.661541898,42.661541898,0,0
"733","SLV","El Salvador","Omega-3 fatty acids","g/p/d","Base",2030,1.8353578,1.8353578,0,0
"734","SLV","El Salvador","Omega-3 fatty acids","g/p/d","High",2030,1.841286697,1.841286697,0,0
"735","SLV","El Salvador","Protein","g/p/d","Base",2030,154.389147125,154.389147125,0,0
"736","SLV","El Salvador","Protein","g/p/d","High",2030,154.682538395,154.682538395,0,0
"737","SLV","El Salvador","Vitamin A","mg/p/d retinol","Base",2030,1231.067177249,1231.067177249,0,0
"738","SLV","El Salvador","Vitamin A","mg/p/d retinol","High",2030,1228.554683577,1228.554683577,0,0
"739","SLV","El Salvador","Vitamin B12","ug/p/d","Base",2030,7.76953068,7.76953068,0,0
"740","SLV","El Salvador","Vitamin B12","ug/p/d","High",2030,7.797726344,7.797726344,0,0
"741","SLV","El Salvador","Zinc","mg/p/d","Base",2030,21.983464395,21.983464395,0,0
"742","SLV","El Salvador","Zinc","mg/p/d","High",2030,21.973668746,21.973668746,0,0
"743","EST","Estonia","Calcium","mg/p/d","Base",2030,0,0,0,0
"744","EST","Estonia","Calcium","mg/p/d","High",2030,0,0,0,0
"745","EST","Estonia","Iron","mg/p/d","Base",2030,0,0,0,0
"746","EST","Estonia","Iron","mg/p/d","High",2030,0,0,0,0
"747","EST","Estonia","Omega-3 fatty acids","g/p/d","Base",2030,0,0,0,0
"748","EST","Estonia","Omega-3 fatty acids","g/p/d","High",2030,0,0,0,0
"749","EST","Estonia","Protein","g/p/d","Base",2030,0,0,0,0
"750","EST","Estonia","Protein","g/p/d","High",2030,0,0,0,0
"751","EST","Estonia","Vitamin A","mg/p/d retinol","Base",2030,0,0,0,0
"752","EST","Estonia","Vitamin A","mg/p/d retinol","High",2030,0,0,0,0
"753","EST","Estonia","Vitamin B12","ug/p/d","Base",2030,0,0,0,0
"754","EST","Estonia","Vitamin B12","ug/p/d","High",2030,0,0,0,0
"755","EST","Estonia","Zinc","mg/p/d","Base",2030,0,0,0,0
"756","EST","Estonia","Zinc","mg/p/d","High",2030,0,0,0,0
"757","SWZ","Eswatini","Calcium","mg/p/d","Base",2030,692.349445003,720.831189063754,28.481744060754,28.481744060754
"758","SWZ","Eswatini","Calcium","mg/p/d","High",2030,692.252753591,722.93036479705,30.67761120605,30.67761120605
"759","SWZ","Eswatini","Iron","mg/p/d","Base",2030,44.543438016,45.2315908246601,0.688152808660099,0.688152808660099
"760","SWZ","Eswatini","Iron","mg/p/d","High",2030,44.554634284,45.2958418543438,0.741207570343796,0.741207570343796
"761","SWZ","Eswatini","Omega-3 fatty acids","g/p/d","Base",2030,0.34369193,0.728656122284756,0.384964192284756,0.384964192284756
"762","SWZ","Eswatini","Omega-3 fatty acids","g/p/d","High",2030,0.343231027,0.75787494044755,0.41464391344755,0.41464391344755
"763","SWZ","Eswatini","Protein","g/p/d","Base",2030,127.610762677,129.192513468498,1.581750791498,1.581750791498
"764","SWZ","Eswatini","Protein","g/p/d","High",2030,127.647361995,129.351061589482,1.70369959448199,1.68029227215039
"765","SWZ","Eswatini","Vitamin A","mg/p/d retinol","Base",2030,1587.106827055,1599.0895572356,11.9827301806001,11.9827301806001
"766","SWZ","Eswatini","Vitamin A","mg/p/d retinol","High",2030,1587.51856856,1600.42513554843,12.9065669884301,12.9065669884301
"767","SWZ","Eswatini","Vitamin B12","ug/p/d","Base",2030,14.069592088,15.0975528494095,1.0279607614095,1.0279607614095
"768","SWZ","Eswatini","Vitamin B12","ug/p/d","High",2030,14.075124547,15.1823383646064,1.1072138176064,1.1072138176064
"769","SWZ","Eswatini","Zinc","mg/p/d","Base",2030,20.752250981,21.173675424386,0.421424443386002,0.421424443386002
"770","SWZ","Eswatini","Zinc","mg/p/d","High",2030,20.757753547,21.2116687004872,0.453915153487198,0.453915153487198
"771","ETH","Ethiopia","Calcium","mg/p/d","Base",2030,624.575294846,624.575294846,0,0
"772","ETH","Ethiopia","Calcium","mg/p/d","High",2030,624.635326057,624.635326057,0,0
"773","ETH","Ethiopia","Iron","mg/p/d","Base",2030,45.425111677,45.425111677,0,0
"774","ETH","Ethiopia","Iron","mg/p/d","High",2030,45.438738021,45.438738021,0,0
"775","ETH","Ethiopia","Omega-3 fatty acids","g/p/d","Base",2030,0.091330598,0.091330598,0,0
"776","ETH","Ethiopia","Omega-3 fatty acids","g/p/d","High",2030,0.091228888,0.091228888,0,0
"777","ETH","Ethiopia","Protein","g/p/d","Base",2030,147.509746902,147.509746902,0,0
"778","ETH","Ethiopia","Protein","g/p/d","High",2030,147.548322816,147.548322816,0,0
"779","ETH","Ethiopia","Vitamin A","mg/p/d retinol","Base",2030,1248.009378342,1248.009378342,0,0
"780","ETH","Ethiopia","Vitamin A","mg/p/d retinol","High",2030,1248.294110063,1248.294110063,0,0
"781","ETH","Ethiopia","Vitamin B12","ug/p/d","Base",2030,4.540400409,4.540400409,0,0
"782","ETH","Ethiopia","Vitamin B12","ug/p/d","High",2030,4.541581559,4.541581559,0,0
"783","ETH","Ethiopia","Zinc","mg/p/d","Base",2030,29.311981176,29.311981176,0,0
"784","ETH","Ethiopia","Zinc","mg/p/d","High",2030,29.317433641,29.317433641,0,0
"785","ET2","Ethiopia PDR","Calcium","mg/p/d","Base",2030,0,0,0,0
"786","ET2","Ethiopia PDR","Calcium","mg/p/d","High",2030,0,0,0,0
"787","ET2","Ethiopia PDR","Iron","mg/p/d","Base",2030,0,0,0,0
"788","ET2","Ethiopia PDR","Iron","mg/p/d","High",2030,0,0,0,0
"789","ET2","Ethiopia PDR","Omega-3 fatty acids","g/p/d","Base",2030,0,0,0,0
"790","ET2","Ethiopia PDR","Omega-3 fatty acids","g/p/d","High",2030,0,0,0,0
"791","ET2","Ethiopia PDR","Protein","g/p/d","Base",2030,0,0,0,0
"792","ET2","Ethiopia PDR","Protein","g/p/d","High",2030,0,0,0,0
"793","ET2","Ethiopia PDR","Vitamin A","mg/p/d retinol","Base",2030,0,0,0,0
"794","ET2","Ethiopia PDR","Vitamin A","mg/p/d retinol","High",2030,0,0,0,0
"795","ET2","Ethiopia PDR","Vitamin B12","ug/p/d","Base",2030,0,0,0,0
"796","ET2","Ethiopia PDR","Vitamin B12","ug/p/d","High",2030,0,0,0,0
"797","ET2","Ethiopia PDR","Zinc","mg/p/d","Base",2030,0,0,0,0
"798","ET2","Ethiopia PDR","Zinc","mg/p/d","High",2030,0,0,0,0
"799","EUN","EU 27","Calcium","mg/p/d","Base",2030,1782.101466267,1782.101466267,0,0
"800","EUN","EU 27","Calcium","mg/p/d","High",2030,1782.627707964,1782.627707964,0,0
"801","EUN","EU 27","Iron","mg/p/d","Base",2030,34.519207904,34.519207904,0,0
"802","EUN","EU 27","Iron","mg/p/d","High",2030,34.5330585,34.5330585,0,0
"803","EUN","EU 27","Omega-3 fatty acids","g/p/d","Base",2030,0.889844203,0.889844203,0,0
"804","EUN","EU 27","Omega-3 fatty acids","g/p/d","High",2030,0.895092533,0.895092533,0,0
"805","EUN","EU 27","Protein","g/p/d","Base",2030,187.083593995,187.083593995,0,0
"806","EUN","EU 27","Protein","g/p/d","High",2030,187.4724338,187.4724338,0,0
"807","EUN","EU 27","Vitamin A","mg/p/d retinol","Base",2030,1401.719002786,1401.719002786,0,0
"808","EUN","EU 27","Vitamin A","mg/p/d retinol","High",2030,1401.809376711,1401.809376711,0,0
"809","EUN","EU 27","Vitamin B12","ug/p/d","Base",2030,9.907841501,9.907841501,0,0
"810","EUN","EU 27","Vitamin B12","ug/p/d","High",2030,9.935664658,9.935664658,0,0
"811","EUN","EU 27","Zinc","mg/p/d","Base",2030,20.749891165,20.749891165,0,0
"812","EUN","EU 27","Zinc","mg/p/d","High",2030,20.767257005,20.767257005,0,0
"813","FJI","Fiji","Calcium","mg/p/d","Base",2030,980.347850213,980.347850213,0,0
"814","FJI","Fiji","Calcium","mg/p/d","High",2030,982.134430836,982.134430836,0,0
"815","FJI","Fiji","Iron","mg/p/d","Base",2030,50.567495579,50.567495579,0,0
"816","FJI","Fiji","Iron","mg/p/d","High",2030,50.634509024,50.634509024,0,0
"817","FJI","Fiji","Omega-3 fatty acids","g/p/d","Base",2030,3.805717515,3.805717515,0,0
"818","FJI","Fiji","Omega-3 fatty acids","g/p/d","High",2030,3.833009009,3.833009009,0,0
"819","FJI","Fiji","Protein","g/p/d","Base",2030,192.059282649,192.059282649,0,0
"820","FJI","Fiji","Protein","g/p/d","High",2030,194.110435561,194.110435561,0,0
"821","FJI","Fiji","Vitamin A","mg/p/d retinol","Base",2030,2091.873813926,2091.873813926,0,0
"822","FJI","Fiji","Vitamin A","mg/p/d retinol","High",2030,2087.79239248,2087.79239248,0,0
"823","FJI","Fiji","Vitamin B12","ug/p/d","Base",2030,17.17946754,17.17946754,0,0
"824","FJI","Fiji","Vitamin B12","ug/p/d","High",2030,17.345959439,17.345959439,0,0
"825","FJI","Fiji","Zinc","mg/p/d","Base",2030,22.396695176,22.396695176,0,0
"826","FJI","Fiji","Zinc","mg/p/d","High",2030,22.424115883,22.424115883,0,0
"827","FIN","Finland","Calcium","mg/p/d","Base",2030,0,0,0,0
"828","FIN","Finland","Calcium","mg/p/d","High",2030,0,0,0,0
"829","FIN","Finland","Iron","mg/p/d","Base",2030,0,0,0,0
"830","FIN","Finland","Iron","mg/p/d","High",2030,0,0,0,0
"831","FIN","Finland","Omega-3 fatty acids","g/p/d","Base",2030,0,0,0,0
"832","FIN","Finland","Omega-3 fatty acids","g/p/d","High",2030,0,0,0,0
"833","FIN","Finland","Protein","g/p/d","Base",2030,0,0,0,0
"834","FIN","Finland","Protein","g/p/d","High",2030,0,0,0,0
"835","FIN","Finland","Vitamin A","mg/p/d retinol","Base",2030,0,0,0,0
"836","FIN","Finland","Vitamin A","mg/p/d retinol","High",2030,0,0,0,0
"837","FIN","Finland","Vitamin B12","ug/p/d","Base",2030,0,0,0,0
"838","FIN","Finland","Vitamin B12","ug/p/d","High",2030,0,0,0,0
"839","FIN","Finland","Zinc","mg/p/d","Base",2030,0,0,0,0
"840","FIN","Finland","Zinc","mg/p/d","High",2030,0,0,0,0
"841","FRA","France","Calcium","mg/p/d","Base",2030,0,0,0,0
"842","FRA","France","Calcium","mg/p/d","High",2030,0,0,0,0
"843","FRA","France","Iron","mg/p/d","Base",2030,0,0,0,0
"844","FRA","France","Iron","mg/p/d","High",2030,0,0,0,0
"845","FRA","France","Omega-3 fatty acids","g/p/d","Base",2030,0,0,0,0
"846","FRA","France","Omega-3 fatty acids","g/p/d","High",2030,0,0,0,0
"847","FRA","France","Protein","g/p/d","Base",2030,0,0,0,0
"848","FRA","France","Protein","g/p/d","High",2030,0,0,0,0
"849","FRA","France","Vitamin A","mg/p/d retinol","Base",2030,0,0,0,0
"850","FRA","France","Vitamin A","mg/p/d retinol","High",2030,0,0,0,0
