"iso3c","year","units","scenario","nutrient","nutrient_supply_dis","nutrient_supply"
"AFG","2028","g/p/d","high","Omega-3 fatty acids",0.179676747257355,0.174334827
"AFG","2028","g/p/d","high","Protein",107.399333143583,107.477932488
"AFG","2028","mg/p/d","base","Calcium",678.584670056693,678.525135275
"AFG","2028","mg/p/d","base","Iron",38.607485567045,38.607532209
"AFG","2028","mg/p/d","base","Zinc",9.9138363315011,9.907973033
"AFG","2028","mg/p/d","high","Calcium",679.286435503564,679.243130471
"AFG","2028","mg/p/d","high","Iron",38.6423021492462,38.642807896
"AFG","2028","mg/p/d","high","Zinc",9.92491189758308,9.91906404
"AFG","2028","mg/p/d retinol","base","Vitamin A",419.419128247943,419.531419365
"AFG","2028","mg/p/d retinol","high","Vitamin A",419.928716960802,420.054029961
"AFG","2028","ug/p/d","base","Vitamin B12",4.15773503239584,4.15305391
"AFG","2028","ug/p/d","high","Vitamin B12",4.16422932109305,4.160019754
"AFG","2029","g/p/d","base","Omega-3 fatty acids",0.18112684367342,0.175845952
"AFG","2029","g/p/d","base","Protein",107.453063532765,107.527937063
"AFG","2029","g/p/d","high","Omega-3 fatty acids",0.181011153795406,0.175747455
"AFG","2029","g/p/d","high","Protein",107.573406735225,107.653180237
"AFG","2029","mg/p/d","base","Calcium",682.762514792102,682.709806992
"AFG","2029","mg/p/d","base","Iron",38.6433450710052,38.643562254
"AFG","2029","mg/p/d","base","Zinc",9.9281383909356,9.922357342
"AFG","2029","mg/p/d","high","Calcium",683.498171442506,683.463638318
"AFG","2029","mg/p/d","high","Iron",38.6798477734265,38.680578623
"AFG","2029","mg/p/d","high","Zinc",9.93960723570705,9.933845008
"AFG","2029","mg/p/d retinol","base","Vitamin A",422.112528622033,422.228209198
"AFG","2029","mg/p/d retinol","high","Vitamin A",422.649955606563,422.780176399
"AFG","2029","ug/p/d","base","Vitamin B12",4.17918023591136,4.174735975
"AFG","2029","ug/p/d","high","Vitamin B12",4.18591183317657,4.181996415
"AFG","2030","g/p/d","base","Omega-3 fatty acids",0.182425118105479,0.177216296
"AFG","2030","g/p/d","base","Protein",107.645627757467,107.721036039
"AFG","2030","g/p/d","high","Omega-3 fatty acids",0.182313857368115,0.177125604
"AFG","2030","g/p/d","high","Protein",107.771401263109,107.852349682
"AFG","2030","mg/p/d","base","Calcium",686.651457944611,686.604917447
"AFG","2030","mg/p/d","base","Iron",38.6954434001644,38.695813276
"AFG","2030","mg/p/d","base","Zinc",9.94365584360413,9.93795369
"AFG","2030","mg/p/d","high","Calcium",687.404877514586,687.378953489
"AFG","2030","mg/p/d","high","Iron",38.73359797298,38.73455018
"AFG","2030","mg/p/d","high","Zinc",9.95564126278603,9.949961626
"AFG","2030","mg/p/d retinol","base","Vitamin A",424.840114115996,424.958730019
"AFG","2030","mg/p/d retinol","high","Vitamin A",425.397839363592,425.532916817
"AFG","2030","ug/p/d","base","Vitamin B12",4.20002822425169,4.195800272
"AFG","2030","ug/p/d","high","Vitamin B12",4.20710720003966,4.203479735
"AGO","2010","g/p/d","base","Omega-3 fatty acids",1.55,1.55
"AGO","2010","g/p/d","base","Protein",108.22,108.22
"AGO","2010","g/p/d","high","Omega-3 fatty acids",1.55,1.55
"AGO","2010","g/p/d","high","Protein",108.22,108.22
"AGO","2010","mg/p/d","base","Calcium",750.22,750.22
"AGO","2010","mg/p/d","base","Iron",27.66,27.66
"AGO","2010","mg/p/d","base","Zinc",15.06,15.06
"AGO","2010","mg/p/d","high","Calcium",750.22,750.22
"AGO","2010","mg/p/d","high","Iron",27.66,27.66
"AGO","2010","mg/p/d","high","Zinc",15.06,15.06
"AGO","2010","mg/p/d retinol","base","Vitamin A",2177.65,2177.65
"AGO","2010","mg/p/d retinol","high","Vitamin A",2177.65,2177.65
"AGO","2010","ug/p/d","base","Vitamin B12",5.67,5.67
"AGO","2010","ug/p/d","high","Vitamin B12",5.67,5.67
"AGO","2011","g/p/d","base","Omega-3 fatty acids",1.76,1.76
"AGO","2011","g/p/d","base","Protein",113.22,113.22
"AGO","2011","g/p/d","high","Omega-3 fatty acids",1.76,1.76
"AGO","2011","g/p/d","high","Protein",113.22,113.22
"AGO","2011","mg/p/d","base","Calcium",782.62,782.62
"AGO","2011","mg/p/d","base","Iron",28.81,28.81
"AGO","2011","mg/p/d","base","Zinc",15.57,15.57
"AGO","2011","mg/p/d","high","Calcium",782.62,782.62
"AGO","2011","mg/p/d","high","Iron",28.81,28.81
"AGO","2011","mg/p/d","high","Zinc",15.57,15.57
"AGO","2011","mg/p/d retinol","base","Vitamin A",2272.01,2272.01
"AGO","2011","mg/p/d retinol","high","Vitamin A",2272.01,2272.01
"AGO","2011","ug/p/d","base","Vitamin B12",5.83,5.83
"AGO","2011","ug/p/d","high","Vitamin B12",5.83,5.83
"AGO","2012","g/p/d","base","Omega-3 fatty acids",1.73,1.73
"AGO","2012","g/p/d","base","Protein",111.74,111.74
"AGO","2012","g/p/d","high","Omega-3 fatty acids",1.73,1.73
"AGO","2012","g/p/d","high","Protein",111.74,111.74
"AGO","2012","mg/p/d","base","Calcium",728.21,728.21
"AGO","2012","mg/p/d","base","Iron",27.62,27.62
"AGO","2012","mg/p/d","base","Zinc",15.26,15.26
"AGO","2012","mg/p/d","high","Calcium",728.21,728.21
"AGO","2012","mg/p/d","high","Iron",27.62,27.62
"AGO","2012","mg/p/d","high","Zinc",15.26,15.26
"AGO","2012","mg/p/d retinol","base","Vitamin A",1768.96,1768.96
"AGO","2012","mg/p/d retinol","high","Vitamin A",1768.96,1768.96
"AGO","2012","ug/p/d","base","Vitamin B12",6.11,6.11
"AGO","2012","ug/p/d","high","Vitamin B12",6.11,6.11
"AGO","2013","g/p/d","base","Omega-3 fatty acids",1.66,1.66
"AGO","2013","g/p/d","base","Protein",114.13,114.13
"AGO","2013","g/p/d","high","Omega-3 fatty acids",1.66,1.66
"AGO","2013","g/p/d","high","Protein",114.13,114.13
"AGO","2013","mg/p/d","base","Calcium",766.49,766.49
"AGO","2013","mg/p/d","base","Iron",28.68,28.68
"AGO","2013","mg/p/d","base","Zinc",15.86,15.86
"AGO","2013","mg/p/d","high","Calcium",766.49,766.49
"AGO","2013","mg/p/d","high","Iron",28.68,28.68
"AGO","2013","mg/p/d","high","Zinc",15.86,15.86
"AGO","2013","mg/p/d retinol","base","Vitamin A",2331.66,2331.66
"AGO","2013","mg/p/d retinol","high","Vitamin A",2331.66,2331.66
"AGO","2013","ug/p/d","base","Vitamin B12",5.98,5.98
"AGO","2013","ug/p/d","high","Vitamin B12",5.98,5.98
"AGO","2014","g/p/d","base","Omega-3 fatty acids",1.46,1.46
"AGO","2014","g/p/d","base","Protein",117.36,117.36
"AGO","2014","g/p/d","high","Omega-3 fatty acids",1.46,1.46
"AGO","2014","g/p/d","high","Protein",117.36,117.36
"AGO","2014","mg/p/d","base","Calcium",576.97,576.97
"AGO","2014","mg/p/d","base","Iron",26.53,26.53
"AGO","2014","mg/p/d","base","Zinc",15.79,15.79
"AGO","2014","mg/p/d","high","Calcium",576.97,576.97
"AGO","2014","mg/p/d","high","Iron",26.53,26.53
"AGO","2014","mg/p/d","high","Zinc",15.79,15.79
"AGO","2014","mg/p/d retinol","base","Vitamin A",1804.1,1804.1
"AGO","2014","mg/p/d retinol","high","Vitamin A",1804.1,1804.1
"AGO","2014","ug/p/d","base","Vitamin B12",9.61,9.61
"AGO","2014","ug/p/d","high","Vitamin B12",9.61,9.61
"AGO","2015","g/p/d","base","Omega-3 fatty acids",1.19,1.19
"AGO","2015","g/p/d","base","Protein",109.29,109.29
"AGO","2015","g/p/d","high","Omega-3 fatty acids",1.19,1.19
"AGO","2015","g/p/d","high","Protein",109.29,109.29
"AGO","2015","mg/p/d","base","Calcium",530.57,530.57
"AGO","2015","mg/p/d","base","Iron",25.68,25.68
"AGO","2015","mg/p/d","base","Zinc",15.14,15.14
"AGO","2015","mg/p/d","high","Calcium",530.57,530.57
