"iso3c","year","units","scenario","nutrient","nutrient_supply_dis","nutrient_supply"
"BLR","2024","mg/p/d","high","Zinc",13.0925292743842,13.00909842
"BLR","2024","mg/p/d retinol","base","Vitamin A",1511.40783629256,1519.898958695
"BLR","2024","mg/p/d retinol","high","Vitamin A",1510.18984058259,1519.190805538
"BLR","2024","ug/p/d","base","Vitamin B12",12.7981940494145,11.983259559
"BLR","2024","ug/p/d","high","Vitamin B12",12.8858749536582,12.018203573
"BLR","2025","g/p/d","base","Omega-3 fatty acids",0.841786152927891,0.660392594
"BLR","2025","g/p/d","base","Protein",99.3411781877152,100.292766046
"BLR","2025","g/p/d","high","Omega-3 fatty acids",0.8621271416032,0.669338764
"BLR","2025","g/p/d","high","Protein",99.6769777002397,100.69685421
"BLR","2025","mg/p/d","base","Calcium",773.37912331823,756.751625515
"BLR","2025","mg/p/d","base","Iron",20.6642946144495,20.308624009
"BLR","2025","mg/p/d","base","Zinc",13.0669422687385,12.989280028
"BLR","2025","mg/p/d","high","Calcium",774.550164468255,756.999600474
"BLR","2025","mg/p/d","high","Iron",20.707209295725,20.324837154
"BLR","2025","mg/p/d","high","Zinc",13.0767096360495,12.99372594
"BLR","2025","mg/p/d retinol","base","Vitamin A",1512.49486567214,1520.855806882
"BLR","2025","mg/p/d retinol","high","Vitamin A",1511.01794702541,1519.976898174
"BLR","2025","ug/p/d","base","Vitamin B12",12.7669583353927,11.965314546
"BLR","2025","ug/p/d","high","Vitamin B12",12.8695943371313,12.006047067
"BLR","2026","g/p/d","base","Omega-3 fatty acids",0.836815200915195,0.658444579
"BLR","2026","g/p/d","base","Protein",99.1315206897132,100.064082095
"BLR","2026","g/p/d","high","Omega-3 fatty acids",0.860041323182391,0.66867196
"BLR","2026","g/p/d","high","Protein",99.511466805398,100.522028905
"BLR","2026","mg/p/d","base","Calcium",771.508459513666,755.165159895
"BLR","2026","mg/p/d","base","Iron",20.6483093353252,20.300065336
"BLR","2026","mg/p/d","base","Zinc",13.046851904331,12.970706109
"BLR","2026","mg/p/d","high","Calcium",772.835906068566,755.437874209
"BLR","2026","mg/p/d","high","Iron",20.6970074863586,20.318260051
"BLR","2026","mg/p/d","high","Zinc",13.0576168456353,12.97539153
"BLR","2026","mg/p/d retinol","base","Vitamin A",1513.66966934748,1521.869873146
"BLR","2026","mg/p/d retinol","high","Vitamin A",1511.9297603417,1520.812725725
"BLR","2026","ug/p/d","base","Vitamin B12",12.7300339105864,11.944586737
"BLR","2026","ug/p/d","high","Vitamin B12",12.8468508144176,11.990722819
"BLR","2027","g/p/d","base","Omega-3 fatty acids",0.832764567846641,0.656853141
"BLR","2027","g/p/d","base","Protein",98.9299749115082,99.847253889
"BLR","2027","g/p/d","high","Omega-3 fatty acids",0.858955438248919,0.668382019
"BLR","2027","g/p/d","high","Protein",99.3546512638425,100.35969429
"BLR","2027","mg/p/d","base","Calcium",769.663445688208,753.549682624
"BLR","2027","mg/p/d","base","Iron",20.6325486758589,20.290256552
"BLR","2027","mg/p/d","base","Zinc",13.026094461975,12.951167188
"BLR","2027","mg/p/d","high","Calcium",771.156377108991,753.850853672
"BLR","2027","mg/p/d","high","Iron",20.6869571228344,20.310367589
"BLR","2027","mg/p/d","high","Zinc",13.0378493030502,12.95607664
"BLR","2027","mg/p/d retinol","base","Vitamin A",1514.51497009741,1522.585611003
"BLR","2027","mg/p/d retinol","high","Vitamin A",1512.51081096692,1521.349902965
"BLR","2027","ug/p/d","base","Vitamin B12",12.6968656338829,11.924451082
"BLR","2027","ug/p/d","high","Vitamin B12",12.8279389087748,11.976047352
"BLR","2028","g/p/d","base","Omega-3 fatty acids",0.828880417088129,0.655325024
"BLR","2028","g/p/d","base","Protein",98.7282326709316,99.632137342
"BLR","2028","g/p/d","high","Omega-3 fatty acids",0.857861678540124,0.668070293
"BLR","2028","g/p/d","high","Protein",99.1934944066711,100.19423972
"BLR","2028","mg/p/d","base","Calcium",767.86894904126,751.920240322
"BLR","2028","mg/p/d","base","Iron",20.6143629874959,20.278105186
"BLR","2028","mg/p/d","base","Zinc",13.0047563287967,12.930727162
"BLR","2028","mg/p/d","high","Calcium",769.525485599385,752.249752647
"BLR","2028","mg/p/d","high","Iron",20.6739290449998,20.299972524
"BLR","2028","mg/p/d","high","Zinc",13.0173428715326,12.935733412
"BLR","2028","mg/p/d retinol","base","Vitamin A",1515.27059297321,1523.223012522
"BLR","2028","mg/p/d retinol","high","Vitamin A",1513.01093613051,1521.811531457
"BLR","2028","ug/p/d","base","Vitamin B12",12.6646839289145,11.905021156
"BLR","2028","ug/p/d","high","Vitamin B12",12.8087750382281,11.961612538
"BLR","2029","g/p/d","base","Omega-3 fatty acids",0.824609141164932,0.653574604
"BLR","2029","g/p/d","base","Protein",98.5114967932122,99.401870337
"BLR","2029","g/p/d","high","Omega-3 fatty acids",0.856262737417822,0.667468522
"BLR","2029","g/p/d","high","Protein",99.0140601685024,100.009774595
"BLR","2029","mg/p/d","base","Calcium",765.92923356212,750.159583891
"BLR","2029","mg/p/d","base","Iron",20.59270350596,20.262441255
"BLR","2029","mg/p/d","base","Zinc",12.9814839250228,12.908378215
"BLR","2029","mg/p/d","high","Calcium",767.736075763455,750.507467361
"BLR","2029","mg/p/d","high","Iron",20.6567752692554,20.285680856
"BLR","2029","mg/p/d","high","Zinc",12.9947077760784,12.913325532
"BLR","2029","mg/p/d retinol","base","Vitamin A",1515.73641296713,1523.567760815
"BLR","2029","mg/p/d retinol","high","Vitamin A",1513.20426367862,1521.958942262
"BLR","2029","ug/p/d","base","Vitamin B12",12.6303409121795,11.88351041
"BLR","2029","ug/p/d","high","Vitamin B12",12.7864131473523,11.944613202
"BLR","2030","g/p/d","base","Omega-3 fatty acids",0.819561473096199,0.651393656
"BLR","2030","g/p/d","base","Protein",98.2600612954937,99.135107634
"BLR","2030","g/p/d","high","Omega-3 fatty acids",0.854147293510125,0.666524532
"BLR","2030","g/p/d","high","Protein",98.8048076877551,99.794481431
"BLR","2030","mg/p/d","base","Calcium",763.82085092734,748.263949211
"BLR","2030","mg/p/d","base","Iron",20.5654823693673,20.24184976
"BLR","2030","mg/p/d","base","Zinc",12.9546089075271,12.882580341
"BLR","2030","mg/p/d","high","Calcium",765.781017401516,748.615192377
"BLR","2030","mg/p/d","high","Iron",20.6343944214013,20.266538219
"BLR","2030","mg/p/d","high","Zinc",12.9687342314198,12.887661703
"BLR","2030","mg/p/d retinol","base","Vitamin A",1515.99355310539,1523.688117494
"BLR","2030","mg/p/d retinol","high","Vitamin A",1513.11489890838,1521.814895217
"BLR","2030","ug/p/d","base","Vitamin B12",12.5916474190791,11.859106763
"BLR","2030","ug/p/d","high","Vitamin B12",12.7605513744928,11.924981386
"BLZ","2010","g/p/d","base","Omega-3 fatty acids",1.67203060609974,1.34
"BLZ","2010","g/p/d","base","Protein",77.5048990326768,73.57
"BLZ","2010","g/p/d","high","Omega-3 fatty acids",1.67203060609974,1.34
"BLZ","2010","g/p/d","high","Protein",77.5048990326768,73.57
"BLZ","2010","mg/p/d","base","Calcium",536.629194824438,491.18
"BLZ","2010","mg/p/d","base","Iron",20.6944844755747,19.39
"BLZ","2010","mg/p/d","base","Zinc",9.57808621350186,9.12
"BLZ","2010","mg/p/d","high","Calcium",536.629194824438,491.18
"BLZ","2010","mg/p/d","high","Iron",20.6944844755747,19.39
"BLZ","2010","mg/p/d","high","Zinc",9.57808621350186,9.12
"BLZ","2010","mg/p/d retinol","base","Vitamin A",533.678820254503,545.95
"BLZ","2010","mg/p/d retinol","high","Vitamin A",533.678820254503,545.95
"BLZ","2010","ug/p/d","base","Vitamin B12",5.65317198145514,3.91
"BLZ","2010","ug/p/d","high","Vitamin B12",5.65317198145514,3.91
"BLZ","2011","g/p/d","base","Omega-3 fatty acids",1.60679467576793,1.28
"BLZ","2011","g/p/d","base","Protein",75.7378689555255,72.48
"BLZ","2011","g/p/d","high","Omega-3 fatty acids",1.60679467576793,1.28
"BLZ","2011","g/p/d","high","Protein",75.7378689555255,72.48
"BLZ","2011","mg/p/d","base","Calcium",536.968908424162,492.08
"BLZ","2011","mg/p/d","base","Iron",20.0059040863221,18.79
"BLZ","2011","mg/p/d","base","Zinc",9.30737875216459,8.88
"BLZ","2011","mg/p/d","high","Calcium",536.968908424162,492.08
"BLZ","2011","mg/p/d","high","Iron",20.0059040863221,18.79
"BLZ","2011","mg/p/d","high","Zinc",9.30737875216459,8.88
"BLZ","2011","mg/p/d retinol","base","Vitamin A",487.189152152585,496.41
"BLZ","2011","mg/p/d retinol","high","Vitamin A",487.189152152585,496.41
"BLZ","2011","ug/p/d","base","Vitamin B12",5.42484924362578,3.84
"BLZ","2011","ug/p/d","high","Vitamin B12",5.42484924362578,3.84
"BLZ","2012","g/p/d","base","Omega-3 fatty acids",3.14612934030155,1.45
"BLZ","2012","g/p/d","base","Protein",107.36272360656,71.55
"BLZ","2012","g/p/d","high","Omega-3 fatty acids",3.14612934030155,1.45
"BLZ","2012","g/p/d","high","Protein",107.36272360656,71.55
"BLZ","2012","mg/p/d","base","Calcium",791.676891809999,553.02
"BLZ","2012","mg/p/d","base","Iron",25.4375163462329,19.07
"BLZ","2012","mg/p/d","base","Zinc",11.7570596286829,9.04
"BLZ","2012","mg/p/d","high","Calcium",791.676891809999,553.02
"BLZ","2012","mg/p/d","high","Iron",25.4375163462329,19.07
"BLZ","2012","mg/p/d","high","Zinc",11.7570596286829,9.04
"BLZ","2012","mg/p/d retinol","base","Vitamin A",520.127125550705,523.78
"BLZ","2012","mg/p/d retinol","high","Vitamin A",520.127125550705,523.78
"BLZ","2012","ug/p/d","base","Vitamin B12",13.9667858272122,4.05
"BLZ","2012","ug/p/d","high","Vitamin B12",13.9667858272122,4.05
"BLZ","2013","g/p/d","base","Omega-3 fatty acids",1.73773371869866,1.35
"BLZ","2013","g/p/d","base","Protein",78.6795529177771,72.99
"BLZ","2013","g/p/d","high","Omega-3 fatty acids",1.73773371869866,1.35
"BLZ","2013","g/p/d","high","Protein",78.6795529177771,72.99
"BLZ","2013","mg/p/d","base","Calcium",576.052174818133,521.79
"BLZ","2013","mg/p/d","base","Iron",21.5206606568448,20.11
"BLZ","2013","mg/p/d","base","Zinc",9.77783733590694,9.23
"BLZ","2013","mg/p/d","high","Calcium",576.052174818133,521.79
"BLZ","2013","mg/p/d","high","Iron",21.5206606568448,20.11
"BLZ","2013","mg/p/d","high","Zinc",9.77783733590694,9.23
"BLZ","2013","mg/p/d retinol","base","Vitamin A",512.233640849513,519.99
"BLZ","2013","mg/p/d retinol","high","Vitamin A",512.233640849513,519.99
"BLZ","2013","ug/p/d","base","Vitamin B12",5.89051665389213,4.04
"BLZ","2013","ug/p/d","high","Vitamin B12",5.89051665389213,4.04
"BLZ","2014","g/p/d","base","Omega-3 fatty acids",1.74603743614015,1.33
"BLZ","2014","g/p/d","base","Protein",74.9560359686771,68.36
"BLZ","2014","g/p/d","high","Omega-3 fatty acids",1.74603743614015,1.33
"BLZ","2014","g/p/d","high","Protein",74.9560359686771,68.36
"BLZ","2014","mg/p/d","base","Calcium",511.051055442766,453.1
"BLZ","2014","mg/p/d","base","Iron",19.940374776459,18.4
"BLZ","2014","mg/p/d","base","Zinc",9.05280816214194,8.45
"BLZ","2014","mg/p/d","high","Calcium",511.051055442766,453.1
"BLZ","2014","mg/p/d","high","Iron",19.940374776459,18.4
"BLZ","2014","mg/p/d","high","Zinc",9.05280816214194,8.45
"BLZ","2014","mg/p/d retinol","base","Vitamin A",481.342287184089,488.46
"BLZ","2014","mg/p/d retinol","high","Vitamin A",481.342287184089,488.46
"BLZ","2014","ug/p/d","base","Vitamin B12",5.66877886783579,3.57
"BLZ","2014","ug/p/d","high","Vitamin B12",5.66877886783579,3.57
"BLZ","2015","g/p/d","base","Omega-3 fatty acids",1.79192652974099,1.38
"BLZ","2015","g/p/d","base","Protein",74.5380989092764,67.97
"BLZ","2015","g/p/d","high","Omega-3 fatty acids",1.79192652974099,1.38
"BLZ","2015","g/p/d","high","Protein",74.5380989092764,67.97
"BLZ","2015","mg/p/d","base","Calcium",527.082125031929,469.15
"BLZ","2015","mg/p/d","base","Iron",19.3086441696606,17.78
"BLZ","2015","mg/p/d","base","Zinc",8.91134719740736,8.31
"BLZ","2015","mg/p/d","high","Calcium",527.082125031929,469.15
"BLZ","2015","mg/p/d","high","Iron",19.3086441696606,17.78
"BLZ","2015","mg/p/d","high","Zinc",8.91134719740736,8.31
"BLZ","2015","mg/p/d retinol","base","Vitamin A",473.454908223063,480.42
"BLZ","2015","mg/p/d retinol","high","Vitamin A",473.454908223063,480.42
"BLZ","2015","ug/p/d","base","Vitamin B12",5.67365318739708,3.61
"BLZ","2015","ug/p/d","high","Vitamin B12",5.67365318739708,3.61
"BLZ","2016","g/p/d","base","Omega-3 fatty acids",1.91214526671984,1.49
"BLZ","2016","g/p/d","base","Protein",75.7943924808667,68.9
"BLZ","2016","g/p/d","high","Omega-3 fatty acids",1.91214526671984,1.49
"BLZ","2016","g/p/d","high","Protein",75.7943924808667,68.9
"BLZ","2016","mg/p/d","base","Calcium",524.076682611306,464.97
"BLZ","2016","mg/p/d","base","Iron",19.9124347806115,18.33
"BLZ","2016","mg/p/d","base","Zinc",9.02859140222135,8.4
"BLZ","2016","mg/p/d","high","Calcium",524.076682611306,464.97
"BLZ","2016","mg/p/d","high","Iron",19.9124347806115,18.33
"BLZ","2016","mg/p/d","high","Zinc",9.02859140222135,8.4
"BLZ","2016","mg/p/d retinol","base","Vitamin A",457.53473293035,464.3
"BLZ","2016","mg/p/d retinol","high","Vitamin A",457.53473293035,464.3
"BLZ","2016","ug/p/d","base","Vitamin B12",5.67828010325807,3.53
"BLZ","2016","ug/p/d","high","Vitamin B12",5.67828010325807,3.53
"BLZ","2017","g/p/d","base","Omega-3 fatty acids",2.36348952226042,1.93
"BLZ","2017","g/p/d","base","Protein",73.1348310514107,66.12
"BLZ","2017","g/p/d","high","Omega-3 fatty acids",2.36348952226042,1.93
"BLZ","2017","g/p/d","high","Protein",73.1348310514107,66.12
"BLZ","2017","mg/p/d","base","Calcium",510.755202871071,450.69
"BLZ","2017","mg/p/d","base","Iron",19.1303763840484,17.54
"BLZ","2017","mg/p/d","base","Zinc",8.8857943453084,8.25
"BLZ","2017","mg/p/d","high","Calcium",510.755202871071,450.69
"BLZ","2017","mg/p/d","high","Iron",19.1303763840484,17.54
"BLZ","2017","mg/p/d","high","Zinc",8.8857943453084,8.25
"BLZ","2017","mg/p/d retinol","base","Vitamin A",469.831975209223,476.43
"BLZ","2017","mg/p/d retinol","high","Vitamin A",469.831975209223,476.43
"BLZ","2017","ug/p/d","base","Vitamin B12",5.57165743593653,3.43
"BLZ","2017","ug/p/d","high","Vitamin B12",5.57165743593653,3.43
"BLZ","2018","g/p/d","base","Omega-3 fatty acids",2.42264768142579,1.98041835
"BLZ","2018","g/p/d","base","Protein",73.0996384604348,65.7990821
"BLZ","2018","g/p/d","high","Omega-3 fatty acids",2.42264768142579,1.98041835
"BLZ","2018","g/p/d","high","Protein",73.0996384604348,65.7990821
"BLZ","2018","mg/p/d","base","Calcium",502.954693179981,440.97194998
"BLZ","2018","mg/p/d","base","Iron",19.2079159475096,17.5798011
"BLZ","2018","mg/p/d","base","Zinc",8.90079993943337,8.24000404
"BLZ","2018","mg/p/d","high","Calcium",502.954693179981,440.97194998
"BLZ","2018","mg/p/d","high","Iron",19.2079159475096,17.5798011
"BLZ","2018","mg/p/d","high","Zinc",8.90079993943337,8.24000404
"BLZ","2018","mg/p/d retinol","base","Vitamin A",461.671820974212,468.0240205
"BLZ","2018","mg/p/d retinol","high","Vitamin A",461.671820974212,468.0240205
"BLZ","2018","ug/p/d","base","Vitamin B12",5.50935269690743,3.3454434
"BLZ","2018","ug/p/d","high","Vitamin B12",5.50935269690743,3.3454434
"BLZ","2019","g/p/d","base","Omega-3 fatty acids",2.48076619961384,2.03237
"BLZ","2019","g/p/d","base","Protein",73.0351159243971,65.51175329
"BLZ","2019","g/p/d","high","Omega-3 fatty acids",2.48076619961384,2.03237
"BLZ","2019","g/p/d","high","Protein",73.0351159243971,65.51175329
"BLZ","2019","mg/p/d","base","Calcium",495.181701582048,431.57263499
"BLZ","2019","mg/p/d","base","Iron",19.2829074099805,17.63110989
"BLZ","2019","mg/p/d","base","Zinc",8.91197602872289,8.2339717
"BLZ","2019","mg/p/d","high","Calcium",495.181701582048,431.57263499
"BLZ","2019","mg/p/d","high","Iron",19.2829074099805,17.63110989
"BLZ","2019","mg/p/d","high","Zinc",8.91197602872289,8.2339717
"BLZ","2019","mg/p/d retinol","base","Vitamin A",453.781850068132,459.89238203
"BLZ","2019","mg/p/d retinol","high","Vitamin A",453.781850068132,459.89238203
"BLZ","2019","ug/p/d","base","Vitamin B12",5.44644129381219,3.26344207
"BLZ","2019","ug/p/d","high","Vitamin B12",5.44644129381219,3.26344207
"BLZ","2020","g/p/d","base","Omega-3 fatty acids",2.55029964606724,2.066977436
"BLZ","2020","g/p/d","base","Protein",73.7851519858039,65.661065754
"BLZ","2020","g/p/d","high","Omega-3 fatty acids",2.55417913851415,2.06631293
"BLZ","2020","g/p/d","high","Protein",73.8907471389196,65.69335093
"BLZ","2020","mg/p/d","base","Calcium",500.168078854144,430.926505617
"BLZ","2020","mg/p/d","base","Iron",19.357475989421,17.579093405
"BLZ","2020","mg/p/d","base","Zinc",8.96299695698704,8.225812084
"BLZ","2020","mg/p/d","high","Calcium",500.892144429996,430.935789102
"BLZ","2020","mg/p/d","high","Iron",19.3760098429076,17.579983107
"BLZ","2020","mg/p/d","high","Zinc",8.97102156360595,8.226924526
"BLZ","2020","mg/p/d retinol","base","Vitamin A",451.663288305817,458.306427156
"BLZ","2020","mg/p/d retinol","high","Vitamin A",451.57657909278,458.28236441
"BLZ","2020","ug/p/d","base","Vitamin B12",5.62749485797472,3.305022282
"BLZ","2020","ug/p/d","high","Vitamin B12",5.65338396753467,3.31146395
"BLZ","2021","g/p/d","base","Omega-3 fatty acids",2.5377855403322,2.059138694
"BLZ","2021","g/p/d","base","Protein",73.6217191967814,65.575182008
"BLZ","2021","g/p/d","high","Omega-3 fatty acids",2.54465739054216,2.058499624
"BLZ","2021","g/p/d","high","Protein",73.7932260262538,65.625180744
"BLZ","2021","mg/p/d","base","Calcium",498.584561040395,429.739610689
"BLZ","2021","mg/p/d","base","Iron",19.3024083203627,17.540650803
"BLZ","2021","mg/p/d","base","Zinc",8.94939194065659,8.21780234
"BLZ","2021","mg/p/d","high","Calcium",499.814696068883,429.761500995
"BLZ","2021","mg/p/d","high","Iron",19.3328600750769,17.542346796
"BLZ","2021","mg/p/d","high","Zinc",8.96269051552604,8.219111436
"BLZ","2021","mg/p/d retinol","base","Vitamin A",449.521262336708,456.114721506
"BLZ","2021","mg/p/d retinol","high","Vitamin A",449.390443589737,456.091348365
"BLZ","2021","ug/p/d","base","Vitamin B12",5.57653136595544,3.286656785
"BLZ","2021","ug/p/d","high","Vitamin B12",5.61689182707812,3.297199456
"BLZ","2022","g/p/d","base","Omega-3 fatty acids",2.53127067492442,2.050853633
"BLZ","2022","g/p/d","base","Protein",73.5620896345007,65.48280103
"BLZ","2022","g/p/d","high","Omega-3 fatty acids",2.54077537482183,2.050220641
"BLZ","2022","g/p/d","high","Protein",73.7920872731147,65.548601625
"BLZ","2022","mg/p/d","base","Calcium",497.42273561581,428.328481057
"BLZ","2022","mg/p/d","base","Iron",19.2655635564706,17.49712908
"BLZ","2022","mg/p/d","base","Zinc",8.94045488542423,8.20625648
"BLZ","2022","mg/p/d","high","Calcium",499.119821445717,428.34707553
"BLZ","2022","mg/p/d","high","Iron",19.3062615850464,17.499163673
"BLZ","2022","mg/p/d","high","Zinc",8.95857626070551,8.207680022
"BLZ","2022","mg/p/d retinol","base","Vitamin A",447.098120442238,453.717083641
"BLZ","2022","mg/p/d retinol","high","Vitamin A",446.900957454467,453.668912652
"BLZ","2022","ug/p/d","base","Vitamin B12",5.57388464483788,3.274414086
"BLZ","2022","ug/p/d","high","Vitamin B12",5.62578735544652,3.288662466
"BLZ","2023","g/p/d","base","Omega-3 fatty acids",2.52115637327843,2.042385185
"BLZ","2023","g/p/d","base","Protein",73.4135130469721,65.359930449
"BLZ","2023","g/p/d","high","Omega-3 fatty acids",2.53331087973404,2.04176202
"BLZ","2023","g/p/d","high","Protein",73.6999046195231,65.439162324
"BLZ","2023","mg/p/d","base","Calcium",495.876038237537,426.802488792
"BLZ","2023","mg/p/d","base","Iron",19.2128833535644,17.449770854
"BLZ","2023","mg/p/d","base","Zinc",8.92588128530388,8.192780908
"BLZ","2023","mg/p/d","high","Calcium",498.037543145442,426.806013699
"BLZ","2023","mg/p/d","high","Iron",19.2635182168741,17.45176345
"BLZ","2023","mg/p/d","high","Zinc",8.94860825365693,8.194041506
"BLZ","2023","mg/p/d retinol","base","Vitamin A",444.549889974073,451.16043733
"BLZ","2023","mg/p/d retinol","high","Vitamin A",444.252420564221,451.054116096
"BLZ","2023","ug/p/d","base","Vitamin B12",5.53999084838357,3.257365687
"BLZ","2023","ug/p/d","high","Vitamin B12",5.60313405627816,3.275244416
"BLZ","2024","g/p/d","base","Omega-3 fatty acids",2.51130431255853,2.034106784
"BLZ","2024","g/p/d","base","Protein",73.301694772366,65.272613515
"BLZ","2024","g/p/d","high","Omega-3 fatty acids",2.52611279669215,2.033482168
"BLZ","2024","g/p/d","high","Protein",73.6443481416013,65.364921237
"BLZ","2024","mg/p/d","base","Calcium",494.684800032774,425.627917366
"BLZ","2024","mg/p/d","base","Iron",19.1672333615584,17.409179018
"BLZ","2024","mg/p/d","base","Zinc",8.91544070796961,8.183349607
"BLZ","2024","mg/p/d","high","Calcium",497.317313185977,425.611122055
"BLZ","2024","mg/p/d","high","Iron",19.227775832038,17.411019679
"BLZ","2024","mg/p/d","high","Zinc",8.94283467385874,8.184422183
"BLZ","2024","mg/p/d retinol","base","Vitamin A",442.33136553273,448.934318483
"BLZ","2024","mg/p/d retinol","high","Vitamin A",441.924985928605,448.76200141
"BLZ","2024","ug/p/d","base","Vitamin B12",5.50897956659626,3.242721667
"BLZ","2024","ug/p/d","high","Vitamin B12",5.58304536102883,3.264255294
"BLZ","2025","g/p/d","base","Omega-3 fatty acids",2.50157186049015,2.02547181
"BLZ","2025","g/p/d","base","Protein",73.2051939202756,65.192611117
"BLZ","2025","g/p/d","high","Omega-3 fatty acids",2.51917334429798,2.024783298
"BLZ","2025","g/p/d","high","Protein",73.6073825147286,65.297929268
"BLZ","2025","mg/p/d","base","Calcium",493.605618100662,424.502156467
"BLZ","2025","mg/p/d","base","Iron",19.1241797733353,17.3694313
"BLZ","2025","mg/p/d","base","Zinc",8.90662901127451,8.174836238
"BLZ","2025","mg/p/d","high","Calcium",496.740401319286,424.456614066
"BLZ","2025","mg/p/d","high","Iron",19.1952187543008,17.370939174
"BLZ","2025","mg/p/d","high","Zinc",8.93893394150104,8.175586131
"BLZ","2025","mg/p/d retinol","base","Vitamin A",440.130986431222,446.7327754
"BLZ","2025","mg/p/d retinol","high","Vitamin A",439.597733207686,446.479887588
"BLZ","2025","ug/p/d","base","Vitamin B12",5.48121620682301,3.228943687
"BLZ","2025","ug/p/d","high","Vitamin B12",5.56691624601003,3.254352348
"BLZ","2026","g/p/d","base","Omega-3 fatty acids",2.48893449588878,2.017105138
"BLZ","2026","g/p/d","base","Protein",73.0406951837953,65.098320154
"BLZ","2026","g/p/d","high","Omega-3 fatty acids",2.50933917325238,2.016337277
"BLZ","2026","g/p/d","high","Protein",73.503876298804,65.217801773
"BLZ","2026","mg/p/d","base","Calcium",492.329345050954,423.437761517
"BLZ","2026","mg/p/d","base","Iron",19.0708473458847,17.330580239
"BLZ","2026","mg/p/d","base","Zinc",8.89428901522338,8.166336271
"BLZ","2026","mg/p/d","high","Calcium",495.994415613667,423.368042294
"BLZ","2026","mg/p/d","high","Iron",19.1526561912395,17.33187597
"BLZ","2026","mg/p/d","high","Zinc",8.9317556722188,8.16684017
"BLZ","2026","mg/p/d retinol","base","Vitamin A",437.980987235896,444.549658279
"BLZ","2026","mg/p/d retinol","high","Vitamin A",437.32846227104,444.225322528
"BLZ","2026","ug/p/d","base","Vitamin B12",5.42598031752358,3.211628582
"BLZ","2026","ug/p/d","high","Vitamin B12",5.52266580517175,3.241061035
"BLZ","2027","g/p/d","base","Omega-3 fatty acids",2.4851127451018,2.009370577
"BLZ","2027","g/p/d","base","Protein",73.072259372942,65.061798385
"BLZ","2027","g/p/d","high","Omega-3 fatty acids",2.5087350981055,2.00851159
"BLZ","2027","g/p/d","high","Protein",73.6041113405783,65.195874646
"BLZ","2027","mg/p/d","base","Calcium",491.923944261772,422.467122697
"BLZ","2027","mg/p/d","base","Iron",19.0495719239301,17.294680158
"BLZ","2027","mg/p/d","base","Zinc",8.89457568722659,8.160591978
"BLZ","2027","mg/p/d","high","Calcium",496.166446384798,422.363853444
"BLZ","2027","mg/p/d","high","Iron",19.1434358148509,17.295497533
"BLZ","2027","mg/p/d","high","Zinc",8.93763323517581,8.160657568
"BLZ","2027","mg/p/d retinol","base","Vitamin A",435.85140055375,442.475986954
"BLZ","2027","mg/p/d retinol","high","Vitamin A",435.053795493053,442.060020702
"BLZ","2027","ug/p/d","base","Vitamin B12",5.43799045006659,3.204770998
"BLZ","2027","ug/p/d","high","Vitamin B12",5.5483663700287,3.238660334
"BLZ","2028","g/p/d","base","Omega-3 fatty acids",2.47922433161051,2.00160661
"BLZ","2028","g/p/d","base","Protein",73.0619894503316,65.019738465
"BLZ","2028","g/p/d","high","Omega-3 fatty acids",2.50579092377639,2.000735444
"BLZ","2028","g/p/d","high","Protein",73.6571325457469,65.169195206
"BLZ","2028","mg/p/d","base","Calcium",491.553250080317,421.536261422
"BLZ","2028","mg/p/d","base","Iron",19.0208059649092,17.259200074
"BLZ","2028","mg/p/d","base","Zinc",8.89336621109145,8.155211354
"BLZ","2028","mg/p/d","high","Calcium",496.364917833315,421.416109083
"BLZ","2028","mg/p/d","high","Iron",19.1258263931396,17.259904439
"BLZ","2028","mg/p/d","high","Zinc",8.9418748560344,8.15508594
"BLZ","2028","mg/p/d retinol","base","Vitamin A",433.756721895534,440.421471488
"BLZ","2028","mg/p/d retinol","high","Vitamin A",432.846908055959,439.943209698
"BLZ","2028","ug/p/d","base","Vitamin B12",5.4269462882728,3.196212215
"BLZ","2028","ug/p/d","high","Vitamin B12",5.54795624947893,3.23433745
"BLZ","2029","g/p/d","base","Omega-3 fatty acids",2.47330598266691,1.993893672
"BLZ","2029","g/p/d","base","Protein",73.0521646041669,64.979464496
"BLZ","2029","g/p/d","high","Omega-3 fatty acids",2.50276537269364,1.993041211
"BLZ","2029","g/p/d","high","Protein",73.7091157487953,65.144275313
"BLZ","2029","mg/p/d","base","Calcium",491.166810680403,420.60505913
"BLZ","2029","mg/p/d","base","Iron",18.9915934499342,17.223561692
"BLZ","2029","mg/p/d","base","Zinc",8.89251036260107,8.150310458
"BLZ","2029","mg/p/d","high","Calcium",496.549398918354,420.468554011
"BLZ","2029","mg/p/d","high","Iron",19.1074803499427,17.224139014
"BLZ","2029","mg/p/d","high","Zinc",8.94645287384595,8.150018131
"BLZ","2029","mg/p/d retinol","base","Vitamin A",431.659367420243,438.363186855
"BLZ","2029","mg/p/d retinol","high","Vitamin A",430.6381859871,437.823063382
"BLZ","2029","ug/p/d","base","Vitamin B12",5.41557506383436,3.187699503
"BLZ","2029","ug/p/d","high","Vitamin B12",5.54620832832909,3.230019339
"BLZ","2030","g/p/d","base","Omega-3 fatty acids",2.46622467355799,1.986113302
"BLZ","2030","g/p/d","base","Protein",73.0171748097334,64.92966568
"BLZ","2030","g/p/d","high","Omega-3 fatty acids",2.49938187023293,1.985242063
