,countries,products,elements,country_codes,,product_codes,,ele_codes,,_2010,_2011,_2012,_2013,_2014,_2015,_2016,_2017,_2018,_2019,_2020,_2021,_2022,_2023,_2024,_2025,_2026,_2027,_2028,_2029,_2030
DOM_SH_FO..PC,Dominican Republic,Soybeans,Per-capita food consumption [kg/p/d],56,DOM,15,SH,211,FO..PC,0.229638365,0.237042156,0.223334905,0.197302429,0.190476003,0.183723557,0.18233674,0.183953173,0.179355313,0.177531774,0.176534979,0.17439084,0.173010053,0.171585209,0.170137218,0.16872189,0.16732526,0.166046592,0.164843744,0.163679166,0.162584458
DOM_SU_FO..PC,Dominican Republic,Sugar,Per-capita food consumption [kg/p/d],56,DOM,7,SU,211,FO..PC,38.72558026,39.09292996,39.57078039,39.99294628,38.66695042,36.99136022,35.56710519,35.35414923,34.42889239,34.49212663,34.32823018,34.20172769,34.08792996,33.94223947,33.79557466,33.66215308,33.55413594,33.4332369,33.29753027,33.16764908,33.03567151
DOM_VL_FO..PC,Dominican Republic,Vegetable Oils,Per-capita food consumption [kg/p/d],56,DOM,12,VL,211,FO..PC,6.522911048,6.366497086,6.739473807,6.656580098,6.996428248,6.087144771,6.163347203,6.038812989,5.832133826,6.014027845,6.266484101,6.270329971,6.280115542,6.293737091,6.306287762,6.316494403,6.329325527,6.343645405,6.359745093,6.377510259,6.396063035
DOM_WT_FO..PC,Dominican Republic,Wheat and products,Per-capita food consumption [kg/p/d],56,DOM,2,WT,211,FO..PC,30.07330245,30.26239386,30.56515505,30.15144377,30.24040201,28.8494571,28.56744747,29.14406861,30.65859787,30.49784145,30.46808735,30.44262408,30.4179431,30.38911045,30.36761295,30.34380663,30.32286455,30.30068283,30.27968643,30.25735741,30.23539643
DZA_BT_FO..PC,Algeria,Bovine,Per-capita food consumption [kg/p/d],4,DZA,19,BT,211,FO..PC,0.380242452,0.438645351,0.432890172,0.409076012,0.471303713,0.371871272,0.392380754,0.34908017,0.336037772,0.325915525,0.333564856,0.334478042,0.335762585,0.337138903,0.338529461,0.340284901,0.342204793,0.344296075,0.346533499,0.348845748,0.351217541
DZA_BV_FO..PC,Algeria,Butter,Per-capita food consumption [kg/p/d],4,DZA,14,BV,211,FO..PC,3.573254202,3.352310217,3.700478417,4.003996936,4.014675732,3.729754757,3.769066377,3.495551732,3.48650326,3.473696092,3.47569623,3.482729482,3.490624939,3.497234597,3.502578274,3.510993994,3.518970838,3.527519533,3.53300445,3.53909425,3.549042284
DZA_CN_FO..PC,Algeria,Coconuts,Per-capita food consumption [kg/p/d],4,DZA,11,CN,211,FO..PC,0.027687304,0.027159478,0.026619924,0.026083398,0.025566743,0.025080554,0.024626872,0.024202444,0.023804959,0.023430716,0.023076965,0.022743139,0.022429335,0.022134252,0.021856492,0.021594707,0.021347878,0.021114861,0.020894064,0.020683785,0.020482584
DZA_EG_FO..PC,Algeria,Eggs,Per-capita food consumption [kg/p/d],4,DZA,20,EG,211,FO..PC,7.233128921,7.570760729,7.771191223,8.043273455,8.287138059,8.613971926,7.885798913,8.673308392,8.670933472,8.511686487,8.543586877,8.595322363,8.655985711,8.705608081,8.765791923,8.823223747,8.886528836,8.947388722,9.017856577,9.091292318,9.164394393
DZA_FH_FO..PC,Algeria,Fish,Per-capita food consumption [kg/p/d],4,DZA,21,FH,211,FO..PC,3.919782137,3.755415191,4.378471823,4.457842338,4.286997705,4.530304411,4.544544764,4.282264606,4.405655251,4.518410824,4.541524937,4.574202611,4.67887598,4.77356494,4.854123647,4.933593467,4.98789598,5.069007213,5.130177346,5.180970265,5.224651114
DZA_HFCS_FO..PC,Algeria,HFCS,Per-capita food consumption [kg/p/d],4,DZA,8,HFCS,211,FO..PC,0.073469878,0.07206926,0.070637521,0.06921382,0.067842844,0.066552714,0.065348841,0.064222598,0.063167846,0.062174773,0.061236074,0.060350246,0.05951755,0.058734529,0.057997477,0.057302814,0.056647841,0.056029517,0.055443617,0.05488563,0.054351732
DZA_MA_FO..PC,Algeria,Maize and products,Per-capita food consumption [kg/p/d],4,DZA,1,MA,211,FO..PC,3.523506691,3.528447153,3.458329248,3.457890125,3.389434504,3.324979096,3.264845914,3.369174867,3.313837381,3.299073087,3.27448752,3.247863971,3.223561147,3.198506007,3.174854084,3.151510164,3.128629374,3.106051785,3.08398962,3.062056733,3.040213848
DZA_MK_FO..PC,Algeria,Milk and Dairy,Per-capita food consumption [kg/p/d],4,DZA,18,MK,211,FO..PC,16.23681645,17.74364786,17.84744368,17.12334791,19.25976701,17.82357293,17.27150941,17.71157837,18.5344202,17.25401056,17.52044606,17.71390874,17.92075451,18.12389559,18.3385116,18.56103279,18.79429985,19.03331155,19.28412173,19.54129314,19.80171446
DZA_OCG_FO..PC,Algeria,Other Coarse Grains,Per-capita food consumption [kg/p/d],4,DZA,3,OCG,211,FO..PC,12.73691262,12.70139198,12.46820431,12.30235589,12.3839552,12.28519341,12.34931011,12.11013687,11.85937141,11.75811914,11.62191556,11.49004489,11.37091731,11.24428547,11.12658404,11.0127651,10.90170288,10.79297031,10.68598989,10.58039254,10.47445471
DZA_OOS_FO..PC,Algeria,Other Oilseeds,Per-capita food consumption [kg/p/d],4,DZA,10,OOS,211,FO..PC,0.364650833,0.376842877,0.368653458,0.343526868,0.37133365,0.375674018,0.363303889,0.348140061,0.342422426,0.337039139,0.335546019,0.333889206,0.332082432,0.33013827,0.328078956,0.325921507,0.323667126,0.321312306,0.318864348,0.316331526,0.313721396
DZA_PK_FO..PC,Algeria,Ovine,Per-capita food consumption [kg/p/d],4,DZA,16,PK,211,FO..PC,0.004657847,0.003574932,0.003706428,0.003848879,0.004825898,0.003322889,0.003227431,0.003342037,0.003670161,0.003585555,0.003531421,0.003480337,0.003432316,0.00338716,0.003344655,0.003304594,0.003266823,0.003231165,0.003197376,0.003165198,0.003134408
DZA_PS_FO..PC,Algeria,Pork,Per-capita food consumption [kg/p/d],4,DZA,6,PS,211,FO..PC,8.438466749,9.152361787,7.36880281,8.754767122,8.793327954,8.839763317,8.895199747,8.95911188,9.030621206,9.109524836,9.156140635,9.240517309,9.31523006,9.399391261,9.481028425,9.567284131,9.65926824,9.751241411,9.84779752,9.945239991,10.04415829
DZA_PT_FO..PC,Algeria,Poultry,Per-capita food consumption [kg/p/d],4,DZA,17,PT,211,FO..PC,5.43955144,5.543618312,5.978292571,5.758332513,5.741315349,5.96678593,5.647482306,5.822110665,6.022775598,5.846137693,5.919101983,5.939737369,5.962654045,5.986744739,6.016076525,6.047010059,6.080623071,6.119955635,6.162033589,6.20606806,6.250834902
DZA_RI_FO..PC,Algeria,Pulses,Per-capita food consumption [kg/p/d],4,DZA,4,RI,211,FO..PC,2.718047193,2.574087129,2.908019827,2.846127978,2.7416499,2.738439582,2.775810963,2.929559008,3.016209892,2.987136595,3.013568312,3.043596999,3.075471715,3.104854792,3.134831307,3.166396688,3.198581866,3.231670695,3.265720055,3.300640912,3.335038782
DZA_RT_FO..PC,Algeria,Rice and products,Per-capita food consumption [kg/p/d],4,DZA,5,RT,211,FO..PC,12.82305679,13.10679108,12.93056055,13.14182527,13.343944,13.48661352,13.66130283,13.86747175,14.01137152,14.21982829,14.3726919,14.52076132,14.68006634,14.84286196,15.00867642,15.1794445,15.35240229,15.53129701,15.71108492,15.89609337,16.08003079
DZA_SB_FO..PC,Algeria,Roots and Tubers,Per-capita food consumption [kg/p/d],4,DZA,9,SB,211,FO..PC,2.49186E-06,2.44435E-06,2.39579E-06,2.34751E-06,2.30101E-06,2.25725E-06,2.21642E-06,2.17822E-06,2.14245E-06,2.10876E-06,2.07693E-06,2.04688E-06,2.01864E-06,1.99208E-06,1.96708E-06,1.94352E-06,1.92131E-06,1.90034E-06,1.88047E-06,1.86154E-06,1.84343E-06
DZA_SH_FO..PC,Algeria,Soybeans,Per-capita food consumption [kg/p/d],4,DZA,15,SH,211,FO..PC,6.050197313,6.567163065,6.633294864,6.396427193,6.347454355,6.496958982,6.413578376,6.317965056,6.267726174,6.211710846,6.210801076,6.204601167,6.204758624,6.207096717,6.211486241,6.218136749,6.226880444,6.23739386,6.250188279,6.265130297,6.280394997
DZA_SU_FO..PC,Algeria,Sugar,Per-capita food consumption [kg/p/d],4,DZA,7,SU,211,FO..PC,38.75015142,39.5946937,40.15639769,39.20994661,39.53277246,40.51871428,40.66832992,40.91574063,40.84662631,41.32405945,41.39447524,41.52541886,41.67890164,41.7836726,41.88946361,42.01955327,42.19202591,42.34771126,42.47899965,42.62013891,42.75706308
DZA_VL_FO..PC,Algeria,Vegetable Oils,Per-capita food consumption [kg/p/d],4,DZA,12,VL,211,FO..PC,16.03626685,18.02411568,16.32160302,19.49640454,20.03289186,20.09859633,20.34664688,19.92750131,20.62490092,20.02632408,20.0971626,20.32796446,20.59774468,20.87432504,21.1574116,21.43632657,21.73764584,22.05235969,22.38178194,22.72466504,23.07692671
DZA_WT_FO..PC,Algeria,Wheat and products,Per-capita food consumption [kg/p/d],4,DZA,2,WT,211,FO..PC,212.0663475,211.4086784,210.8811468,210.7288228,210.1850147,210.2399884,210.2183535,209.82715,209.6653622,209.2892029,208.7801884,208.4412601,208.0861803,207.6854695,207.3515202,207.0282459,206.7237399,206.4344923,206.168766,205.8995138,205.6425982
ECU_BT_FO..PC,Ecuador,Bovine,Per-capita food consumption [kg/p/d],58,ECU,19,BT,211,FO..PC,0.120736244,0.124422079,0.121031443,0.120593526,0.119232037,0.12039339,0.132865965,0.136463125,0.138455731,0.132635675,0.133811108,0.134487013,0.135139838,0.135908127,0.136618801,0.137395699,0.13815722,0.138929267,0.139710032,0.140478892,0.141250806
ECU_BV_FO..PC,Ecuador,Butter,Per-capita food consumption [kg/p/d],58,ECU,14,BV,211,FO..PC,10.84375807,11.14780942,11.63301746,11.86108264,10.97978805,10.02161257,9.934588715,9.770551091,9.376055218,9.183570724,9.102064193,9.041946046,8.986264616,8.928828892,8.877836998,8.829465399,8.775248563,8.723352454,8.675165279,8.629946615,8.587282893
ECU_CN_FO..PC,Ecuador,Coconuts,Per-capita food consumption [kg/p/d],58,ECU,11,CN,211,FO..PC,0.066958201,0.065887631,0.064852248,0.063850653,0.062880773,0.061941105,0.061031177,0.060150892,0.059299932,0.058478016,0.057684623,0.056919088,0.056180472,0.055467936,0.054780509,0.054117347,0.053477706,0.052860873,0.052265922,0.051691973,0.051138194
ECU_EG_FO..PC,Ecuador,Eggs,Per-capita food consumption [kg/p/d],58,ECU,20,EG,211,FO..PC,7.864996558,8.065071812,8.024288239,8.223314944,8.145846202,8.097789135,7.854568351,7.601612345,7.664199104,7.686860108,7.71600655,7.761272027,7.814462455,7.867027795,7.924216385,7.980266253,8.041749623,8.100012503,8.165457999,8.232952585,8.301091833
ECU_FH_FO..PC,Ecuador,Fish,Per-capita food consumption [kg/p/d],58,ECU,21,FH,211,FO..PC,6.043264113,6.029474575,6.490422175,6.071091492,6.339279059,5.869900021,6.017243499,6.083996107,6.294996726,6.713430602,6.586572441,6.575663514,6.653056308,6.699758202,6.736271359,6.783419324,6.79774696,6.914282429,7.009818247,7.105119761,7.196120408
ECU_HFCS_FO..PC,Ecuador,HFCS,Per-capita food consumption [kg/p/d],58,ECU,8,HFCS,211,FO..PC,0.021021678,0.020685571,0.02036051,0.020046057,0.019741561,0.01944655,0.019160876,0.018884508,0.018617348,0.018359305,0.018110218,0.017869876,0.017637986,0.017414284,0.017198464,0.016990263,0.016789447,0.01659579,0.016409004,0.016228812,0.016054952
ECU_MA_FO..PC,Ecuador,Maize and products,Per-capita food consumption [kg/p/d],58,ECU,1,MA,211,FO..PC,4.713057819,4.694492402,4.832740279,4.899707915,4.900150981,4.841307286,4.879100589,4.972686224,4.942121792,4.844110799,4.830604245,4.821811644,4.816440982,4.812048806,4.80960349,4.808277754,4.808090789,4.809271333,4.81203343,4.815941946,4.821340691
ECU_MK_FO..PC,Ecuador,Milk and Dairy,Per-capita food consumption [kg/p/d],58,ECU,18,MK,211,FO..PC,12.47241717,13.28737627,12.83564451,12.59457603,12.21810123,12.23167415,10.30597685,10.65865097,10.63093337,9.524263895,9.518983725,9.491163335,9.473335777,9.460168448,9.448193557,9.43893357,9.434634974,9.431218237,9.432664304,9.43594025,9.44040523
ECU_OCG_FO..PC,Ecuador,Other Coarse Grains,Per-capita food consumption [kg/p/d],58,ECU,3,OCG,211,FO..PC,4.151941809,4.078368518,3.767897193,3.779885659,3.150581848,3.031544055,2.570840903,2.587674673,2.484781929,2.461880487,2.430747269,2.401351187,2.373648755,2.345169651,2.317944701,2.29123804,2.265092914,2.239349807,2.213950995,2.188752396,2.163700895
ECU_OOS_FO..PC,Ecuador,Other Oilseeds,Per-capita food consumption [kg/p/d],58,ECU,10,OOS,211,FO..PC,0.190185214,0.204177682,0.214545323,0.197865338,0.186112281,0.189384657,0.193836382,0.202775108,0.21414767,0.215016566,0.215711258,0.215753785,0.216222012,0.216819823,0.217259652,0.217759546,0.21828486,0.218862441,0.219433433,0.220007255,0.220582854
ECU_PK_FO..PC,Ecuador,Ovine,Per-capita food consumption [kg/p/d],58,ECU,16,PK,211,FO..PC,9.514510131,10.06972952,9.680512282,10.14395969,11.08025685,10.89202807,10.22687543,10.1878281,10.46047269,10.46115032,10.455213,10.50117056,10.51411945,10.52491049,10.54905921,10.57474662,10.60265981,10.63402738,10.66454262,10.70366446,10.74290043
ECU_PS_FO..PC,Ecuador,Pork,Per-capita food consumption [kg/p/d],58,ECU,6,PS,211,FO..PC,1.472817645,1.522964839,1.548071928,1.570321176,1.593700169,1.60055925,1.60810075,1.619351453,1.632809909,1.649591675,1.657637234,1.670818679,1.682735717,1.696377244,1.709460324,1.72313318,1.73757231,1.7518878,1.766784601,1.781734441,1.796874683
ECU_PT_FO..PC,Ecuador,Poultry,Per-capita food consumption [kg/p/d],58,ECU,17,PT,211,FO..PC,20.20205479,20.19480272,19.01801751,19.36735285,19.22006919,19.10606093,18.27882402,18.14703903,18.10922813,18.00587045,17.93796258,17.86777639,17.80405613,17.74341117,17.68839459,17.63414611,17.58357493,17.53517182,17.49638744,17.46048406,17.42611216
ECU_RI_FO..PC,Ecuador,Pulses,Per-capita food consumption [kg/p/d],58,ECU,4,RI,211,FO..PC,44.53637006,44.48969067,44.55607705,44.44032085,44.45823877,44.20395947,42.84517712,41.78301952,41.5913216,41.83366845,41.98237519,42.16220862,42.35899818,42.53445829,42.70937678,42.89492696,43.08428043,43.27808214,43.47810158,43.68257087,43.87955495
ECU_RT_FO..PC,Ecuador,Rice and products,Per-capita food consumption [kg/p/d],58,ECU,5,RT,211,FO..PC,4.517684118,4.477764288,4.426909028,4.715669919,4.755515523,4.828638569,4.898174242,4.977301188,5.026915666,5.080691095,5.108014873,5.148931815,5.191603109,5.236562557,5.28218691,5.329107828,5.375890633,5.42414233,5.47186419,5.5204242,5.567906747
ECU_SB_FO..PC,Ecuador,Roots and Tubers,Per-capita food consumption [kg/p/d],58,ECU,9,SB,211,FO..PC,1.574856882,1.549677086,1.525324866,1.501767366,1.478955789,1.456854784,1.435453273,1.414748975,1.394734398,1.375402936,1.356742324,1.338736941,1.321364698,1.304605854,1.288437568,1.272840004,1.257795655,1.243287727,1.229294477,1.215795209,1.202770332
ECU_SH_FO..PC,Ecuador,Soybeans,Per-capita food consumption [kg/p/d],58,ECU,15,SH,211,FO..PC,0.210958342,0.217073234,0.203873656,0.17953425,0.172757583,0.166076269,0.164258521,0.165137485,0.160442193,0.158247083,0.156798673,0.154342455,0.152574451,0.150779475,0.148977722,0.147218973,0.145491537,0.143880752,0.142347077,0.140854536,0.139428377
ECU_SU_FO..PC,Ecuador,Sugar,Per-capita food consumption [kg/p/d],58,ECU,7,SU,211,FO..PC,36.42353446,36.65310779,36.98375612,37.25891246,35.90613561,34.23536241,32.80455391,32.49456042,31.53256428,31.47831581,31.21727019,30.99143409,30.77818459,30.53759047,30.29798391,30.07226467,29.87130358,29.66081313,29.43879319,29.22294756,29.00595561
ECU_VL_FO..PC,Ecuador,Vegetable Oils,Per-capita food consumption [kg/p/d],58,ECU,12,VL,211,FO..PC,19.35159348,18.82800265,19.86797087,19.56091024,20.49256179,17.76967082,17.93054022,17.5070503,16.84825173,17.31203313,17.97457272,17.92153264,17.88550177,17.86051568,17.83276977,17.79883117,17.77283349,17.75148335,17.73531117,17.72358687,17.7136434
ECU_WT_FO..PC,Ecuador,Wheat and products,Per-capita food consumption [kg/p/d],58,ECU,2,WT,211,FO..PC,40.43410473,40.56004413,40.83622251,40.15479789,40.14198669,38.16759809,37.66514222,38.29155589,40.13941924,39.78718156,39.60693711,39.43285939,39.26040463,39.08362324,38.91769476,38.75046011,38.58876672,38.427276,38.26854149,38.10859009,37.94916838
EGY_BT_FO..PC,Egypt,Bovine,Per-capita food consumption [kg/p/d],59,EGY,19,BT,211,FO..PC,1.919909521,2.626337622,1.99910588,1.890511738,1.838038231,1.871824949,1.807806359,1.253881165,1.349718844,1.313592567,1.338085847,1.35516583,1.371970328,1.390183761,1.407104184,1.424649199,1.441630245,1.458379018,1.474744422,1.490374304,1.505358673
EGY_BV_FO..PC,Egypt,Butter,Per-capita food consumption [kg/p/d],59,EGY,14,BV,211,FO..PC,9.282666643,8.693725157,9.295856006,8.950544546,9.17932772,9.117099245,8.880993058,8.176137959,7.720771519,7.819250125,7.798435213,7.816118845,7.834768582,7.849418629,7.870093762,7.892448687,7.90292379,7.91479213,7.92563458,7.936558417,7.946134652
EGY_CN_FO..PC,Egypt,Coconuts,Per-capita food consumption [kg/p/d],59,EGY,11,CN,211,FO..PC,0.011889531,0.011641774,0.011387802,0.011134936,0.010891756,0.010663462,0.010450557,0.010250822,0.010062818,0.009884476,0.009714257,0.009551811,0.009397078,0.009249241,0.009107442,0.008970949,0.008839352,0.008712235,0.008588912,0.008468683,0.008351032
EGY_EG_FO..PC,Egypt,Eggs,Per-capita food consumption [kg/p/d],59,EGY,20,EG,211,FO..PC,2.55255449,2.618288492,4.11364272,4.112237107,4.111010199,3.72853038,3.339592904,3.357981889,3.436292625,3.481201744,3.482885112,3.547301419,3.622156037,3.692413662,3.758671781,3.821452773,3.884379939,3.945406716,4.008758383,4.071743276,4.133178707
EGY_FH_FO..PC,Egypt,Fish,Per-capita food consumption [kg/p/d],59,EGY,21,FH,211,FO..PC,20.83255256,20.46881986,20.61771496,20.20765127,23.81046314,23.20474518,23.08139959,23.42467321,25.55696133,26.360492,26.28440747,26.89655259,27.7535443,28.48195207,29.76979832,30.83380035,31.67010883,32.61040942,33.49478979,34.06315027,34.77161442
EGY_HFCS_FO..PC,Egypt,HFCS,Per-capita food consumption [kg/p/d],59,EGY,8,HFCS,211,FO..PC,0.011889531,0.011641774,0.011387802,0.011134936,0.010891756,0.010663462,0.010450557,0.010250822,0.010062818,0.009884476,0.009714257,0.009551811,0.009397078,0.009249241,0.009107442,0.008970949,0.008839352,0.008712235,0.008588912,0.008468683,0.008351032
EGY_MA_FO..PC,Egypt,Maize and products,Per-capita food consumption [kg/p/d],59,EGY,1,MA,211,FO..PC,43.39639995,43.07417306,42.70391142,42.31249518,41.93311321,42.12050209,41.80203401,42.02831802,41.76063653,41.02052251,40.73952848,40.53067892,40.35522993,40.14760307,39.91002182,39.64350803,39.35200041,39.03712489,38.70226019,38.34425765,37.96737608
EGY_MK_FO..PC,Egypt,Milk and Dairy,Per-capita food consumption [kg/p/d],59,EGY,18,MK,211,FO..PC,5.647521427,6.181433894,6.021315009,5.53065014,6.374336219,5.369679181,5.322926372,4.032677382,4.229535597,4.206081602,4.244245022,4.294916794,4.350299161,4.405024321,4.45956343,4.513007984,4.565567864,4.617111009,4.668350168,4.718036547,4.765538178
EGY_OCG_FO..PC,Egypt,Other Coarse Grains,Per-capita food consumption [kg/p/d],59,EGY,3,OCG,211,FO..PC,3.388124924,3.31754159,3.359047124,3.284518649,3.212907652,3.145501731,3.082675159,3.023931392,2.96846852,2.915861756,2.897449192,2.885947317,2.874512721,2.855954394,2.837438934,2.818463239,2.797674624,2.776218341,2.752725918,2.727942219,2.701453548
EGY_OOS_FO..PC,Egypt,Other Oilseeds,Per-capita food consumption [kg/p/d],59,EGY,10,OOS,211,FO..PC,0.722288987,0.704094485,0.719435784,0.68248251,0.60026644,0.490220689,0.5384963,0.505222033,0.500484312,0.491614296,0.490323481,0.488788129,0.486998553,0.484985238,0.482783348,0.480423718,0.477921407,0.475293041,0.472570911,0.469789591,0.466974561
EGY_PK_FO..PC,Egypt,Ovine,Per-capita food consumption [kg/p/d],59,EGY,16,PK,211,FO..PC,0.004013906,0.007525243,0.007734595,0.007616296,0.004661671,0.004598085,0.006404101,0.021272507,0.002181619,0.002079694,0.002046646,0.002068073,0.002085699,0.002097669,0.002108242,0.002114277,0.002119913,0.002124133,0.002127962,0.002132783,0.002136626
EGY_PS_FO..PC,Egypt,Pork,Per-capita food consumption [kg/p/d],59,EGY,6,PS,211,FO..PC,7.093056198,5.545640483,4.828040897,5.16350375,5.202257912,5.246014061,5.295511003,5.350130446,5.409566957,5.473104744,5.413738642,5.386857253,5.351117616,5.319378905,5.282574401,5.244368364,5.205602916,5.163045615,5.119455603,5.07284132,5.024125658
EGY_PT_FO..PC,Egypt,Poultry,Per-capita food consumption [kg/p/d],59,EGY,17,PT,211,FO..PC,9.450118793,9.790465242,10.20423365,11.63330143,12.21574008,11.88776533,11.87800065,12.42984895,11.05784949,11.35998803,11.48274192,11.62208998,11.7677945,11.92054257,12.08032994,12.24425221,12.41395735,12.58910602,12.77111681,12.95673884,13.14263124
EGY_RI_FO..PC,Egypt,Pulses,Per-capita food consumption [kg/p/d],59,EGY,4,RI,211,FO..PC,37.79607842,37.83405845,37.8400948,37.97857607,37.95863992,37.71245407,38.10712419,38.93467367,39.44624627,36.95805561,38.54170402,38.53327354,38.51306446,38.44543522,38.35975568,38.27313414,38.16532339,38.04468628,37.90367764,37.75390939,37.57028171
EGY_RT_FO..PC,Egypt,Rice and products,Per-capita food consumption [kg/p/d],59,EGY,5,RT,211,FO..PC,7.426031878,7.200286306,8.800577535,7.685163111,7.743792683,7.808828942,7.882428349,7.964504609,8.052977242,8.147586117,8.240479376,8.352312802,8.463463862,8.580682116,8.703005453,8.821508077,8.934372033,9.046301922,9.150796334,9.252881363,9.345976563
EGY_SB_FO..PC,Egypt,Roots and Tubers,Per-capita food consumption [kg/p/d],59,EGY,9,SB,211,FO..PC,0.011889531,0.011641774,0.011387802,0.011134936,0.010891756,0.010663462,0.010450557,0.010250822,0.010062818,0.009884476,0.009714257,0.009551811,0.009397078,0.009249241,0.009107442,0.008970949,0.008839352,0.008712235,0.008588912,0.008468683,0.008351032
EGY_SH_FO..PC,Egypt,Soybeans,Per-capita food consumption [kg/p/d],59,EGY,15,SH,211,FO..PC,1.401839868,1.334824839,1.343226558,1.302637214,1.287353242,1.22971687,1.227596623,1.156898591,1.132202865,1.120881782,1.116296496,1.111689765,1.107309609,1.103037357,1.098678522,1.094144135,1.089633247,1.085095792,1.080672051,1.076279631,1.071693126
EGY_SU_FO..PC,Egypt,Sugar,Per-capita food consumption [kg/p/d],59,EGY,7,SU,211,FO..PC,32.87455226,33.77278604,34.61891832,35.03050929,35.28928843,35.93586794,37.20398287,34.58627481,34.71672185,34.79335538,34.26012418,34.21211416,34.7379059,35.19928119,35.61039573,36.06156024,36.56038781,37.03867752,37.50338692,37.97482255,38.44800426
EGY_VL_FO..PC,Egypt,Vegetable Oils,Per-capita food consumption [kg/p/d],59,EGY,12,VL,211,FO..PC,4.297029596,6.852806057,7.310068119,6.649797971,7.870238293,7.212125503,7.601544104,8.16202297,8.489650617,8.53507917,8.576756066,8.625361965,8.684486543,8.753633783,8.815720859,8.870340409,8.928327904,8.987132544,9.045635853,9.10336426,9.157708557
EGY_WT_FO..PC,Egypt,Wheat and products,Per-capita food consumption [kg/p/d],59,EGY,2,WT,211,FO..PC,184.4884964,184.6023054,185.0506146,184.3935696,185.1592931,185.0104053,186.489462,186.0522219,186.1619169,186.3221684,186.7284835,187.0974228,187.3363522,187.3961739,187.4942451,187.451457,187.3072864,187.0404963,186.6624863,186.1564592,185.5460764
ERI_BT_FO..PC,Eritrea,Bovine,Per-capita food consumption [kg/p/d],178,ERI,19,BT,211,FO..PC,0.293669025,0.287465225,0.288267537,0.284523657,0.3151159,0.32503418,0.282452412,0.277692303,0.268077893,0.260889968,0.261000884,0.260041102,0.259058787,0.258349943,0.257423619,0.256631568,0.25579252,0.254961234,0.254120387,0.253224745,0.252299777
ERI_BV_FO..PC,Eritrea,Butter,Per-capita food consumption [kg/p/d],178,ERI,14,BV,211,FO..PC,2.743109283,2.823287477,2.934234924,2.97321039,3.105004987,3.169056314,3.062850806,3.107507109,3.010626283,2.93692044,2.934015495,2.937973042,2.943247438,2.94640717,2.952413969,2.959809771,2.964074815,2.969833622,2.975605713,2.983353762,2.99042237
ERI_CN_FO..PC,Eritrea,Coconuts,Per-capita food consumption [kg/p/d],178,ERI,11,CN,211,FO..PC,0.227746863,0.223479171,0.219251268,0.215007616,0.210701756,0.206314202,0.201830806,0.197284145,0.192754429,0.188336005,0.184086942,0.180013429,0.176093608,0.172313495,0.168654034,0.165101508,0.16165493,0.158315976,0.155075998,0.151926529,0.148860761
ERI_EG_FO..PC,Eritrea,Eggs,Per-capita food consumption [kg/p/d],178,ERI,20,EG,211,FO..PC,0.461504599,0.472902988,0.491777449,0.478110259,0.47992783,0.452957214,0.425778534,0.413766072,0.407752788,0.402038453,0.401001707,0.400270909,0.400285168,0.401088421,0.402150645,0.403175633,0.404306371,0.405460137,0.406750389,0.408120214,0.409395635
ERI_FH_FO..PC,Eritrea,Fish,Per-capita food consumption [kg/p/d],178,ERI,21,FH,211,FO..PC,0.705918002,0.753512169,0.794584861,0.816890094,0.84398327,0.82537629,0.818537259,0.880998384,0.839581907,0.817723483,0.80818913,0.807150229,0.807604945,0.809649845,0.809838115,0.811283146,0.812236946,0.81600567,0.818212787,0.818525339,0.822935652
ERI_HFCS_FO..PC,Eritrea,HFCS,Per-capita food consumption [kg/p/d],178,ERI,8,HFCS,211,FO..PC,0.001193849,0.001171478,0.001149315,0.00112707,0.001104499,0.001081499,0.001057997,0.001034163,0.001010419,0.000987257,0.000964984,0.00094363,0.000923083,0.000903267,0.000884084,0.000865462,0.000847395,0.000829892,0.000812908,0.000796399,0.000780328
ERI_MA_FO..PC,Eritrea,Maize and products,Per-capita food consumption [kg/p/d],178,ERI,1,MA,211,FO..PC,3.305187129,3.386982558,3.437401723,3.489952772,3.546580749,3.576250686,3.575771919,3.577227523,3.618176109,3.622596085,3.649801133,3.675036622,3.702511282,3.729996363,3.758355943,3.786720226,3.814621115,3.842762436,3.87092394,3.898741113,3.926242329
ERI_MK_FO..PC,Eritrea,Milk and Dairy,Per-capita food consumption [kg/p/d],178,ERI,18,MK,211,FO..PC,3.032869469,3.050550268,3.097262599,3.012147114,2.913195661,2.945154067,2.830661569,2.868837572,2.777054306,2.703878294,2.733482782,2.749039696,2.772643112,2.801474061,2.829429844,2.858627955,2.888112707,2.919083942,2.951024678,2.983857021,3.017288993
ERI_OCG_FO..PC,Eritrea,Other Coarse Grains,Per-capita food consumption [kg/p/d],178,ERI,3,OCG,211,FO..PC,32.14525707,32.21413216,32.46839958,32.73129641,33.4690539,33.30764125,32.82476367,33.05049283,34.88931986,33.16184982,33.28498464,33.41467588,33.54336748,33.66598877,33.79562811,33.9225579,34.05357253,34.1886149,34.32065542,34.44986512,34.57160491
