"nutrient","country","iso3","sex_id","age_id","cause","sev_base","sev_high","sev_delta"
"Red meat","Afghanistan","AFG",1,33,497,21.4471438661598,21.452141404481,0.0049975383212093
"Red meat","Afghanistan","AFG",1,33,976,18.1482876178947,18.1525236648628,0.00423604696809576
"Red meat","Afghanistan","AFG",2,10,429,18.7804174759933,18.785460157916,0.00504268192269564
"Red meat","Afghanistan","AFG",2,10,441,14.389698713904,14.3936203337965,0.00392161989252493
"Red meat","Afghanistan","AFG",2,10,493,13.2855544486474,13.2892017820954,0.00364733344804336
"Red meat","Afghanistan","AFG",2,10,495,18.2880233603888,18.2929100634069,0.00488670301807304
"Red meat","Afghanistan","AFG",2,10,496,2.35220159452658,2.36926791451908,0.017066319992503
"Red meat","Afghanistan","AFG",2,10,497,22.7484886551075,22.7545127310149,0.00602407590743326
"Red meat","Afghanistan","AFG",2,10,976,19.8303739150881,19.8359346492992,0.00556073421103775
"Red meat","Afghanistan","AFG",2,11,429,18.8299371587392,18.8348907487017,0.00495358996244377
"Red meat","Afghanistan","AFG",2,11,441,14.4963308401599,14.5001926419034,0.00386180174349171
"Red meat","Afghanistan","AFG",2,11,493,13.4027411695154,13.4063211094965,0.00357993998104966
"Red meat","Afghanistan","AFG",2,11,495,18.3527183743336,18.3575177152065,0.00479934087293898
"Red meat","Afghanistan","AFG",2,11,496,1.95475893691245,1.97172151343745,0.0169625765250048
"Red meat","Afghanistan","AFG",2,11,497,22.7714098950679,22.7773156691994,0.00590577413152005
"Red meat","Afghanistan","AFG",2,11,976,19.8808793210752,19.8860755750379,0.00519625396274748
"Red meat","Afghanistan","AFG",2,12,429,18.5858960967353,18.5906249010208,0.00472880428548095
"Red meat","Afghanistan","AFG",2,12,441,14.3238578662179,14.3275419675808,0.00368410136282371
"Red meat","Afghanistan","AFG",2,12,493,13.2479801690989,13.2513943964464,0.00341422734754815
"Red meat","Afghanistan","AFG",2,12,495,18.1195259103311,18.1241091886712,0.00458327834015648
"Red meat","Afghanistan","AFG",2,12,496,1.5943688517111,1.61082320678713,0.0164543550760277
"Red meat","Afghanistan","AFG",2,12,497,22.467265366641,22.4729075667081,0.00564220006715743
"Red meat","Afghanistan","AFG",2,12,976,19.6227597896795,19.6277206302998,0.0049608406202708
"Red meat","Afghanistan","AFG",2,13,429,18.2399703116074,18.2445223884628,0.00455207685545744
"Red meat","Afghanistan","AFG",2,13,441,14.012880589987,14.0164104150986,0.00352982511162914
"Red meat","Afghanistan","AFG",2,13,493,13.1027588222998,13.1060651772117,0.00330635491189213
"Red meat","Afghanistan","AFG",2,13,495,18.4051091426522,18.4096677143118,0.00455857165961859
"Red meat","Afghanistan","AFG",2,13,496,1.2412777444068,1.25769934195519,0.0164215975483883
"Red meat","Afghanistan","AFG",2,13,497,22.5221540369184,22.5276970186436,0.00554298172511736
"Red meat","Afghanistan","AFG",2,13,976,19.2589144175955,19.2636895440595,0.00477512646403255
"Red meat","Afghanistan","AFG",2,14,429,18.0013794465283,18.0058113162147,0.0044318696863499
"Red meat","Afghanistan","AFG",2,14,441,13.7988906937407,13.8023162586605,0.0034255649197874
"Red meat","Afghanistan","AFG",2,14,493,12.6977833566422,12.7009443404483,0.00316098380611329
"Red meat","Afghanistan","AFG",2,14,495,18.496927060324,18.5014463378616,0.00451927753755044
"Red meat","Afghanistan","AFG",2,14,496,1.37286660579826,1.38893857729943,0.0160719715011712
"Red meat","Afghanistan","AFG",2,14,497,22.3876696244226,22.3931120979934,0.00544247357073502
"Red meat","Afghanistan","AFG",2,14,976,19.0079344647693,19.0125832952713,0.00464883050203113
"Red meat","Afghanistan","AFG",2,15,429,17.6695497922659,17.6738603155726,0.00431052330673865
"Red meat","Afghanistan","AFG",2,15,441,13.4805496965718,13.48386209599,0.00331239941820982
"Red meat","Afghanistan","AFG",2,15,493,12.6972605747995,12.7003889282967,0.00312835349719442
"Red meat","Afghanistan","AFG",2,15,495,18.4711132543994,18.4755808030749,0.00446754867544641
"Red meat","Afghanistan","AFG",2,15,496,1.40277717661243,1.41836446279774,0.0155872861853106
"Red meat","Afghanistan","AFG",2,15,497,21.8833960065056,21.8886694662452,0.00527345973960536
"Red meat","Afghanistan","AFG",2,15,976,18.6592616336061,18.6637825941445,0.00452096053844286
"Red meat","Afghanistan","AFG",2,16,429,17.3189414989883,17.3231355900902,0.00419409110197222
"Red meat","Afghanistan","AFG",2,16,441,13.138885506071,13.1420877901325,0.0032022840614605
"Red meat","Afghanistan","AFG",2,16,493,12.5094192432243,12.5124730790629,0.00305383583865115
"Red meat","Afghanistan","AFG",2,16,495,18.1866179882088,18.1909866667342,0.00436867852543088
"Red meat","Afghanistan","AFG",2,16,496,1.37203455135482,1.387599518711,0.0155649673561815
"Red meat","Afghanistan","AFG",2,16,497,21.9064808251576,21.9117193376666,0.00523851250903462
"Red meat","Afghanistan","AFG",2,16,976,18.2908485452803,18.2952468331176,0.004398287837315
"Red meat","Afghanistan","AFG",2,17,429,16.8693808062328,16.8734464430384,0.00406563680565952
"Red meat","Afghanistan","AFG",2,17,441,12.6922123515452,12.6952899313996,0.00307757985433454
"Red meat","Afghanistan","AFG",2,17,493,12.2368380787015,12.2398088800087,0.00297080130717831
"Red meat","Afghanistan","AFG",2,17,495,17.7483289032729,17.7525743778931,0.00424547462017344
"Red meat","Afghanistan","AFG",2,17,496,1.90145824822907,1.91629133501194,0.0148330867828677
